edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Female	Digoxin	0.0028	0.0098	0.0126	9
05-09	Female	Digoxin	0.0012	0.0041	0.0053	9
10-14	Female	Digoxin	0.0012	0.0024	0.0032	8
15-19	Female	Digoxin	0.0037	0.0047	0.0057	17
20-24	Female	Digoxin	0.0031	0.0053	0.0061	22
25-29	Female	Digoxin	0.0056	0.0091	0.0098	44
30-34	Female	Digoxin	0.0077	0.013	0.0136	74
35-39	Female	Digoxin	0.0114	0.0201	0.0214	126
40-44	Female	Digoxin	0.0156	0.0253	0.0271	154
45-49	Female	Digoxin	0.0314	0.0459	0.0472	250
50-54	Female	Digoxin	0.0634	0.096	0.1	503
55-59	Female	Digoxin	0.1396	0.2285	0.2358	1123
60-64	Female	Digoxin	0.2849	0.4647	0.4771	2189
65-69	Female	Digoxin	0.5206	0.8798	0.904	3808
70-74	Female	Digoxin	0.93	1.5967	1.6383	6412
75-79	Female	Digoxin	1.723	2.9308	3.0041	10735
80-84	Female	Digoxin	2.9588	4.8565	4.9602	15785
85-89	Female	Digoxin	4.2257	6.6353	6.7627	17097
>90	Female	Digoxin	6.158	9.1481	9.3087	14146
