edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Phenobarbital	0.0078	0.0246	0.0272	21
05-09	Male	Phenobarbital	0.0051	0.0355	0.0394	70
10-14	Male	Phenobarbital	0.0027	0.0313	0.0324	85
15-19	Male	Phenobarbital	0.0042	0.0361	0.0393	112
20-24	Male	Phenobarbital	0.0047	0.04	0.0427	128
25-29	Male	Phenobarbital	0.0078	0.0487	0.053	197
30-34	Male	Phenobarbital	0.0087	0.0644	0.068	322
35-39	Male	Phenobarbital	0.0138	0.0928	0.1016	551
40-44	Male	Phenobarbital	0.0155	0.127	0.1355	726
45-49	Male	Phenobarbital	0.022	0.1621	0.171	840
50-54	Male	Phenobarbital	0.0288	0.1714	0.1826	830
55-59	Male	Phenobarbital	0.0336	0.1758	0.1848	787
60-64	Male	Phenobarbital	0.0316	0.1807	0.1871	770
65-69	Male	Phenobarbital	0.0395	0.1904	0.1946	735
70-74	Male	Phenobarbital	0.0461	0.1921	0.1989	673
75-79	Male	Phenobarbital	0.0554	0.2144	0.2214	631
80-84	Male	Phenobarbital	0.0648	0.2213	0.2263	503
85-89	Male	Phenobarbital	0.0589	0.1922	0.1949	288
>90	Male	Phenobarbital	0.0676	0.1955	0.1984	135
