edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Female	Dimemorfan	0	4.9578	8.5611	6137
05-09	Female	Dimemorfan	0	3.2441	5.4343	9193
10-14	Female	Dimemorfan	0	1.2692	1.9103	4732
15-19	Female	Dimemorfan	0	0.7479	1.0137	3036
20-24	Female	Dimemorfan	0	0.5963	0.7744	2774
25-29	Female	Dimemorfan	0	0.5745	0.7381	3322
30-34	Female	Dimemorfan	0	0.6112	0.7784	4236
35-39	Female	Dimemorfan	0	0.6144	0.7834	4608
40-44	Female	Dimemorfan	0	0.5943	0.7332	4170
45-49	Female	Dimemorfan	0	0.6227	0.7474	3955
50-54	Female	Dimemorfan	0	0.6433	0.763	3838
55-59	Female	Dimemorfan	0	0.6984	0.7927	3775
60-64	Female	Dimemorfan	0	0.8695	0.9619	4413
65-69	Female	Dimemorfan	0	0.8755	0.9491	3998
70-74	Female	Dimemorfan	0	0.7905	0.8542	3343
75-79	Female	Dimemorfan	0	0.8482	0.912	3259
80-84	Female	Dimemorfan	0	0.79	0.8384	2668
85-89	Female	Dimemorfan	0	0.7646	0.7998	2022
>90	Female	Dimemorfan	0	0.8508	0.8943	1359
