edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Metoclopramide	0	10.2633969118983	12.4432334241599	685
05-09	Male	Metoclopramide	0	9.42634765061977	11.3000864802537	392
10-14	Male	Metoclopramide	0	6.87881710061074	8.03600128576021	250
15-19	Male	Metoclopramide	0	11.460731644922	13.7119467894602	536
20-24	Male	Metoclopramide	0	11.6689280868385	14.0208050655812	620
25-29	Male	Metoclopramide	0	8.99928005759539	10.4391648668107	435
30-34	Male	Metoclopramide	0	7.99190692969145	9.30703085483055	368
35-39	Male	Metoclopramide	0	5.91942998081666	6.93340641271581	253
40-44	Male	Metoclopramide	0	5.86286005607953	6.88248789191945	270
45-49	Male	Metoclopramide	0	4.48833034111311	5.02692998204668	224
50-54	Male	Metoclopramide	0	3.84785493144626	4.29013710747457	194
55-59	Male	Metoclopramide	0	3.749383325111	3.97138628515047	161
60-64	Male	Metoclopramide	0.0272331154684096	3.26797385620915	3.54030501089325	130
65-69	Male	Metoclopramide	0	2.89645184648805	3.14989138305576	87
70-74	Male	Metoclopramide	0	2.20010476689366	2.30487166055526	44
75-79	Male	Metoclopramide	0	2.70655270655271	2.92022792022792	41
80-84	Male	Metoclopramide	0	1.64158686730506	1.64158686730506	12
85-89	Male	Metoclopramide	0	2.73224043715847	2.73224043715847	10
>90	Male	Metoclopramide	0	2.7972027972028	2.7972027972028	4
