edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	NA	NA	0	0	0	0
05-09	Male	Clonidine	0	0.0135	0.0163	29
10-14	Male	Clonidine	0.0019	0.029	0.0343	90
15-19	Male	Clonidine	0.0025	0.0238	0.027	77
20-24	Male	Clonidine	0.0017	0.0143	0.0153	46
25-29	Male	Clonidine	0.0013	0.0073	0.0081	30
30-34	Male	Clonidine	0.0013	0.0072	0.0076	36
35-39	Male	Clonidine	0.0015	0.0068	0.0072	39
40-44	Male	Clonidine	0.0024	0.0067	0.0069	37
45-49	Male	Clonidine	0.002	0.0075	0.0077	38
50-54	Male	Clonidine	0.002	0.0088	0.009	41
55-59	Male	Clonidine	0.0016	0.0063	0.0063	27
60-64	Male	Clonidine	0.0032	0.0085	0.0087	36
65-69	Male	Clonidine	0.0021	0.0056	0.0056	21
70-74	Male	Clonidine	0.0021	0.0068	0.0071	24
75-79	Male	Clonidine	0.0032	0.0088	0.0091	26
80-84	Male	Clonidine	0.0022	0.0076	0.0076	17
85-89	Male	Clonidine	7e-04	0.0027	0.0027	4
>90	Male	Clonidine	0	0.0015	0.0015	1
