edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Ampicillin	0	0	0.0013	1
05-09	Male	Ampicillin	0	0.0039	0.0073	13
10-14	Male	Ampicillin	0	0.0023	0.0027	7
15-19	Male	Ampicillin	0.0011	0.0049	0.0102	29
20-24	Male	Ampicillin	0	0.0043	0.0073	22
25-29	Male	Ampicillin	3e-04	0.0059	0.0116	43
30-34	Male	Ampicillin	0	0.0065	0.0127	60
35-39	Male	Ampicillin	2e-04	0.0096	0.0136	74
40-44	Male	Ampicillin	0	0.0082	0.0144	77
45-49	Male	Ampicillin	2e-04	0.0126	0.0181	89
50-54	Male	Ampicillin	2e-04	0.015	0.0205	93
55-59	Male	Ampicillin	0.0012	0.0193	0.0254	108
60-64	Male	Ampicillin	0.0017	0.0299	0.0345	142
65-69	Male	Ampicillin	0.0026	0.0347	0.0381	144
70-74	Male	Ampicillin	0.0038	0.0331	0.0378	128
75-79	Male	Ampicillin	0.0035	0.0495	0.0537	153
80-84	Male	Ampicillin	0.0049	0.049	0.0526	117
85-89	Male	Ampicillin	0.0061	0.0697	0.0751	111
>90	Male	Ampicillin	0.0044	0.0823	0.0882	60
