edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Dimethyl fumarate	0	0	0	0
05-09	Male	Dimethyl fumarate	0	0	0	0
10-14	Male	Dimethyl fumarate	0	0	0	0
15-19	Male	Dimethyl fumarate	0	0	0	0
20-24	Male	Dimethyl fumarate	0	0	0.0146434324205594	1
25-29	Male	Dimethyl fumarate	0	0.012721027859051	0.025442055718102	2
30-34	Male	Dimethyl fumarate	0	0.0261506276150628	0.0392259414225941	3
35-39	Male	Dimethyl fumarate	0	0.0699790062981106	0.0839748075577327	6
40-44	Male	Dimethyl fumarate	0	0.0148235991698784	0.0296471983397569	2
45-49	Male	Dimethyl fumarate	0	0.0275520044083207	0.0826560132249621	6
50-54	Male	Dimethyl fumarate	0	0.0372531975661244	0.0496709300881659	4
55-59	Male	Dimethyl fumarate	0	0	0.0338371306113242	3
60-64	Male	Dimethyl fumarate	0	0.0243813239058881	0.0365719858588321	3
65-69	Male	Dimethyl fumarate	0	0	0	0
70-74	Male	Dimethyl fumarate	0	0	0	0
75-79	Male	Dimethyl fumarate	0	0	0	0
80-84	Male	Dimethyl fumarate	0	0	0	0
85-89	Male	Dimethyl fumarate	0	0	0	0
>90	Male	Dimethyl fumarate	0	0	0	0
