edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Phenytoin	0.0052	0.0078	0.0091	7
05-09	Male	Phenytoin	0.0034	0.0068	0.0073	13
10-14	Male	Phenytoin	0.0019	0.0038	0.0053	14
15-19	Male	Phenytoin	0.006	0.0119	0.0147	42
20-24	Male	Phenytoin	0.0133	0.025	0.0287	86
25-29	Male	Phenytoin	0.0226	0.0395	0.0473	176
30-34	Male	Phenytoin	0.0338	0.0589	0.0673	319
35-39	Male	Phenytoin	0.0454	0.0811	0.0898	487
40-44	Male	Phenytoin	0.0695	0.1174	0.1286	689
45-49	Male	Phenytoin	0.0878	0.1509	0.1645	808
50-54	Male	Phenytoin	0.1127	0.1818	0.1925	875
55-59	Male	Phenytoin	0.1251	0.2028	0.2136	910
60-64	Male	Phenytoin	0.1509	0.2189	0.2274	936
65-69	Male	Phenytoin	0.1626	0.2407	0.2492	941
70-74	Male	Phenytoin	0.1897	0.2736	0.2801	948
75-79	Male	Phenytoin	0.2471	0.3425	0.3509	1000
80-84	Male	Phenytoin	0.2848	0.3693	0.3756	835
85-89	Male	Phenytoin	0.2835	0.3749	0.3844	568
>90	Male	Phenytoin	0.3396	0.4131	0.4204	286
