edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Rifaximin	0	0.0013	0.0013	1
05-09	Male	Rifaximin	0	0.0034	0.0045	8
10-14	Male	Rifaximin	0	0.0057	0.0088	23
15-19	Male	Rifaximin	0	0.0294	0.0491	140
20-24	Male	Rifaximin	0	0.0887	0.1324	397
25-29	Male	Rifaximin	0	0.1325	0.1863	693
30-34	Male	Rifaximin	0	0.1322	0.1877	889
35-39	Male	Rifaximin	0	0.126	0.1772	961
40-44	Male	Rifaximin	0	0.1387	0.1932	1035
45-49	Male	Rifaximin	0	0.1942	0.2529	1242
50-54	Male	Rifaximin	0	0.2603	0.3191	1450
55-59	Male	Rifaximin	0	0.3329	0.3911	1666
60-64	Male	Rifaximin	0	0.4008	0.4538	1868
65-69	Male	Rifaximin	0	0.5121	0.564	2130
70-74	Male	Rifaximin	0	0.6069	0.6563	2221
75-79	Male	Rifaximin	0	0.5857	0.6222	1773
80-84	Male	Rifaximin	0	0.5902	0.6275	1395
85-89	Male	Rifaximin	0	0.5522	0.586	866
>90	Male	Rifaximin	0	0.4645	0.4939	336
