edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Female	Elotuzumab	0	0	0	0
05-09	Female	Elotuzumab	0	0	0	0
10-14	Female	Elotuzumab	0	0	0	0
15-19	Female	Elotuzumab	0	0	0	0
20-24	Female	Elotuzumab	0	0	0	0
25-29	Female	Elotuzumab	0	0	0	0
30-34	Female	Elotuzumab	0	0	0	0
35-39	Female	Elotuzumab	0	0	0	0
40-44	Female	Elotuzumab	0	0	0	0
45-49	Female	Elotuzumab	0	0	0	0
50-54	Female	Elotuzumab	0	0	0	0
55-59	Female	Elotuzumab	0	0	0	0
60-64	Female	Elotuzumab	0	0	0	0
65-69	Female	Elotuzumab	0	0.0112007168458781	0.0112007168458781	1
70-74	Female	Elotuzumab	0	0	0	0
75-79	Female	Elotuzumab	0	0	0	0
80-84	Female	Elotuzumab	0	0	0	0
85-89	Female	Elotuzumab	0	0	0	0
>90	Female	Elotuzumab	0	0	0	0
