edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Testosterone	0	0.0065	0.0104	8
05-09	Male	Testosterone	0	0.0017	0.0045	8
10-14	Male	Testosterone	0	0.0393	0.0816	214
15-19	Male	Testosterone	0	0.0799	0.1357	387
20-24	Male	Testosterone	7e-04	0.0854	0.1311	393
25-29	Male	Testosterone	8e-04	0.0976	0.1527	568
30-34	Male	Testosterone	6e-04	0.113	0.1697	804
35-39	Male	Testosterone	9e-04	0.1337	0.1924	1043
40-44	Male	Testosterone	0.0019	0.1615	0.2225	1192
45-49	Male	Testosterone	0.0029	0.2276	0.3068	1507
50-54	Male	Testosterone	0.0033	0.334	0.4225	1920
55-59	Male	Testosterone	0.0056	0.4188	0.5116	2179
60-64	Male	Testosterone	0.0131	0.4611	0.5403	2224
65-69	Male	Testosterone	0.0159	0.4544	0.4986	1883
70-74	Male	Testosterone	0.0151	0.333	0.3584	1213
75-79	Male	Testosterone	0.0105	0.2074	0.2235	637
80-84	Male	Testosterone	0.0108	0.1098	0.1174	261
85-89	Male	Testosterone	0.0074	0.0697	0.0751	111
>90	Male	Testosterone	0.0044	0.0353	0.0397	27
