edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Ketazolam	0.0026	0.0091	0.0104	8
05-09	Male	Ketazolam	6e-04	0.0056	0.0062	11
10-14	Male	Ketazolam	0	0.0076	0.0099	26
15-19	Male	Ketazolam	0.0014	0.0368	0.0442	126
20-24	Male	Ketazolam	0.01	0.0867	0.1098	329
25-29	Male	Ketazolam	0.0188	0.1191	0.1581	588
30-34	Male	Ketazolam	0.0266	0.164	0.1989	942
35-39	Male	Ketazolam	0.0317	0.1863	0.2222	1205
40-44	Male	Ketazolam	0.0429	0.2192	0.2547	1364
45-49	Male	Ketazolam	0.0546	0.2307	0.2653	1303
50-54	Male	Ketazolam	0.0755	0.2625	0.2922	1328
55-59	Male	Ketazolam	0.0925	0.2817	0.3097	1319
60-64	Male	Ketazolam	0.1132	0.291	0.31	1276
65-69	Male	Ketazolam	0.1102	0.273	0.2902	1096
70-74	Male	Ketazolam	0.1138	0.2497	0.26	880
75-79	Male	Ketazolam	0.1088	0.2425	0.252	718
80-84	Male	Ketazolam	0.1012	0.2128	0.22	489
85-89	Male	Ketazolam	0.0616	0.1428	0.1468	217
>90	Male	Ketazolam	0.0559	0.1073	0.1102	75
