edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Female	Aminocaproic acid	0	0.129041021461559	0.149415919587069	22
05-09	Female	Aminocaproic acid	0	0.0555864369093941	0.0778210116731518	7
10-14	Female	Aminocaproic acid	0	0.110415899889584	0.110415899889584	9
15-19	Female	Aminocaproic acid	0	0	0	0
20-24	Female	Aminocaproic acid	0	0.0225648740127868	0.0225648740127868	3
25-29	Female	Aminocaproic acid	0	0.0454279966253488	0.0454279966253488	7
30-34	Female	Aminocaproic acid	0	0.0736214385629095	0.0736214385629095	10
35-39	Female	Aminocaproic acid	0	0.0680214267494261	0.0680214267494261	8
40-44	Female	Aminocaproic acid	0	0.0613622417672326	0.0613622417672326	6
45-49	Female	Aminocaproic acid	0	0.0877535101404056	0.0877535101404056	9
50-54	Female	Aminocaproic acid	0	0.110813556191707	0.110813556191707	12
55-59	Female	Aminocaproic acid	0	0.096221133659902	0.096221133659902	11
60-64	Female	Aminocaproic acid	0	0.222098833981122	0.222098833981122	24
65-69	Female	Aminocaproic acid	0	0.257616487455197	0.257616487455197	23
70-74	Female	Aminocaproic acid	0	0.237717908082409	0.237717908082409	15
75-79	Female	Aminocaproic acid	0	0.242397531952402	0.242397531952402	11
80-84	Female	Aminocaproic acid	0	0.0603682463024449	0.0603682463024449	2
85-89	Female	Aminocaproic acid	0	0	0	0
>90	Female	Aminocaproic acid	0	0	0	0
