edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Olanzapine	0	0.0026	0.0052	4
05-09	Male	Olanzapine	0	0.0197	0.027	48
10-14	Male	Olanzapine	0	0.0915	0.1086	285
15-19	Male	Olanzapine	0.0077	0.3404	0.4239	1209
20-24	Male	Olanzapine	0.0107	0.5728	0.7216	2163
25-29	Male	Olanzapine	0.0132	0.7427	0.886	3296
30-34	Male	Olanzapine	0.0156	0.8549	0.9862	4671
35-39	Male	Olanzapine	0.0168	0.9365	1.0551	5721
40-44	Male	Olanzapine	0.0181	0.9613	1.062	5688
45-49	Male	Olanzapine	0.0193	0.9394	1.0227	5023
50-54	Male	Olanzapine	0.0156	0.878	0.9427	4284
55-59	Male	Olanzapine	0.0131	0.7351	0.782	3331
60-64	Male	Olanzapine	0.0131	0.5905	0.6241	2569
65-69	Male	Olanzapine	0.0183	0.4991	0.5227	1974
70-74	Male	Olanzapine	0.0254	0.4335	0.4471	1513
75-79	Male	Olanzapine	0.0358	0.4366	0.4541	1294
80-84	Male	Olanzapine	0.0549	0.4561	0.471	1047
85-89	Male	Olanzapine	0.0589	0.4642	0.4798	709
>90	Male	Olanzapine	0.0529	0.5601	0.5762	392
