edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Naproxen	0	0.0337	0.0428	33
05-09	Male	Naproxen	0.0017	0.0557	0.0816	145
10-14	Male	Naproxen	0.0038	0.2885	0.5823	1528
15-19	Male	Naproxen	0.0056	2.7248	5.9659	17017
20-24	Male	Naproxen	0.0093	3.9938	7.7163	23131
25-29	Male	Naproxen	0.0159	4.493	7.9922	29733
30-34	Male	Naproxen	0.0262	5.2798	8.8462	41900
35-39	Male	Naproxen	0.0409	6.5344	10.4828	56840
40-44	Male	Naproxen	0.053	7.3874	11.4786	61481
45-49	Male	Naproxen	0.0747	7.9281	11.6767	57349
50-54	Male	Naproxen	0.1043	8.2565	11.3884	51754
55-59	Male	Naproxen	0.1261	8.1873	10.6015	45156
60-64	Male	Naproxen	0.1482	8.0906	9.8301	40466
65-69	Male	Naproxen	0.1843	7.9887	9.1252	34461
70-74	Male	Naproxen	0.2098	7.1628	7.9674	26964
75-79	Male	Naproxen	0.2309	6.1202	6.7023	19099
80-84	Male	Naproxen	0.2407	5.2164	5.6514	12563
85-89	Male	Naproxen	0.2071	3.9315	4.236	6260
>90	Male	Naproxen	0.1573	3.0384	3.2324	2199
