edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	NA	NA	0	0	0	0
05-09	NA	NA	0	0	0	0
10-14	NA	NA	0	0	0	0
15-19	NA	NA	0	0	0	0
20-24	NA	NA	0	0	0	0
25-29	NA	NA	0	0	0	0
30-34	NA	NA	0	0	0	0
35-39	NA	NA	0	0	0	0
40-44	Male	Roxatidine acetate	0	2e-04	2e-04	1
45-49	Male	Roxatidine acetate	0	2e-04	2e-04	1
50-54	Male	Roxatidine acetate	0	9e-04	9e-04	4
55-59	Male	Roxatidine acetate	0	5e-04	5e-04	2
60-64	NA	NA	0	0	0	0
65-69	Male	Roxatidine acetate	0	8e-04	8e-04	3
70-74	Male	Roxatidine acetate	0	0.0012	0.0012	4
75-79	NA	NA	0	0	0	0
80-84	Male	Roxatidine acetate	0	4e-04	4e-04	1
85-89	Male	Roxatidine acetate	0	7e-04	7e-04	1
>90	NA	NA	0	0	0	0
