edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	NA	NA	0	0	0	0
05-09	Male	Levodopa	0	0.0023	0.0028	5
10-14	Male	Levodopa	0	0.0034	0.0046	12
15-19	Male	Levodopa	0	0.0025	0.0035	10
20-24	Male	Levodopa	3e-04	0.0033	0.0043	13
25-29	Male	Levodopa	3e-04	0.0054	0.0059	22
30-34	Male	Levodopa	2e-04	0.0078	0.0089	42
35-39	Male	Levodopa	0	0.0116	0.0138	75
40-44	Male	Levodopa	4e-04	0.0241	0.0269	144
45-49	Male	Levodopa	2e-04	0.0468	0.0493	242
50-54	Male	Levodopa	7e-04	0.0926	0.0979	445
55-59	Male	Levodopa	0.0028	0.1768	0.1824	777
60-64	Male	Levodopa	0.0053	0.3209	0.335	1379
65-69	Male	Levodopa	0.0106	0.6247	0.6424	2426
70-74	Male	Levodopa	0.0186	1.2266	1.2623	4272
75-79	Male	Levodopa	0.0344	2.2817	2.3442	6680
80-84	Male	Levodopa	0.0697	3.4535	3.5381	7865
85-89	Male	Levodopa	0.0839	3.9308	4.0148	5933
>90	Male	Levodopa	0.0706	3.55	3.6205	2463
