edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Budesonide	0.0039	10.4414	12.5292	9668
05-09	Male	Budesonide	0.0039	9.0555	11.4506	20347
10-14	Male	Budesonide	0.0015	9.1274	11.4388	30015
15-19	Male	Budesonide	0.0088	8.575	10.5435	30074
20-24	Male	Budesonide	0.0123	7.2343	8.9316	26774
25-29	Male	Budesonide	0.0113	6.9501	8.4707	31513
30-34	Male	Budesonide	0.0188	7.4557	8.9648	42462
35-39	Male	Budesonide	0.0227	8.1243	9.672	52444
40-44	Male	Budesonide	0.0187	7.9169	9.3386	50019
45-49	Male	Budesonide	0.0193	7.5146	8.747	42960
50-54	Male	Budesonide	0.0207	7.2726	8.306	37746
55-59	Male	Budesonide	0.0164	7.5093	8.3986	35773
60-64	Male	Budesonide	0.0199	8.4878	9.2398	38036
65-69	Male	Budesonide	0.0207	9.7923	10.4574	39492
70-74	Male	Budesonide	0.0216	10.1008	10.6268	35964
75-79	Male	Budesonide	0.0211	10.5159	10.9672	31252
80-84	Male	Budesonide	0.0184	11.0127	11.3816	25301
85-89	Male	Budesonide	0.0162	10.7254	11.036	16309
>90	Male	Budesonide	0.0162	11.6171	11.8376	8053
