edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Interferon beta-1b	0	0	0	0
05-09	Male	Interferon beta-1b	0	0	0	0
10-14	Male	Interferon beta-1b	0	0	0	0
15-19	Male	Interferon beta-1b	0	0	0	0
20-24	Male	Interferon beta-1b	0	0	0	0
25-29	Male	Interferon beta-1b	0	0	0	0
30-34	Male	Interferon beta-1b	0	0	0	0
35-39	Male	Interferon beta-1b	0	0	0	0
40-44	Male	Interferon beta-1b	0	0	0	0
45-49	Male	Interferon beta-1b	0	0	0	0
50-54	Male	Interferon beta-1b	0	0	0	0
55-59	Male	Interferon beta-1b	0	0.0112790435371081	0.0225580870742161	2
60-64	Male	Interferon beta-1b	0	0.0243813239058881	0.0243813239058881	2
65-69	Male	Interferon beta-1b	0	0	0	0
70-74	Male	Interferon beta-1b	0	0.0427350427350427	0.0427350427350427	2
75-79	Male	Interferon beta-1b	0	0	0	0
80-84	Male	Interferon beta-1b	0	0	0	0
85-89	Male	Interferon beta-1b	0	0	0	0
>90	Male	Interferon beta-1b	0	0	0	0
