edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Female	Iohexol	0	0	0	0
05-09	Female	Iohexol	0	0.0889382990550306	0.0889382990550306	8
10-14	Female	Iohexol	0	0.159489633173844	0.159489633173844	13
15-19	Female	Iohexol	0	0.0864885642898328	0.0864885642898328	9
20-24	Female	Iohexol	0	0.120345994734863	0.120345994734863	16
25-29	Female	Iohexol	0	0.0778765656434551	0.0778765656434551	12
30-34	Female	Iohexol	0	0.0957078701317824	0.0957078701317824	13
35-39	Female	Iohexol	0	0.127540175155174	0.127540175155174	15
40-44	Female	Iohexol	0	0.194313765596236	0.194313765596236	19
45-49	Female	Iohexol	0	0.234009360374415	0.234009360374415	24
50-54	Female	Iohexol	0	0.129282482223659	0.129282482223659	14
55-59	Female	Iohexol	0.00874737578726382	0.104968509447166	0.104968509447166	12
60-64	Female	Iohexol	0	0.0832870627429206	0.0832870627429206	9
65-69	Female	Iohexol	0	0.190412186379928	0.190412186379928	17
70-74	Female	Iohexol	0	0.158478605388273	0.158478605388273	10
75-79	Female	Iohexol	0	0.132216835610401	0.154252974878801	7
80-84	Female	Iohexol	0	0.211288862058557	0.211288862058557	7
85-89	Female	Iohexol	0	0.221238938053097	0.221238938053097	5
>90	Female	Iohexol	0	0.471698113207547	0.471698113207547	7
