edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Milrinone	0	0.167694795472241	0.167694795472241	28
05-09	Male	Milrinone	0	0.020106564793405	0.020106564793405	2
10-14	Male	Milrinone	0	0.0350836159513507	0.0350836159513507	3
15-19	Male	Milrinone	0	0.013933398355859	0.013933398355859	1
20-24	Male	Milrinone	0	0.0292868648411188	0.0292868648411188	2
25-29	Male	Milrinone	0	0	0	0
30-34	Male	Milrinone	0	0.0392259414225941	0.0392259414225941	3
35-39	Male	Milrinone	0	0.0279916025192442	0.0279916025192442	2
40-44	Male	Milrinone	0	0	0	0
45-49	Male	Milrinone	0	0.0413280066124811	0.0413280066124811	3
50-54	Male	Milrinone	0	0.0745063951322489	0.0745063951322489	6
55-59	Male	Milrinone	0	0.169185653056621	0.169185653056621	15
60-64	Male	Milrinone	0	0.0609533097647202	0.0609533097647202	5
65-69	Male	Milrinone	0	0.0300571085061617	0.0300571085061617	2
70-74	Male	Milrinone	0	0.0427350427350427	0.0427350427350427	2
75-79	Male	Milrinone	0	0.0626370184779205	0.0626370184779205	2
80-84	Male	Milrinone	0	0.0495294700346706	0.0495294700346706	1
85-89	Male	Milrinone	0	0	0	0
>90	Male	Milrinone	0	0	0	0
