edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	NA	NA	0	0	0	0
05-09	NA	NA	0	0	0	0
10-14	NA	NA	0	0	0	0
15-19	Female	Gestodene	0	0.01	0.01	30
20-24	Female	Gestodene	0	0.0067	0.0067	24
25-29	Female	Gestodene	0	0.0047	0.0047	21
30-34	Female	Gestodene	0	0.0033	0.0033	18
35-39	Female	Gestodene	0	0.0024	0.0024	14
40-44	Female	Gestodene	0	0.0011	0.0011	6
45-49	NA	NA	0	0	0	0
50-54	Female	Gestodene	0	2e-04	2e-04	1
55-59	NA	NA	0	0	0	0
60-64	NA	NA	0	0	0	0
65-69	NA	NA	0	0	0	0
70-74	NA	NA	0	0	0	0
75-79	NA	NA	0	0	0	0
80-84	NA	NA	0	0	0	0
85-89	NA	NA	0	0	0	0
>90	NA	NA	0	0	0	0
