edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	NA	NA	0	0	0	0
05-09	NA	NA	0	0	0	0
10-14	Female	Ezogabine	0	4e-04	4e-04	1
15-19	Female	Ezogabine	0	0.001	0.001	3
20-24	Female	Ezogabine	0	0.0011	0.0011	4
25-29	Female	Ezogabine	0	0.002	0.002	9
30-34	Female	Ezogabine	0	0.0015	0.0015	8
35-39	Female	Ezogabine	0	0.0031	0.0032	19
40-44	Female	Ezogabine	0	0.0023	0.0023	13
45-49	Female	Ezogabine	0	0.0026	0.0028	15
50-54	Female	Ezogabine	0	0.0024	0.0026	13
55-59	Female	Ezogabine	0	0.0015	0.0017	8
60-64	Female	Ezogabine	0	0.0013	0.0013	6
65-69	Female	Ezogabine	0	0.0014	0.0014	6
70-74	Female	Ezogabine	0	8e-04	8e-04	3
75-79	Female	Ezogabine	0	8e-04	8e-04	3
80-84	Female	Ezogabine	0	0.0013	0.0013	4
85-89	NA	NA	0	0	0	0
>90	NA	NA	0	0	0	0
