edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Male	Fingolimod	0	0	0	0
05-09	Male	Fingolimod	0	0	0	0
10-14	Male	Fingolimod	0	0	0	0
15-19	Male	Fingolimod	0	0	0	0
20-24	Male	Fingolimod	0	0.0146434324205594	0.0146434324205594	1
25-29	Male	Fingolimod	0	0	0.012721027859051	1
30-34	Male	Fingolimod	0	0.0130753138075314	0.0130753138075314	1
35-39	Male	Fingolimod	0	0	0.0139958012596221	1
40-44	Male	Fingolimod	0	0.0444707975096353	0.0592943966795138	4
45-49	Male	Fingolimod	0	0	0.0137760022041604	1
50-54	Male	Fingolimod	0	0.024835465044083	0.024835465044083	2
55-59	Male	Fingolimod	0	0	0	0
60-64	Male	Fingolimod	0	0.012190661952944	0.012190661952944	1
65-69	Male	Fingolimod	0	0	0	0
70-74	Male	Fingolimod	0	0	0	0
75-79	Male	Fingolimod	0	0	0	0
80-84	Male	Fingolimod	0	0	0	0
85-89	Male	Fingolimod	0	0	0	0
>90	Male	Fingolimod	0	0	0	0
