edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	Female	Fentanyl	0	0.0028	0.0028	2
05-09	Female	Fentanyl	0	0.003	0.0035	6
10-14	Female	Fentanyl	0	0.004	0.004	10
15-19	Female	Fentanyl	3e-04	0.008	0.0087	26
20-24	Female	Fentanyl	0	0.012	0.0137	49
25-29	Female	Fentanyl	0.0016	0.0318	0.0369	166
30-34	Female	Fentanyl	0.002	0.0735	0.0768	418
35-39	Female	Fentanyl	0.0037	0.1362	0.1488	875
40-44	Female	Fentanyl	0.0065	0.2787	0.2978	1694
45-49	Female	Fentanyl	0.0108	0.4481	0.4704	2489
50-54	Female	Fentanyl	0.0155	0.6896	0.7186	3615
55-59	Female	Fentanyl	0.0202	0.9103	0.951	4529
60-64	Female	Fentanyl	0.0235	1.1119	1.1454	5255
65-69	Female	Fentanyl	0.0356	1.5684	1.6069	6769
70-74	Female	Fentanyl	0.0577	2.3951	2.446	9573
75-79	Female	Fentanyl	0.0812	3.6323	3.7073	13248
80-84	Female	Fentanyl	0.1248	5.2609	5.3602	17058
85-89	Female	Fentanyl	0.1638	6.2014	6.324	15988
>90	Female	Fentanyl	0.2422	7.3786	7.5477	11470
