edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	NA	NA	0	0	0	0
05-09	NA	NA	0	0	0	0
10-14	NA	NA	0	0	0	0
15-19	Male	Empagliflozin	0	7e-04	7e-04	2
20-24	Male	Empagliflozin	0	7e-04	7e-04	2
25-29	Male	Empagliflozin	0	0.0016	0.0019	7
30-34	Male	Empagliflozin	0	0.0049	0.0053	25
35-39	Male	Empagliflozin	0	0.0094	0.0096	52
40-44	Male	Empagliflozin	0	0.0274	0.0286	153
45-49	Male	Empagliflozin	0	0.0658	0.0674	331
50-54	Male	Empagliflozin	0	0.1292	0.1353	615
55-59	Male	Empagliflozin	0	0.223	0.2284	973
60-64	Male	Empagliflozin	0	0.2752	0.283	1165
65-69	Male	Empagliflozin	0	0.313	0.3231	1220
70-74	Male	Empagliflozin	0	0.2648	0.2718	920
75-79	Male	Empagliflozin	0	0.1863	0.1941	553
80-84	Male	Empagliflozin	0	0.0967	0.099	220
85-89	Male	Empagliflozin	0	0.0575	0.0595	88
>90	Male	Empagliflozin	0	0.0176	0.0191	13
