edades	gender	name_drug	pat_inter	pat_coad	patient	pat_tot
00-04	NA	NA	0	0	0	0
05-09	NA	NA	0	0	0	0
10-14	NA	NA	0	0	0	0
15-19	Female	Danazol	0	3e-04	3e-04	1
20-24	Female	Danazol	0	0.0011	0.0022	8
25-29	Female	Danazol	0	0.0024	0.0047	21
30-34	Female	Danazol	0	0.0044	0.0096	52
35-39	Female	Danazol	0	0.0051	0.0095	56
40-44	Female	Danazol	4e-04	0.0074	0.0118	67
45-49	Female	Danazol	2e-04	0.0076	0.0104	55
50-54	Female	Danazol	2e-04	0.0064	0.0085	43
55-59	Female	Danazol	2e-04	0.004	0.0063	30
60-64	Female	Danazol	4e-04	0.0033	0.0039	18
65-69	Female	Danazol	5e-04	0.0043	0.005	21
70-74	Female	Danazol	3e-04	0.0084	0.0087	34
75-79	Female	Danazol	0.0017	0.0109	0.0109	39
80-84	Female	Danazol	0.0016	0.0094	0.0104	33
85-89	Female	Danazol	0.0016	0.0127	0.0138	35
>90	Female	Danazol	0.0033	0.0158	0.0171	26
