age_group	gender	name_i	name_j	patient
00-04	Female	Acetylsalicylic acid	Insulin glulisine	0
05-09	Female	Acetylsalicylic acid	Insulin glulisine	0
10-14	Female	Acetylsalicylic acid	Insulin glulisine	0.000122684333210649
15-19	Female	Acetylsalicylic acid	Insulin glulisine	9.60984047664809e-05
20-24	Female	Acetylsalicylic acid	Insulin glulisine	0
25-29	Female	Acetylsalicylic acid	Insulin glulisine	6.48971380362126e-05
30-34	Female	Acetylsalicylic acid	Insulin glulisine	7.36214385629095e-05
35-39	Female	Acetylsalicylic acid	Insulin glulisine	0.000425133917183913
40-44	Female	Acetylsalicylic acid	Insulin glulisine	0.000306811208836163
45-49	Female	Acetylsalicylic acid	Insulin glulisine	0.000292511700468019
50-54	Female	Acetylsalicylic acid	Insulin glulisine	0.000554067780958537
55-59	Female	Acetylsalicylic acid	Insulin glulisine	0.000524842547235829
60-64	Female	Acetylsalicylic acid	Insulin glulisine	0.000647788265778271
65-69	Female	Acetylsalicylic acid	Insulin glulisine	0.000336021505376344
70-74	Female	Acetylsalicylic acid	Insulin glulisine	0
75-79	Female	Acetylsalicylic acid	Insulin glulisine	0
80-84	Female	Acetylsalicylic acid	Insulin glulisine	0
85-89	Female	Acetylsalicylic acid	Insulin glulisine	0
>90	Female	Acetylsalicylic acid	Insulin glulisine	0
