age_group	gender	name_i	name_j	patient
00-04	Female	Doxycycline	Digoxin	0
05-09	Female	Doxycycline	Digoxin	0
10-14	Female	Doxycycline	Digoxin	0
15-19	Female	Doxycycline	Digoxin	0
20-24	Female	Doxycycline	Digoxin	0
25-29	Female	Doxycycline	Digoxin	0
30-34	Female	Doxycycline	Digoxin	0
35-39	Female	Doxycycline	Digoxin	0
40-44	Female	Doxycycline	Digoxin	1.75817065859315e-06
45-49	Female	Doxycycline	Digoxin	3.77944661342686e-06
50-54	Female	Doxycycline	Digoxin	1.98790163067571e-06
55-59	Female	Doxycycline	Digoxin	4.19976607302973e-06
60-64	Female	Doxycycline	Digoxin	2.1797129753954e-06
65-69	Female	Doxycycline	Digoxin	1.42433234421365e-05
70-74	Female	Doxycycline	Digoxin	1.53304478023803e-05
75-79	Female	Doxycycline	Digoxin	1.6790355619732e-05
80-84	Female	Doxycycline	Digoxin	5.02774687808342e-05
85-89	Female	Doxycycline	Digoxin	6.72433775161879e-05
>90	Female	Doxycycline	Digoxin	9.2125870260453e-05
