age_group	gender	name_i	name_j	patient
00-04	Female	Acitretin	Norethisterone	0
05-09	Female	Acitretin	Norethisterone	0
10-14	Female	Acitretin	Norethisterone	0
15-19	Female	Acitretin	Norethisterone	0
20-24	Female	Acitretin	Norethisterone	0
25-29	Female	Acitretin	Norethisterone	2.22172850477672e-06
30-34	Female	Acitretin	Norethisterone	0
35-39	Female	Acitretin	Norethisterone	0
40-44	Female	Acitretin	Norethisterone	0
45-49	Female	Acitretin	Norethisterone	0
50-54	Female	Acitretin	Norethisterone	1.98790163067571e-06
55-59	Female	Acitretin	Norethisterone	0
60-64	Female	Acitretin	Norethisterone	0
65-69	Female	Acitretin	Norethisterone	0
70-74	Female	Acitretin	Norethisterone	0
75-79	Female	Acitretin	Norethisterone	0
80-84	Female	Acitretin	Norethisterone	0
85-89	Female	Acitretin	Norethisterone	0
>90	Female	Acitretin	Norethisterone	0
