age_group	gender	name_i	name_j	patient
00-04	Female	Phenytoin	Sirolimus	0
05-09	Female	Phenytoin	Sirolimus	0
10-14	Female	Phenytoin	Sirolimus	0
15-19	Female	Phenytoin	Sirolimus	0
20-24	Female	Phenytoin	Sirolimus	0
25-29	Female	Phenytoin	Sirolimus	0
30-34	Female	Phenytoin	Sirolimus	0
35-39	Female	Phenytoin	Sirolimus	0
40-44	Female	Phenytoin	Sirolimus	1.75817065859315e-06
45-49	Female	Phenytoin	Sirolimus	0
50-54	Female	Phenytoin	Sirolimus	0
55-59	Female	Phenytoin	Sirolimus	0
60-64	Female	Phenytoin	Sirolimus	0
65-69	Female	Phenytoin	Sirolimus	0
70-74	Female	Phenytoin	Sirolimus	0
75-79	Female	Phenytoin	Sirolimus	2.79839260328867e-06
80-84	Female	Phenytoin	Sirolimus	0
85-89	Female	Phenytoin	Sirolimus	0
>90	Female	Phenytoin	Sirolimus	0
