age_group	gender	name_i	name_j	patient
00-04	Male	Testosterone	Docetaxel	0
05-09	Male	Testosterone	Docetaxel	0
10-14	Male	Testosterone	Docetaxel	0
15-19	Male	Testosterone	Docetaxel	0
20-24	Male	Testosterone	Docetaxel	0
25-29	Male	Testosterone	Docetaxel	0
30-34	Male	Testosterone	Docetaxel	0
35-39	Male	Testosterone	Docetaxel	0
40-44	Male	Testosterone	Docetaxel	0
45-49	Male	Testosterone	Docetaxel	0
50-54	Male	Testosterone	Docetaxel	0
55-59	Male	Testosterone	Docetaxel	0
60-64	Male	Testosterone	Docetaxel	0
65-69	Male	Testosterone	Docetaxel	0
70-74	Male	Testosterone	Docetaxel	0.000213675213675214
75-79	Male	Testosterone	Docetaxel	0
80-84	Male	Testosterone	Docetaxel	0
85-89	Male	Testosterone	Docetaxel	0
>90	Male	Testosterone	Docetaxel	0
