age_group	gender	name_i	name_j	patient
00-04	Male	Cyproheptadine	Fluoxetine	0
05-09	Male	Cyproheptadine	Fluoxetine	0
10-14	Male	Cyproheptadine	Fluoxetine	0
15-19	Male	Cyproheptadine	Fluoxetine	0.00027866796711718
20-24	Male	Cyproheptadine	Fluoxetine	0
25-29	Male	Cyproheptadine	Fluoxetine	0
30-34	Male	Cyproheptadine	Fluoxetine	0
35-39	Male	Cyproheptadine	Fluoxetine	0
40-44	Male	Cyproheptadine	Fluoxetine	0
45-49	Male	Cyproheptadine	Fluoxetine	0
50-54	Male	Cyproheptadine	Fluoxetine	0.000124177325220415
55-59	Male	Cyproheptadine	Fluoxetine	0
60-64	Male	Cyproheptadine	Fluoxetine	0
65-69	Male	Cyproheptadine	Fluoxetine	0
70-74	Male	Cyproheptadine	Fluoxetine	0
75-79	Male	Cyproheptadine	Fluoxetine	0
80-84	Male	Cyproheptadine	Fluoxetine	0
85-89	Male	Cyproheptadine	Fluoxetine	0
>90	Male	Cyproheptadine	Fluoxetine	0
