age_group	gender	name_i	name_j	patient
00-04	Male	Erythromycin	Methylergometrine	0
05-09	Male	Erythromycin	Methylergometrine	0
10-14	Male	Erythromycin	Methylergometrine	0
15-19	Male	Erythromycin	Methylergometrine	0
20-24	Male	Erythromycin	Methylergometrine	0
25-29	Male	Erythromycin	Methylergometrine	0
30-34	Male	Erythromycin	Methylergometrine	0
35-39	Male	Erythromycin	Methylergometrine	0
40-44	Male	Erythromycin	Methylergometrine	0
45-49	Male	Erythromycin	Methylergometrine	2.03608347127799e-06
50-54	Male	Erythromycin	Methylergometrine	2.2004911496246e-06
55-59	Male	Erythromycin	Methylergometrine	0
60-64	Male	Erythromycin	Methylergometrine	4.85847269052501e-06
65-69	Male	Erythromycin	Methylergometrine	0
70-74	Male	Erythromycin	Methylergometrine	0
75-79	Male	Erythromycin	Methylergometrine	0
80-84	Male	Erythromycin	Methylergometrine	0
85-89	Male	Erythromycin	Methylergometrine	0
>90	Male	Erythromycin	Methylergometrine	0
