age_group	gender	name_i	name_j	patient
00-04	Female	Nateglinide	Glucosamine	0
05-09	Female	Nateglinide	Glucosamine	0
10-14	Female	Nateglinide	Glucosamine	0
15-19	Female	Nateglinide	Glucosamine	0
20-24	Female	Nateglinide	Glucosamine	0
25-29	Female	Nateglinide	Glucosamine	0
30-34	Female	Nateglinide	Glucosamine	0
35-39	Female	Nateglinide	Glucosamine	0
40-44	Female	Nateglinide	Glucosamine	0
45-49	Female	Nateglinide	Glucosamine	0
50-54	Female	Nateglinide	Glucosamine	0
55-59	Female	Nateglinide	Glucosamine	0
60-64	Female	Nateglinide	Glucosamine	0
65-69	Female	Nateglinide	Glucosamine	2.37388724035608e-06
70-74	Female	Nateglinide	Glucosamine	0
75-79	Female	Nateglinide	Glucosamine	2.79839260328867e-06
80-84	Female	Nateglinide	Glucosamine	0
85-89	Female	Nateglinide	Glucosamine	0
>90	Female	Nateglinide	Glucosamine	0
