age_group	gender	name_i	name_j	patient
00-04	Female	Hydroxyzine	Rivastigmine	0
05-09	Female	Hydroxyzine	Rivastigmine	0
10-14	Female	Hydroxyzine	Rivastigmine	0
15-19	Female	Hydroxyzine	Rivastigmine	0
20-24	Female	Hydroxyzine	Rivastigmine	0
25-29	Female	Hydroxyzine	Rivastigmine	0
30-34	Female	Hydroxyzine	Rivastigmine	0
35-39	Female	Hydroxyzine	Rivastigmine	0
40-44	Female	Hydroxyzine	Rivastigmine	0
45-49	Female	Hydroxyzine	Rivastigmine	0
50-54	Female	Hydroxyzine	Rivastigmine	0
55-59	Female	Hydroxyzine	Rivastigmine	0
60-64	Female	Hydroxyzine	Rivastigmine	0
65-69	Female	Hydroxyzine	Rivastigmine	1.42433234421365e-05
70-74	Female	Hydroxyzine	Rivastigmine	3.57710448722207e-05
75-79	Female	Hydroxyzine	Rivastigmine	6.43630298756394e-05
80-84	Female	Hydroxyzine	Rivastigmine	0.000141405380946096
85-89	Female	Hydroxyzine	Rivastigmine	0.000257107031679542
>90	Female	Hydroxyzine	Rivastigmine	0.000223734256346814
