age_group	gender	name_i	name_j	patient
00-04	Male	Pyridostigmine	Dexamethasone	0
05-09	Male	Pyridostigmine	Dexamethasone	0
10-14	Male	Pyridostigmine	Dexamethasone	0
15-19	Male	Pyridostigmine	Dexamethasone	0.00013933398355859
20-24	Male	Pyridostigmine	Dexamethasone	0.000146434324205594
25-29	Male	Pyridostigmine	Dexamethasone	0
30-34	Male	Pyridostigmine	Dexamethasone	0
35-39	Male	Pyridostigmine	Dexamethasone	0
40-44	Male	Pyridostigmine	Dexamethasone	0
45-49	Male	Pyridostigmine	Dexamethasone	0
50-54	Male	Pyridostigmine	Dexamethasone	0
55-59	Male	Pyridostigmine	Dexamethasone	0
60-64	Male	Pyridostigmine	Dexamethasone	0.00012190661952944
65-69	Male	Pyridostigmine	Dexamethasone	0
70-74	Male	Pyridostigmine	Dexamethasone	0
75-79	Male	Pyridostigmine	Dexamethasone	0.000313185092389602
80-84	Male	Pyridostigmine	Dexamethasone	0
85-89	Male	Pyridostigmine	Dexamethasone	0
>90	Male	Pyridostigmine	Dexamethasone	0
