age_group	gender	name_i	name_j	patient
00-04	Male	Dextropropoxyphene	Warfarin	0
05-09	Male	Dextropropoxyphene	Warfarin	0
10-14	Male	Dextropropoxyphene	Warfarin	0
15-19	Male	Dextropropoxyphene	Warfarin	0
20-24	Male	Dextropropoxyphene	Warfarin	0
25-29	Male	Dextropropoxyphene	Warfarin	0
30-34	Male	Dextropropoxyphene	Warfarin	0
35-39	Male	Dextropropoxyphene	Warfarin	1.84425964962755e-06
40-44	Male	Dextropropoxyphene	Warfarin	0
45-49	Male	Dextropropoxyphene	Warfarin	0
50-54	Male	Dextropropoxyphene	Warfarin	0
55-59	Male	Dextropropoxyphene	Warfarin	0
60-64	Male	Dextropropoxyphene	Warfarin	0
65-69	Male	Dextropropoxyphene	Warfarin	0
70-74	Male	Dextropropoxyphene	Warfarin	0
75-79	Male	Dextropropoxyphene	Warfarin	0
80-84	Male	Dextropropoxyphene	Warfarin	0
85-89	Male	Dextropropoxyphene	Warfarin	0
>90	Male	Dextropropoxyphene	Warfarin	0
