age_group	gender	name_i	name_j	patient
00-04	Male	Carvedilol	Fenoterol	0
05-09	Male	Carvedilol	Fenoterol	0
10-14	Male	Carvedilol	Fenoterol	0
15-19	Male	Carvedilol	Fenoterol	0
20-24	Male	Carvedilol	Fenoterol	0
25-29	Male	Carvedilol	Fenoterol	0
30-34	Male	Carvedilol	Fenoterol	0
35-39	Male	Carvedilol	Fenoterol	0
40-44	Male	Carvedilol	Fenoterol	0
45-49	Male	Carvedilol	Fenoterol	0
50-54	Male	Carvedilol	Fenoterol	0.000221141088014153
55-59	Male	Carvedilol	Fenoterol	0.000493339911198816
60-64	Male	Carvedilol	Fenoterol	0.000544662309368192
65-69	Male	Carvedilol	Fenoterol	0.000362056480811006
70-74	Male	Carvedilol	Fenoterol	0.000523834468308015
75-79	Male	Carvedilol	Fenoterol	0.000712250712250712
80-84	Male	Carvedilol	Fenoterol	0
85-89	Male	Carvedilol	Fenoterol	0
>90	Male	Carvedilol	Fenoterol	0
