age_group	gender	name_i	name_j	patient
00-04	Male	Ranolazine	Simvastatin	0
05-09	Male	Ranolazine	Simvastatin	0
10-14	Male	Ranolazine	Simvastatin	0
15-19	Male	Ranolazine	Simvastatin	0
20-24	Male	Ranolazine	Simvastatin	0
25-29	Male	Ranolazine	Simvastatin	0
30-34	Male	Ranolazine	Simvastatin	0
35-39	Male	Ranolazine	Simvastatin	0
40-44	Male	Ranolazine	Simvastatin	0
45-49	Male	Ranolazine	Simvastatin	0
50-54	Male	Ranolazine	Simvastatin	0
55-59	Male	Ranolazine	Simvastatin	0
60-64	Male	Ranolazine	Simvastatin	0
65-69	Male	Ranolazine	Simvastatin	0
70-74	Male	Ranolazine	Simvastatin	0.000213675213675214
75-79	Male	Ranolazine	Simvastatin	0
80-84	Male	Ranolazine	Simvastatin	0
85-89	Male	Ranolazine	Simvastatin	0.00161812297734628
>90	Male	Ranolazine	Simvastatin	0
