age_group	gender	name_i	name_j	patient
00-04	Female	Trihexyphenidyl	Haloperidol	0
05-09	Female	Trihexyphenidyl	Haloperidol	0
10-14	Female	Trihexyphenidyl	Haloperidol	0
15-19	Female	Trihexyphenidyl	Haloperidol	0
20-24	Female	Trihexyphenidyl	Haloperidol	2.79172866630746e-06
25-29	Female	Trihexyphenidyl	Haloperidol	2.22172850477672e-06
30-34	Female	Trihexyphenidyl	Haloperidol	1.10260269365838e-05
35-39	Female	Trihexyphenidyl	Haloperidol	1.53014903651616e-05
40-44	Female	Trihexyphenidyl	Haloperidol	1.93398772445246e-05
45-49	Female	Trihexyphenidyl	Haloperidol	2.45664029872746e-05
50-54	Female	Trihexyphenidyl	Haloperidol	3.77701309828384e-05
55-59	Female	Trihexyphenidyl	Haloperidol	2.72984794746933e-05
60-64	Female	Trihexyphenidyl	Haloperidol	1.74377038031632e-05
65-69	Female	Trihexyphenidyl	Haloperidol	1.66172106824926e-05
70-74	Female	Trihexyphenidyl	Haloperidol	2.04405970698404e-05
75-79	Female	Trihexyphenidyl	Haloperidol	1.95887482230207e-05
80-84	Female	Trihexyphenidyl	Haloperidol	5.97044941772406e-05
85-89	Female	Trihexyphenidyl	Haloperidol	2.76884495654891e-05
>90	Female	Trihexyphenidyl	Haloperidol	3.94825158259084e-05
