age_group	gender	name_i	name_j	patient
00-04	Female	Sotalol	Clonidine	0
05-09	Female	Sotalol	Clonidine	0
10-14	Female	Sotalol	Clonidine	0
15-19	Female	Sotalol	Clonidine	0
20-24	Female	Sotalol	Clonidine	0
25-29	Female	Sotalol	Clonidine	0
30-34	Female	Sotalol	Clonidine	0
35-39	Female	Sotalol	Clonidine	0
40-44	Female	Sotalol	Clonidine	0
45-49	Female	Sotalol	Clonidine	0
50-54	Female	Sotalol	Clonidine	0
55-59	Female	Sotalol	Clonidine	0
60-64	Female	Sotalol	Clonidine	0
65-69	Female	Sotalol	Clonidine	0
70-74	Female	Sotalol	Clonidine	0.000158478605388273
75-79	Female	Sotalol	Clonidine	0.000220361392684002
80-84	Female	Sotalol	Clonidine	0
85-89	Female	Sotalol	Clonidine	0
>90	Female	Sotalol	Clonidine	0
