age_group	gender	name_i	name_j	patient
00-04	Female	Triazolam	Itraconazole	0
05-09	Female	Triazolam	Itraconazole	0
10-14	Female	Triazolam	Itraconazole	0
15-19	Female	Triazolam	Itraconazole	0
20-24	Female	Triazolam	Itraconazole	0
25-29	Female	Triazolam	Itraconazole	0
30-34	Female	Triazolam	Itraconazole	0
35-39	Female	Triazolam	Itraconazole	0
40-44	Female	Triazolam	Itraconazole	0
45-49	Female	Triazolam	Itraconazole	0
50-54	Female	Triazolam	Itraconazole	0
55-59	Female	Triazolam	Itraconazole	2.09988303651487e-06
60-64	Female	Triazolam	Itraconazole	0
65-69	Female	Triazolam	Itraconazole	0
70-74	Female	Triazolam	Itraconazole	2.55507463373005e-06
75-79	Female	Triazolam	Itraconazole	0
80-84	Female	Triazolam	Itraconazole	0
85-89	Female	Triazolam	Itraconazole	0
>90	Female	Triazolam	Itraconazole	0
