age_group	gender	name_i	name_j	patient
00-04	Male	Pindolol	Formoterol	0
05-09	Male	Pindolol	Formoterol	0
10-14	Male	Pindolol	Formoterol	0
15-19	Male	Pindolol	Formoterol	0
20-24	Male	Pindolol	Formoterol	0
25-29	Male	Pindolol	Formoterol	0
30-34	Male	Pindolol	Formoterol	0
35-39	Male	Pindolol	Formoterol	0
40-44	Male	Pindolol	Formoterol	0
45-49	Male	Pindolol	Formoterol	0
50-54	Male	Pindolol	Formoterol	0
55-59	Male	Pindolol	Formoterol	0
60-64	Male	Pindolol	Formoterol	0
65-69	Male	Pindolol	Formoterol	0
70-74	Male	Pindolol	Formoterol	0
75-79	Male	Pindolol	Formoterol	0
80-84	Male	Pindolol	Formoterol	0
85-89	Male	Pindolol	Formoterol	0
>90	Male	Pindolol	Formoterol	0
