age_group	gender	name_i	name_j	patient
00-04	Female	Fludrocortisone	Primidone	0
05-09	Female	Fludrocortisone	Primidone	0
10-14	Female	Fludrocortisone	Primidone	0
15-19	Female	Fludrocortisone	Primidone	0
20-24	Female	Fludrocortisone	Primidone	0
25-29	Female	Fludrocortisone	Primidone	0
30-34	Female	Fludrocortisone	Primidone	0
35-39	Female	Fludrocortisone	Primidone	0
40-44	Female	Fludrocortisone	Primidone	0
45-49	Female	Fludrocortisone	Primidone	9.75039001560062e-05
50-54	Female	Fludrocortisone	Primidone	0
55-59	Female	Fludrocortisone	Primidone	0
60-64	Female	Fludrocortisone	Primidone	0
65-69	Female	Fludrocortisone	Primidone	0
70-74	Female	Fludrocortisone	Primidone	0
75-79	Female	Fludrocortisone	Primidone	0
80-84	Female	Fludrocortisone	Primidone	0
85-89	Female	Fludrocortisone	Primidone	0
>90	Female	Fludrocortisone	Primidone	0
