drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Insulin lispro	Doxycycline	0.67	Inf	Moderate	3 (3/0)		#B32020	14.9075730471079	1
Insulin lispro	Atenolol	1	Inf	Moderate	1 (1/0)		#B32020	4.96919101570264	1
Insulin lispro	Acetylsalicylic acid	0.836	1.027	Moderate	15 (10/5)		#F9BCBC	74.5378652355397	1.24802267972792e-05
Insulin lispro	Carvedilol	0.632	-1.947	Moderate	2 (1/1)		#96BBD9	9.93838203140529	1
Insulin glargine	Doxycycline	0.575	Inf	Moderate	2 (2/0)		#B32020	9.93838203140529	1
Insulin glargine	Metoprolol	1	Inf	Moderate	5 (5/0)		#B32020	24.8459550785132	1
Insulin glargine	Labetalol	0.672	Inf	Moderate	3 (3/0)		#B32020	14.9075730471079	1
Insulin glargine	Acetylsalicylic acid	0.837	1.541	Moderate	12 (9/3)		#F1ABAB	59.6302921884317	9.73826556921105e-05
Insulin glargine	Minocycline	0.084	Inf	Moderate	1 (1/0)		#B32020	4.96919101570264	1
Insulin glargine	Carvedilol	1	Inf	Moderate	1 (1/0)		#B32020	4.96919101570264	1
Cyclosporine	Fluconazole	0.355	Inf	Moderate	1 (1/0)	Fluconazole increases the effect of the immunosuppressant	#B32020	4.96919101570264	1
Cyclosporine	Azithromycin	0.194	Inf	Moderate	1 (1/0)	The macrolide increases the effect of cyclosporine	#B32020	4.96919101570264	1
Cyclosporine	Omeprazole	0.032	Inf	Moderate	1 (1/0)	Omeprazole increases the effect and toxicity of cyclosporine	#B32020	4.96919101570264	1
Oxytocin	Phenylephrine	0.982	Inf	Moderate	169 (169/0)	Possible marked increase of arterial pressure	#B32020	839.793281653747	2.25340751816193e-78
Oxytocin	Epinephrine	0.825	Inf	Moderate	58 (58/0)	Possible marked increase of arterial pressure	#B32020	288.213078910753	1
Folic acid	Butalbital	0.8	1.027	None	3 (2/1)	Folic acid decreases the effect of anticonvulsant	#F9BCBC	14.9075730471079	1
Folic acid	Phenytoin	1	Inf	Moderate	1 (1/0)	Folic acid decreases the levels of hydantoin	#B32020	4.96919101570264	1
Folic acid	Fosphenytoin	1	-1.947	Moderate	2 (1/1)	Folic acid decreases the levels of hydantoin	#96BBD9	9.93838203140529	0.18086728296286
Amphetamine	Prochlorperazine	0.032	Inf	Moderate	1 (1/0)	Decreased anorexic effect, may increase pyschotic symptoms	#B32020	4.96919101570264	1
Amphetamine	Fluoxetine	0.599	1.199	Major	10 (7/3)	Risk of serotoninergic syndrome	#F6B6B6	49.6919101570264	1
Amphetamine	Promethazine	1	1.027	Moderate	3 (2/1)	Decreased anorexic effect, may increase pyschotic symptoms	#F9BCBC	14.9075730471079	1
Esmolol	Lidocaine	0.983	1.113	Moderate	38 (26/12)	The beta-blocker increases the effect and toxicity of lidocaine	#F7B9B9	188.8292585967	2.18458577916619e-22
Esmolol	Indomethacin	0.5	Inf	Moderate	1 (1/0)	Risk of inhibition of renal prostaglandins	#B32020	4.96919101570264	1
Esmolol	Epinephrine	0.932	-1.416	Moderate	19 (11/8)	Hypertension, then bradycardia	#A8C8E1	94.4146292983502	3.82846422487132e-08
Esmolol	Salbutamol	0.75	-1.947	Moderate	2 (1/1)	Antagonism	#96BBD9	9.93838203140529	1
Esmolol	Ibuprofen	0.312	1.284	Moderate	7 (5/2)	Risk of inhibition of renal prostaglandins	#F5B2B2	34.7843371099185	1
Phentermine	Venlafaxine	0.516	Inf	Major	2 (2/0)	Risk of serotoninergic syndrome	#B32020	9.93838203140529	1
Phentermine	Prochlorperazine	0.508	Inf	Moderate	2 (2/0)	Decreased anorexic effect, may increase psychotic symptoms	#B32020	9.93838203140529	1
Phentermine	Paroxetine	0.212	Inf	Major	1 (1/0)	Risk of serotoninergic syndrome	#B32020	4.96919101570264	1
Phentermine	Promethazine	0.026	Inf	Moderate	1 (1/0)	Decreased anorexic effect, may increase psychotic symptoms	#B32020	4.96919101570264	1
Tramadol	Fluoxetine	0.125	Inf	Major	1 (1/0)	Increased risk of serotonin syndrome	#B32020	4.96919101570264	1
Tramadol	Escitalopram	0.758	Inf	Major	4 (4/0)	Increased risk of serotonin syndrome	#B32020	19.8767640628106	1
Fluconazole	Amitriptyline	0.571	1.541	Moderate	4 (3/1)	The imidazole increases the effect and toxicity of the tricyclic	#F1ABAB	19.8767640628106	1
Fluconazole	Alprazolam	0.708	Inf	Major	3 (3/0)	Increases the effect of the benzodiazepine	#B32020	14.9075730471079	1
Fluconazole	Celecoxib	1	Inf	Moderate	1 (1/0)	Increases the effect of celecoxib	#B32020	4.96919101570264	1
Fluconazole	Haloperidol	1	1.541	Major	4 (3/1)	The imidazole increases the effect and toxicity of haloperidol	#F1ABAB	19.8767640628106	1
Fluconazole	Warfarin	0.317	Inf	Major	1 (1/0)	Increases the anticoagulant effect	#B32020	4.96919101570264	1
Fluconazole	Midazolam	0.541	2.055	Major	10 (8/2)	Increases the effect of the benzodiazepine	#E99999	49.6919101570264	1
Fluconazole	Fentanyl	0.7	3.339	Major	15 (13/2)	The imidazole increases levels/toxicity of fentanyl	#D56D6D	74.5378652355397	1
Fluconazole	Diazepam	0.402	1.541	Moderate	4 (3/1)	Increases the effect of the benzodiazepine	#F1ABAB	19.8767640628106	1
Fluconazole	Clonazepam	0.596	-1.947	None	2 (1/1)	Increases the effect of the benzodiazepine	#96BBD9	9.93838203140529	1
Fluconazole	Atorvastatin	0.435	1.027	Major	3 (2/1)	Increased risk of myopathy/rhabdomyolysis	#F9BCBC	14.9075730471079	1
Erythromycin	Fluoxetine	1	Inf	Moderate	1 (1/0)	Possible serotoninergic syndrome with this combination	#B32020	4.96919101570264	1
Caffeine	Ciprofloxacin	1	-1.947	Moderate	2 (1/1)	The quinolone increases the effect and toxicity of caffeine	#96BBD9	9.93838203140529	1
Succinylcholine	Piperacillin	0.615	-1.095	Moderate	25 (16/9)	The agent increases the effect of the muscle relaxant	#B1CFE5	124.229775392566	2.99031420429288e-09
Succinylcholine	Tobramycin	1	-1.947	Major	2 (1/1)	The agent increases the effect of the muscle relaxant	#96BBD9	9.93838203140529	1
Succinylcholine	Gentamicin	0.875	-1.947	Major	4 (2/2)	The agent increases the effect of muscle relaxant	#96BBD9	19.8767640628106	1
Succinylcholine	Clindamycin	0.709	1.712	Moderate	26 (20/6)	The agent increases the effect of muscle relaxant	#EEA4A4	129.198966408269	1
Succinylcholine	Metoclopramide	0.928	1.669	Moderate	68 (52/16)	The agent increases the effect of succinylcholine	#EFA6A6	337.90498906778	1.61849611050436e-24
Azithromycin	Warfarin	1	Inf	Moderate	2 (2/0)	Increases the anticoagulant effect	#B32020	9.93838203140529	1
Midodrine	Norepinephrine	1	Inf	Moderate	1 (1/0)	Increased arterial pressure	#B32020	4.96919101570264	1
Midodrine	Phenylephrine	0.5	Inf	Moderate	1 (1/0)	Increased arterial pressure	#B32020	4.96919101570264	1
Midodrine	Prednisone	0.129	Inf	None	1 (1/0)	Increased arterial pressure	#B32020	4.96919101570264	1
Midodrine	Epinephrine	1	Inf	Moderate	1 (1/0)	Increased arterial pressure	#B32020	4.96919101570264	1
Midodrine	Fludrocortisone	1	Inf	Moderate	1 (1/0)	Increased arterial pressure	#B32020	4.96919101570264	1
Midodrine	Dopamine	1	Inf	Moderate	1 (1/0)	Increased arterial pressure	#B32020	4.96919101570264	1
Midodrine	Dexamethasone	0.5	Inf	None	1 (1/0)	Increased arterial pressure	#B32020	4.96919101570264	1
Midodrine	Ephedrine	0.5	Inf	Moderate	1 (1/0)	Increased arterial pressure	#B32020	4.96919101570264	1
Pantoprazole	Itraconazole	1	Inf	Moderate	1 (1/0)	The proton pump inhibitor decreases the absorption of imidazole	#B32020	4.96919101570264	1
Citalopram	Metoprolol	1	Inf	Moderate	1 (1/0)	The SSRI increases the effect of the beta-blocker	#B32020	4.96919101570264	1
Citalopram	Oxycodone	0.674	Inf	Moderate	3 (3/0)	Increased risk of serotonin syndrome	#B32020	14.9075730471079	1
Citalopram	Propranolol	0.766	-1.947	Moderate	4 (2/2)	This SSRI increases the effect of the beta-blocker	#96BBD9	19.8767640628106	1
Citalopram	Sumatriptan	0.835	Inf	Major	6 (6/0)	Increased risk of CNS adverse effects	#B32020	29.8151460942159	1
Butalbital	Metoprolol	0.283	Inf	Moderate	2 (2/0)	The barbiturate decreases the effect of metabolized beta-blocker	#B32020	9.93838203140529	1
Butalbital	Methadone	1	Inf	Major	1 (1/0)	The barbiturate decreases the effect of methadone	#B32020	4.96919101570264	1
Butalbital	Levonorgestrel	1	Inf	Moderate	1 (1/0)	Phenobarbital decreases the effect of levonorgestrel	#B32020	4.96919101570264	1
Butalbital	Betamethasone	0.857	Inf	Moderate	7 (7/0)	The barbiturate decreases the effect of the corticosteroid	#B32020	34.7843371099185	1
Butalbital	Propranolol	0.516	Inf	Moderate	2 (2/0)	The barbiturate decreases the effect of metabolized beta-blocker	#B32020	9.93838203140529	1
Butalbital	Medroxyprogesterone acetate	0.077	Inf	Moderate	1 (1/0)	The enzyme inducer decreases the effect of hormones	#B32020	4.96919101570264	1
Butalbital	Prednisone	0.187	-1.947	Moderate	4 (2/2)	The barbiturate decreases the effect of the corticosteroid	#96BBD9	19.8767640628106	1
Butalbital	Fludrocortisone	1	Inf	Moderate	1 (1/0)	The barbiturate decreases the effect of the corticosteroid	#B32020	4.96919101570264	1
Butalbital	Norethisterone	1	Inf	Moderate	1 (1/0)	This product may cause a slight decrease of contraceptive effect	#B32020	4.96919101570264	1
Butalbital	Metronidazole	0.131	Inf	Moderate	3 (3/0)	The barbiturate decreases the effect of metronidazole	#B32020	14.9075730471079	1
Butalbital	Ethinylestradiol	1	Inf	Moderate	3 (3/0)	This product may cause a slight decrease of contraceptive effect	#B32020	14.9075730471079	1
Butalbital	Nifedipine	0.813	Inf	Moderate	9 (9/0)	The barbiturate decreases the effect of the calcium channel blocker	#B32020	44.7227191413238	0.000299237800377415
Butalbital	Dexamethasone	0.602	2.568	Moderate	6 (5/1)	The barbiturate decreases the effect of the corticosteroid	#E18888	29.8151460942159	1
Mesalazine	Mercaptopurine	0.677	1.027	Moderate	3 (2/1)	The 5-ASA derivative increases the toxicity of thiopurine	#F9BCBC	14.9075730471079	0.00152880610635543
Benzatropine	Haloperidol	0.844	-3.894	Moderate	6 (2/4)	The anticholinergic increases the risk of psychosis and tardive dyskinesia	#568BBD	29.8151460942159	0.00128947425275854
Dapsone	Calcium	0.115	Inf	None	1 (1/0)	Formation of non-absorbable complexes	#B32020	4.96919101570264	1
Dapsone	Magnesium oxide	0.535	-1.947	None	2 (1/1)	Formation of non-absorbable complexes	#96BBD9	9.93838203140529	0.486515993971682
Phenytoin	Warfarin	1	-1.947	Moderate	2 (1/1)	Increased hydantoin levels and risk of bleeding	#96BBD9	9.93838203140529	0.0232079216619372
Doxycycline	Piperacillin	0.79	-1.391	Moderate	12 (7/5)	Possible antagonism of action	#A8C8E1	59.6302921884317	1
Doxycycline	Aztreonam	0.379	-3.894	None	3 (1/2)	Possible antagonism of action	#568BBD	14.9075730471079	1
Doxycycline	Digoxin	0.091	Inf	Moderate	1 (1/0)	The tetracycline increases the effect of digoxin in 10% of patients	#B32020	4.96919101570264	1
Doxycycline	Ampicillin	0.488	-1.947	Moderate	6 (3/3)	Possible antagonism of action	#96BBD9	29.8151460942159	1
Doxycycline	Clavulanic acid	0.542	-1.46	None	7 (4/3)	Possible antagonism of action	#A6C7E0	34.7843371099185	1
Doxycycline	Ethinylestradiol	0.437	Inf	Moderate	22 (22/0)	This anti-infectious agent could decrease the effect  of the oral contraceptive	#B32020	109.322202345458	1
Doxycycline	Amoxicillin	0.49	-1.391	Moderate	12 (7/5)	Possible antagonism of action	#A8C8E1	59.6302921884317	1
Doxycycline	Insulin aspart	0.032	Inf	Moderate	2 (2/0)	Tetracycline increases the risk of hypoglycemia	#B32020	9.93838203140529	1
Doxycycline	Insulin detemir	1	Inf	Moderate	1 (1/0)	Tetracycline increases the risk of hypoglycemia	#B32020	4.96919101570264	1
Doxycycline	Calcium	0.355	Inf	Moderate	1 (1/0)	Formation of non-absorbable complexes	#B32020	4.96919101570264	1
Doxycycline	Magnesium oxide	0.516	-1.947	Moderate	2 (1/1)	Formation of non-absorbable complexes	#96BBD9	9.93838203140529	1
Doxycycline	Bismuth subsalicylate	0.075	1.027	Moderate	3 (2/1)	Formation of non-absorbable complexes	#F9BCBC	14.9075730471079	1
Doxycycline	Iron	0.341	Inf	Moderate	1 (1/0)	Formation of non-absorbable complexes	#B32020	4.96919101570264	1
Doxycycline	Tazobactam	0.79	-1.391	None	12 (7/5)	Possible antagonism of action	#A8C8E1	59.6302921884317	1
Metoprolol	Lidocaine	0.838	1.307	Moderate	39 (28/11)	The beta-blocker increases the effect and toxicity of lidocaine	#F5B2B2	193.798449612403	0.029270723542593
Metoprolol	Indomethacin	0.5	Inf	Moderate	1 (1/0)	Risk of inhibition of renal prostaglandins	#B32020	4.96919101570264	1
Metoprolol	Diltiazem	1	Inf	Major	1 (1/0)	Increased risk of bradycardia	#B32020	4.96919101570264	1
