drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Alteplase	Nitroglycerin	1	Inf	Moderate	1 (1/0)	IV nitroglycerin decreases the effect	#B32020	5.28932613984978	1
Insulin lispro	Esmolol	0.528	3.038	Moderate	6 (5/1)		#E59090	31.7359568390987	1
Insulin lispro	Doxycycline	0.737	1.114	Moderate	17 (11/6)		#F8BABA	89.9185443774463	1
Insulin lispro	Atenolol	1	Inf	Moderate	1 (1/0)		#B32020	5.28932613984978	1
Insulin lispro	Tetracycline	1	Inf	Moderate	1 (1/0)		#B32020	5.28932613984978	1
Insulin lispro	Acetylsalicylic acid	0.862	-1.038	Moderate	75 (46/29)		#B4D1E6	396.699460488734	1.03259037512212e-22
Insulin lispro	Carvedilol	0.878	1.27	Moderate	34 (23/11)		#F7B7B7	179.837088754893	9.2241560680057e-20
Insulin glargine	Esmolol	0.396	1.823	Moderate	4 (3/1)		#F1ABAB	21.1573045593991	1
Insulin glargine	Doxycycline	0.615	1.367	Moderate	13 (9/4)		#F5B4B4	68.7612398180472	1
Insulin glargine	Metoprolol	0.79	1.164	Moderate	35 (23/12)		#F7B9B9	185.126414894742	6.07785657349157e-08
Insulin glargine	Atenolol	1	Inf	Moderate	2 (2/0)		#B32020	10.5786522796996	1
Insulin glargine	Propranolol	1	-1.646	Moderate	2 (1/1)		#A8C8E1	10.5786522796996	1
Insulin glargine	Labetalol	0.95	2.43	Moderate	10 (8/2)		#EB9E9E	52.8932613984978	1
Insulin glargine	Acetylsalicylic acid	0.719	-1.006	Moderate	58 (36/22)		#B4D1E6	306.780916111287	5.0854520819944e-17
Insulin glargine	Carvedilol	0.758	-1.013	Moderate	21 (13/8)		#B4D1E6	111.075848936845	1.63651934676005e-09
Cyclosporine	Pravastatin	1	Inf	Major	1 (1/0)	Possible myopathy and rhabdomyolysis	#B32020	5.28932613984978	1
Cyclosporine	Fluconazole	0.505	Inf	Moderate	2 (2/0)	Fluconazole increases the effect of the immunosuppressant	#B32020	10.5786522796996	1
Cyclosporine	Azithromycin	1	Inf	Moderate	1 (1/0)	The macrolide increases the effect of cyclosporine	#B32020	5.28932613984978	1
Cyclosporine	Diltiazem	1	Inf	Moderate	1 (1/0)	Diltiazem increases the effect and toxicity of cyclosporine	#B32020	5.28932613984978	1
Cyclosporine	Tacrolimus	1	Inf	Major	1 (1/0)	Additive toxicities for these agents	#B32020	5.28932613984978	1
Cyclosporine	Sirolimus	1	Inf	Moderate	1 (1/0)	Increases the effect and toxicity of sirolimus	#B32020	5.28932613984978	1
Cyclosporine	Sulfamethoxazole	0.505	Inf	Major	2 (2/0)	The sulfonamide decreases the effect of cyclosporine	#B32020	10.5786522796996	1
Cyclosporine	Carvedilol	1	Inf	Moderate	1 (1/0)	Carvedilol increases the effect and toxicity of cyclosporine	#B32020	5.28932613984978	1
Cyclosporine	Itraconazole	1	Inf	Major	1 (1/0)	The imidazole increases the effect of immunosuppressant	#B32020	5.28932613984978	1
Oxytocin	Phenylephrine	0.935	Inf	Moderate	143 (143/0)	Possible marked increase of arterial pressure	#B32020	756.373637998519	5.84113814591946e-55
Oxytocin	Epinephrine	0.853	Inf	Moderate	26 (26/0)	Possible marked increase of arterial pressure	#B32020	137.522479636094	1
Folic acid	Butalbital	0.032	Inf	None	1 (1/0)	Folic acid decreases the effect of anticonvulsant	#B32020	5.28932613984978	1
Folic acid	Phenobarbital	0.709	-1.646	Moderate	4 (2/2)	Folic acid decreases the effect of anticonvulsant	#A8C8E1	21.1573045593991	0.0180182582958582
Fluvoxamine	Amphetamine	0.032	Inf	Major	1 (1/0)	Risk of serotoninergic syndrome	#B32020	5.28932613984978	1
Fluvoxamine	Dextroamphetamine	0.032	Inf	Major	1 (1/0)	Risk of serotoninergic syndrome	#B32020	5.28932613984978	1
Amphetamine	Prochlorperazine	0.029	Inf	Moderate	1 (1/0)	Decreased anorexic effect, may increase pyschotic symptoms	#B32020	5.28932613984978	1
Amphetamine	Fluoxetine	0.405	3.645	Major	7 (6/1)	Risk of serotoninergic syndrome	#DF8383	37.0252829789485	1
Amphetamine	Paroxetine	0.578	1.823	Major	4 (3/1)	Risk of serotoninergic syndrome	#F1ABAB	21.1573045593991	1
Amphetamine	Promethazine	0.516	Inf	Moderate	2 (2/0)	Decreased anorexic effect, may increase pyschotic symptoms	#B32020	10.5786522796996	1
Lorazepam	Fosphenytoin	1	-4.938	Moderate	4 (1/3)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#6294C2	21.1573045593991	0.0103892218376018
Esmolol	Lidocaine	0.98	1.177	Moderate	47 (31/16)	The beta-blocker increases the effect and toxicity of lidocaine	#F7B9B9	248.59832857294	4.49956178696176e-19
Esmolol	Verapamil	0.5	Inf	Major	1 (1/0)	Increased effect of both drugs	#B32020	5.28932613984978	1
Esmolol	Epinephrine	0.949	-1.058	Moderate	23 (14/9)	Hypertension, then bradycardia	#B4D1E6	121.654501216545	1.71014081310046e-06
Esmolol	Salbutamol	0.5	Inf	Moderate	1 (1/0)	Antagonism	#B32020	5.28932613984978	1
Esmolol	Ibuprofen	0.194	1.215	Moderate	3 (2/1)	Risk of inhibition of renal prostaglandins	#F7B9B9	15.8679784195493	1
Phentermine	Venlafaxine	0.022	Inf	Major	2 (2/0)	Risk of serotoninergic syndrome	#B32020	10.5786522796996	1
Phentermine	Fluoxetine	0.758	Inf	Major	4 (4/0)	Risk of serotoninergic syndrome	#B32020	21.1573045593991	1
Phentermine	Paroxetine	1	Inf	Major	1 (1/0)	Risk of serotoninergic syndrome	#B32020	5.28932613984978	1
Phentermine	Promethazine	0.062	Inf	Moderate	1 (1/0)	Decreased anorexic effect, may increase psychotic symptoms	#B32020	5.28932613984978	1
Tramadol	Citalopram	0.473	2.43	Major	5 (4/1)	Increased risk of serotonin syndrome	#EB9E9E	26.4466306992489	1
Tramadol	Fluoxetine	0.815	1.823	Major	4 (3/1)	Increased risk of serotonin syndrome	#F1ABAB	21.1573045593991	1
Tramadol	Paroxetine	0.652	-1.097	Major	5 (3/2)	Risk of serotoninergic syndrome	#B2D0E5	26.4466306992489	1
Tramadol	Escitalopram	0.793	1.823	Major	8 (6/2)	Increased risk of serotonin syndrome	#F1ABAB	42.3146091187983	1
Fluconazole	Phenytoin	1	Inf	Moderate	1 (1/0)	Increases the effect of hydantoin	#B32020	5.28932613984978	1
Fluconazole	Amitriptyline	0.551	3.038	Moderate	6 (5/1)	The imidazole increases the effect and toxicity of the tricyclic	#E59090	31.7359568390987	1
Fluconazole	Alprazolam	0.463	-1.097	Major	10 (6/4)	Increases the effect of the benzodiazepine	#B2D0E5	52.8932613984978	1
Fluconazole	Celecoxib	0.032	Inf	Moderate	1 (1/0)	Increases the effect of celecoxib	#B32020	5.28932613984978	1
Fluconazole	Haloperidol	0.587	Inf	Major	5 (5/0)	The imidazole increases the effect and toxicity of haloperidol	#B32020	26.4466306992489	1
