drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Alteplase	Nitroglycerin	1	Inf	Moderate	1 (1/0)	IV nitroglycerin decreases the effect	#B32020	18.754688672168	1
Insulin lispro	Esmolol	0.5	-2.188	Moderate	7 (3/4)		#96BBD9	131.282820705176	1
Insulin lispro	Doxycycline	0.808	-1.767	Moderate	27 (13/14)		#A0C3DD	506.376594148537	1
Insulin lispro	Atenolol	0.912	1.625	Moderate	11 (8/3)		#F2ACAC	206.301575393848	1
Insulin lispro	Acetylsalicylic acid	0.938	-1.564	Moderate	250 (128/122)		#A6C7E0	4688.67216804201	1.10750263505573e-33
Insulin lispro	Carvedilol	0.924	-1.246	Moderate	95 (54/41)		#AECDE3	1781.69542385596	2.20513735256639e-14
Insulin lispro	Acebutolol	1	Inf	Moderate	1 (1/0)		#B32020	18.754688672168	1
Insulin glargine	Esmolol	0.5	-1.641	Moderate	2 (1/1)		#A3C5DF	37.5093773443361	1
Insulin glargine	Doxycycline	0.728	-3.008	Moderate	17 (6/11)		#7FA9CF	318.829707426857	1
Insulin glargine	Metoprolol	0.881	-1.746	Moderate	97 (47/50)		#A0C3DD	1819.2048012003	1
Insulin glargine	Atenolol	0.48	1.524	Moderate	7 (5/2)		#F2AEAE	131.282820705176	1
Insulin glargine	Propranolol	1	Inf	Moderate	2 (2/0)		#B32020	37.5093773443361	1
Insulin glargine	Labetalol	0.69	-1.641	Moderate	10 (5/5)		#A3C5DF	187.54688672168	1
Insulin glargine	Acetylsalicylic acid	0.927	-1.714	Moderate	137 (67/70)		#A2C4DE	2569.39234808702	0.000353925552253314
Insulin glargine	Pindolol	1	Inf	Moderate	1 (1/0)		#B32020	18.754688672168	1
Insulin glargine	Carvedilol	0.892	-1.532	Moderate	58 (30/28)		#A6C7E0	1087.77194298575	0.000165379186903539
Insulin glargine	Acebutolol	1	Inf	Moderate	1 (1/0)		#B32020	18.754688672168	1
Folic acid	Primidone	0.513	Inf	Moderate	2 (2/0)	Folic acid decreases the effect of anticonvulsant	#B32020	37.5093773443361	1
Pravastatin	Fenofibrate	0.901	-2.461	Major	10 (4/6)	Increased risk of myopathy/rhabdomyolysis	#8EB5D5	187.54688672168	1
Pravastatin	Colchicine	1	-3.282	Major	3 (1/2)	Increased risk of rhabdomyolysis with this combination	#77A4CB	56.2640660165041	1
Valsartan	Triamterene	1	1.828	Major	4 (3/1)	Increased risk of hyperkaliemia	#EFA6A6	75.0187546886722	1
Valsartan	Amiloride	0.011	Inf	Major	1 (1/0)	Increased risk of hyperkaliemia	#B32020	18.754688672168	1
Amphetamine	Fluoxetine	1	Inf	Major	1 (1/0)	Risk of serotoninergic syndrome	#B32020	18.754688672168	1
Lorazepam	Fosphenytoin	1	-1.641	Moderate	2 (1/1)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#A3C5DF	37.5093773443361	1
Esmolol	Lidocaine	0.953	1.016	Moderate	32 (20/12)	The beta-blocker increases the effect and toxicity of lidocaine	#F9BCBC	600.150037509377	0.0009706123974043
Esmolol	Clonidine	0.011	Inf	Major	1 (1/0)	Increased hypertension when clonidine stopped	#B32020	18.754688672168	1
Esmolol	Verapamil	0.5	Inf	Major	1 (1/0)	Increased effect of both drugs	#B32020	18.754688672168	1
Esmolol	Epinephrine	0.87	2.133	Moderate	9 (7/2)	Hypertension, then bradycardia	#EB9E9E	168.792198049512	1
Esmolol	Formoterol	0.011	Inf	Moderate	1 (1/0)	Antagonism	#B32020	18.754688672168	1
Esmolol	Salbutamol	0.262	1.219	Moderate	3 (2/1)	Antagonism	#F7B7B7	56.2640660165041	1
Tramadol	Citalopram	0.705	3.047	Major	6 (5/1)	Increased risk of serotonin syndrome	#E08585	112.528132033008	1
Tramadol	Fluoxetine	0.63	1.219	Major	12 (8/4)	Increased risk of serotonin syndrome	#F7B7B7	225.056264066016	1
Tramadol	Paroxetine	0.753	1.828	Major	4 (3/1)	Risk of serotoninergic syndrome	#EFA6A6	75.0187546886722	1
Tramadol	Escitalopram	0.794	1.219	Major	9 (6/3)	Increased risk of serotonin syndrome	#F7B7B7	168.792198049512	1
