drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Alteplase	Nitroglycerin	0.7	-2.689	Moderate	3 (1/2)	IV nitroglycerin decreases the effect	#9ABEDB	15.8881474420083	1
Insulin lispro	Esmolol	0.486	1.301	Moderate	22 (14/8)		#F7B7B7	116.513081241394	0.000515459899294443
Insulin lispro	Doxycycline	0.644	-1.399	Moderate	51 (25/26)		#AECDE3	270.09850651414	1
Insulin lispro	Atenolol	0.707	2.231	Moderate	16 (12/4)		#F0A9A9	84.7367863573774	1
Insulin lispro	Bisoprolol	1	Inf	Moderate	1 (1/0)		#B32020	5.29604914733609	1
Insulin lispro	Acetylsalicylic acid	0.915	-1.596	Moderate	398 (182/216)		#ABCBE2	2107.82756063976	2.34295804054082e-91
Insulin lispro	Carvedilol	0.913	-2.297	Moderate	130 (48/82)		#A0C3DD	688.486389153691	1.06251413281251e-40
Insulin glargine	Esmolol	0.46	1.983	Moderate	11 (8/3)		#F2ACAC	58.256540620697	1
Insulin glargine	Doxycycline	0.597	-1.601	Moderate	46 (21/25)		#ABCBE2	243.61826077746	1
Insulin glargine	Metoprolol	0.798	-1.594	Moderate	177 (81/96)		#ABCBE2	937.400699078487	2.59919048176539e-24
Insulin glargine	Atenolol	0.624	-1.537	Moderate	15 (7/8)		#ACCCE3	79.4407372100413	1
Insulin glargine	Timolol	1	-2.689	Moderate	3 (1/2)		#9ABEDB	15.8881474420083	1
Insulin glargine	Sotalol	1	Inf	Moderate	1 (1/0)		#B32020	5.29604914733609	1
Insulin glargine	Propranolol	0.835	-2.689	Moderate	6 (2/4)		#9ABEDB	31.7762948840165	1
Insulin glargine	Labetalol	0.798	1.217	Moderate	29 (18/11)		#F7B9B9	153.585425272747	0.000691642986225403
Insulin glargine	Bisoprolol	1	Inf	Moderate	1 (1/0)		#B32020	5.29604914733609	1
Insulin glargine	Acetylsalicylic acid	0.817	-1.778	Moderate	288 (124/164)		#A9C9E1	1525.26215443279	3.04761484670773e-49
Insulin glargine	Carvedilol	0.831	-2.766	Moderate	107 (35/72)		#99BDDA	566.677258764961	2.44129263570669e-32
