drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Glyburide	Carvedilol	1	Inf	Moderate	1 (1/0)	Carvedilol may increase the hypoglycemic activities of Glyburide.	#B32020	0.671821779118435	0.0698546804723799
Repaglinide	Gemfibrozil	0.5	Inf	Major	1 (1/0)	The serum concentration of Repaglinide can be increased when it is combined with Gemfibrozil.	#B32020	0.671821779118435	0.0174666621643971
Atenolol	Repaglinide	0.5	Inf	Moderate	1 (1/0)		#B32020	0.671821779118435	0.0733481533927227
Fluvoxamine	Mirtazapine	1	Inf	Major	1 (1/0)	The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Mirtazapine.	#B32020	0.671821779118435	0.0244528341784744
Carbamazepine	Levetiracetam	0.418	-1.239	Moderate	14 (6/8)	The risk or severity of adverse effects can be increased when Carbamazepine is combined with Levetiracetam.	#9DC0DC	9.4055049076581	3.74118399928121e-28
Digoxin	Telmisartan	0.25	Inf	Moderate	1 (1/0)	The serum concentration of Digoxin can be increased when it is combined with Telmisartan.	#B32020	0.671821779118435	0.0960434101231666
Acetylsalicylic acid	Glyburide	1	2.153	Moderate	3 (2/1)	Acetylsalicylic acid may increase the hypoglycemic activities of Glyburide.	#C34444	2.01546533735531	5.65670379754425e-06
Fluoxetine	Nortriptyline	1	Inf	Major	1 (1/0)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Nortriptyline.	#B32020	0.671821779118435	0.0960530878856525
Spironolactone	Captopril	0.35	1.076	Major	2 (1/1)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Captopril.	#F5B4B4	1.34364355823687	0.000188347802210547
Cyclosporine	Itraconazole	0.179	-1.858	Major	3 (1/2)	The metabolism of Cyclosporine can be decreased when combined with Itraconazole.	#5F92C1	2.01546533735531	4.74764123346557e-07
Phenytoin	Topiramate	1	Inf	Moderate	1 (1/0)	The serum concentration of Phenytoin can be increased when it is combined with Topiramate.	#B32020	0.671821779118435	0.469987217068686
Fluvoxamine	Tramadol	1	Inf	Major	1 (1/0)	Fluvoxamine may increase the neuroexcitatory activities of Tramadol.	#B32020	0.671821779118435	0.0663639525467608
Cyclosporine	Fluconazole	0.5	Inf	Moderate	1 (1/0)	The serum concentration of Cyclosporine can be increased when it is combined with Fluconazole.	#B32020	0.671821779118435	0.240853794842543
Tramadol	Fluoxetine	0.75	Inf	Major	2 (2/0)	Fluoxetine may increase the neuroexcitatory activities of Tramadol.	#B32020	1.34364355823687	0.00296793609210982
Estradiol	Ursodeoxycholic acid	0.111	Inf	None	1 (1/0)	The therapeutic efficacy of Ursodeoxycholic acid can be decreased when used in combination with Estradiol.	#B32020	0.671821779118435	0.331498948721144
Lamotrigine	Carbamazepine	0.409	2.153	Moderate	3 (2/1)	The risk or severity of adverse effects can be increased when Lamotrigine is combined with Carbamazepine.	#C34444	2.01546533735531	0.000204118058891577
Cyclosporine	Simvastatin	0.545	Inf	Major	1 (1/0)	The serum concentration of Simvastatin can be increased when it is combined with Cyclosporine.	#B32020	0.671821779118435	0.929730269214473
Phenytoin	Dexamethasone	1	Inf	Moderate	1 (1/0)	The serum concentration of Dexamethasone can be decreased when it is combined with Phenytoin.	#B32020	0.671821779118435	1
Valproic acid	Carbamazepine	0.393	-2.23	Moderate	17 (5/12)	The serum concentration of the active metabolites of Carbamazepine can be increased when Carbamazepine is used in combination with Valproic Acid.	#3975B0	11.4209702450134	2.1030030867379e-23
Omeprazole	Methotrexate	0.25	2.512	Major	10 (7/3)	The serum concentration of Methotrexate can be increased when it is combined with Omeprazole.	#B32020	6.71821779118435	1.41552776743065e-09
Cyclosporine	Omeprazole	0.281	-1.858	Moderate	6 (2/4)	The serum concentration of Cyclosporine can be increased when it is combined with Omeprazole.	#5F92C1	4.03093067471061	1.92331235719782e-09
Acetylsalicylic acid	Gliclazide	1	1.076	None	2 (1/1)	Acetylsalicylic acid may increase the hypoglycemic activities of Gliclazide.	#F5B4B4	1.34364355823687	0.00859486164013565
Spironolactone	Enalapril	0.75	1.076	Major	2 (1/1)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Enalapril.	#F5B4B4	1.34364355823687	0.0090313944759531
Carbamazepine	Oxybutynin	1	Inf	None	1 (1/0)	The metabolism of Oxybutynin can be increased when combined with Carbamazepine.	#B32020	0.671821779118435	1
Topiramate	Carbamazepine	0.231	1.076	Moderate	2 (1/1)	The serum concentration of Topiramate can be decreased when it is combined with Carbamazepine.	#F5B4B4	1.34364355823687	0.0428995774378617
Propranolol	Rifampicin	0.211	Inf	Moderate	1 (1/0)	The metabolism of Propranolol can be increased when combined with Rifampicin.	#B32020	0.671821779118435	1
Trimethoprim	Methotrexate	0.376	1.196	Major	19 (10/9)	The risk or severity of adverse effects can be increased when Trimethoprim is combined with Methotrexate.	#F0A9A9	12.7646138032503	1.62029146152154e-13
