drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Entacapone	Apomorphine	0.25	Inf	Moderate	1 (1/0)		#B32020	0.0884641821795982	0.00978412123828898
Haloperidol	Biperiden	0.518	-2.373	Moderate	459 (144/315)		#ACCCE3	40.6050596204356	0
Mesalazine	Azathioprine	0.386	-1.196	Moderate	572 (272/300)	The metabolism of Azathioprine can be decreased when combined with Mesalazine.	#B4D1E6	50.6015122067302	0
Omeprazole	Diazepam	0.443	1.296	Moderate	20326 (11877/8449)	The metabolism of Diazepam can be decreased when combined with Omeprazole.	#F8BABA	1798.12296698251	1
Carbamazepine	Levetiracetam	0.474	-1.026	Moderate	323 (166/157)	The risk or severity of adverse effects can be increased when Carbamazepine is combined with Levetiracetam.	#B4D1E6	28.5739308440102	0
Amiodarone	Acenocoumarol	0.431	-2.425	None	110 (34/76)	The therapeutic efficacy of Acenocoumarol can be increased when used in combination with Amiodarone.	#ACCCE3	9.7310600397558	1.00414197576773e-204
Indomethacin	Methotrexate	0.329	1.414	Major	413 (250/163)	The serum concentration of Methotrexate can be increased when it is combined with Indomethacin.	#F8BABA	36.5357072401741	0
Digoxin	Carvedilol	0.364	-2.332	Moderate	63 (20/43)	Digoxin may increase the bradycardic activities of Carvedilol.	#ACCCE3	5.57324347731469	1.23005881614844e-125
Trimethoprim	Leucovorin	0.573	-2.425	Major	453 (140/313)		#ACCCE3	40.074274527358	0
Digoxin	Furosemide	0.401	-1.43	Moderate	102 (44/58)	The risk or severity of adverse effects can be increased when Furosemide is combined with Digoxin.	#B2D0E5	9.02334658231902	6.91118625416259e-176
Methotrexate	Hydroxychloroquine	0.289	5.258	Minor	181 (154/27)		#EDA1A1	16.0120169745073	1.79983540837881e-198
Digoxin	Spironolactone	0.464	-1.43	Minor	51 (22/29)	The serum concentration of Digoxin can be increased when it is combined with Spironolactone.	#B2D0E5	4.51167329115951	4.56467503426449e-96
Digoxin	Amiodarone	0.423	-2.17	Major	27 (9/18)	The serum concentration of Digoxin can be increased when it is combined with Amiodarone.	#AECDE3	2.38853291884915	4.61794595274853e-56
Omeprazole	Alprazolam	0.295	1.545	Moderate	9661 (6050/3611)	The metabolism of Alprazolam can be decreased when combined with Omeprazole.	#F7B9B9	854.652464037098	1
Warfarin	Amiodarone	0.458	-1.446	Major	21 (9/12)	The therapeutic efficacy of Warfarin can be increased when used in combination with Amiodarone.	#B2D0E5	1.85774782577156	2.93440292929007e-37
Lamotrigine	Carbamazepine	0.466	1.002	Moderate	215 (112/103)	The risk or severity of adverse effects can be increased when Lamotrigine is combined with Carbamazepine.	#F9BCBC	19.0197991686136	3.38639656581543e-210
Pravastatin	Fenofibrate	0.845	-7.453	Major	244 (31/213)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Pravastatin.	#8CB4D5	21.585260451822	3.60635094085504e-312
Omeprazole	Clonazepam	0.321	-1.004	Moderate	3213 (1669/1544)		#B4D1E6	284.235417343049	1
Fluvoxamine	Clomipramine	0.37	-1.423	Major	141 (61/80)	The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Clomipramine.	#B2D0E5	12.4734496873233	2.83378406174718e-147
