drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Amiodarone	Acenocoumarol	0.34	-2.577	None	2236 (675/1561)	The therapeutic efficacy of Acenocoumarol can be increased when used in combination with Amiodarone.	#B1CFE5	256.88511858534	0
Omeprazole	Diazepam	0.272	1.76	Moderate	32840 (21749/11091)	The metabolism of Diazepam can be decreased when combined with Omeprazole.	#F8BABA	3772.85657170955	1
Omeprazole	Alprazolam	0.279	2.145	Moderate	25350 (17873/7477)	The metabolism of Alprazolam can be decreased when combined with Omeprazole.	#F7B9B9	2912.36035605472	1
Haloperidol	Biperiden	0.493	-1.455	Moderate	415 (180/235)		#B4D1E6	47.6776941918229	0
Digoxin	Furosemide	0.363	-1.591	Moderate	1835 (756/1079)	The risk or severity of adverse effects can be increased when Furosemide is combined with Digoxin.	#B2D0E5	210.815828534928	0
Digoxin	Spironolactone	0.382	-1.66	Minor	702 (282/420)	The serum concentration of Digoxin can be increased when it is combined with Spironolactone.	#B2D0E5	80.6499790907462	0
Alendronic acid	Ibuprofen	0.162	17.95	Moderate	8717 (8302/415)	The risk or severity of adverse effects can be increased when Ibuprofen is combined with Alendronic acid.	#E38D8D	1001.46135004848	1
Indomethacin	Methotrexate	0.309	1.359	Major	772 (465/307)	The serum concentration of Methotrexate can be increased when it is combined with Indomethacin.	#F9BCBC	88.6919997978006	0
Mesalazine	Azathioprine	0.379	-1.453	Moderate	311 (135/176)	The metabolism of Azathioprine can be decreased when combined with Mesalazine.	#B4D1E6	35.729549141342	0
Acetylsalicylic acid	Insulin aspart	0.314	-2.081	Moderate	3246 (1132/2114)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Aspart.	#B2D0E5	372.919988787125	0
Omeprazole	Clonazepam	0.257	1.572	Moderate	6201 (3948/2253)		#F8BABA	712.408148634924	1
Trimethoprim	Leucovorin	0.53	-2.051	Major	517 (182/335)		#B2D0E5	59.3960672221022	0
Acetylsalicylic acid	Ibuprofen	0.134	-1.646	Major	17842 (7204/10638)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Ibuprofen.	#B2D0E5	2049.79619221808	1
Acetylsalicylic acid	Gliclazide	0.363	-3.002	None	6046 (1637/4409)	Acetylsalicylic acid may increase the hypoglycemic activities of Gliclazide.	#AFCEE4	694.600817069304	0
Omeprazole	Methotrexate	0.304	1.52	Major	3569 (2244/1325)	The serum concentration of Methotrexate can be increased when it is combined with Omeprazole.	#F9BCBC	410.028170049677	2.89810864816066e-53
Acetylsalicylic acid	Glyburide	0.354	-2.51	Moderate	3529 (1085/2444)	Acetylsalicylic acid may increase the hypoglycemic activities of Glyburide.	#B1CFE5	405.432729645646	9.92806608663113e-281
Acetaminophen	Acenocoumarol	0.218	-1.587	None	6542 (2699/3843)	Acetaminophen may increase the anticoagulant activities of Acenocoumarol.	#B2D0E5	751.58427807929	1
Warfarin	Amiodarone	0.304	-2.022	Major	242 (86/156)	The therapeutic efficacy of Warfarin can be increased when used in combination with Amiodarone.	#B2D0E5	27.8024144443883	1.02792694387141e-191
Methotrexate	Hydroxychloroquine	0.31	2.776	Minor	217 (164/53)		#F7B7B7	24.9302641918688	3.72269488610442e-162
Pravastatin	Fenofibrate	0.794	-2.169	Major	1364 (463/901)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Pravastatin.	#B1CFE5	156.704517777461	0
Digoxin	Amiodarone	0.317	-2.475	Major	380 (118/262)	The serum concentration of Digoxin can be increased when it is combined with Amiodarone.	#B1CFE5	43.6566838382956	1.67923344420008e-246
Atenolol	Ibuprofen	0.15	1.237	Moderate	5767 (3342/2425)	Ibuprofen may decrease the antihypertensive activities of Atenolol.	#F9BCBC	662.547620251187	1
Digoxin	Carvedilol	0.335	-3.643	Moderate	683 (160/523)	Digoxin may increase the bradycardic activities of Carvedilol.	#AECDE3	78.4671448988314	0
Carbamazepine	Levetiracetam	0.483	-1.171	Moderate	203 (99/104)	The risk or severity of adverse effects can be increased when Carbamazepine is combined with Levetiracetam.	#B4D1E6	23.3218600504579	1.98589568166198e-147
Diclofenac	Alendronic acid	0.14	14.136	Moderate	2999 (2820/179)	The risk or severity of adverse effects can be increased when Diclofenac is combined with Alendronic acid.	#E89898	344.543144292233	1
Acetylsalicylic acid	Insulin detemir	0.308	-1.88	Moderate	1306 (486/820)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Detemir.	#B2D0E5	150.041129191616	3.45458959333665e-170
Digoxin	Verapamil	0.413	-1.018	Moderate	199 (104/95)	The metabolism of Digoxin can be decreased when combined with Verapamil.	#B4D1E6	22.8623160100548	1.84369776835598e-118
Bisoprolol	Ibuprofen	0.129	-1.146	Moderate	6923 (3413/3510)	Ibuprofen may decrease the antihypertensive activities of Bisoprolol.	#B4D1E6	795.355847927686	1
Rivastigmine	Quetiapine	0.273	-1.244	Moderate	127 (60/67)		#B4D1E6	14.5905232827988	1.12409039959495e-126
Propafenone	Acenocoumarol	0.329	-1.212	None	215 (103/112)	The serum concentration of Acenocoumarol can be increased when it is combined with Propafenone.	#B4D1E6	24.7004921716673	1.3678464756768e-116
Warfarin	Propafenone	0.228	1.037	Moderate	69 (37/32)	The serum concentration of Warfarin can be increased when it is combined with Propafenone.	#F9BCBC	7.92713469695368	3.64283793394922e-61
Omeprazole	Ketazolam	0.264	2.309	None	1665 (1199/466)		#F7B9B9	191.285206817795	1
Alendronic acid	Naproxen	0.155	16.629	Moderate	2383 (2261/122)	The risk or severity of adverse effects can be increased when Naproxen is combined with Alendronic acid.	#E69191	273.773362070154	1
Tramadol	Citalopram	0.213	3.329	Major	2449 (1929/520)	Citalopram may increase the neuroexcitatory activities of Tramadol.	#F6B6B6	281.355838736805	1
Entacapone	Apomorphine	0.2	-2.229	Moderate	6 (2/4)		#B1CFE5	0.689316060604668	3.25417760409705e-12
Tramadol	Fluoxetine	0.216	5.604	Major	1826 (1574/252)	Fluoxetine may increase the neuroexcitatory activities of Tramadol.	#F3AFAF	209.781854444021	1
Simvastatin	Clarithromycin	0.074	1.486	Major	3421 (2133/1288)	The serum concentration of Simvastatin can be increased when it is combined with Clarithromycin.	#F9BCBC	393.025040554762	1
Donepezil	Quetiapine	0.294	1.151	Moderate	105 (59/46)		#F9BCBC	12.0630310605817	5.97952606098952e-85
Galantamine	Risperidone	0.338	-1.068	Moderate	47 (24/23)		#B4D1E6	5.39964247473657	9.60360241449095e-48
Torasemide	Ibuprofen	0.163	1.869	Moderate	2522 (1704/818)	The therapeutic efficacy of Torasemide can be decreased when used in combination with Ibuprofen.	#F8BABA	289.742517474162	1
