drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Mesalazine	Azathioprine	0.368	-1.494	Moderate	261 (116/145)	The metabolism of Azathioprine can be decreased when combined with Mesalazine.	#AFCEE4	39.6675826179997	0
Haloperidol	Biperiden	0.515	-4.826	Moderate	131 (26/105)		#89B1D3	19.9097828465822	4.19834884916282e-250
Digoxin	Amiodarone	0.341	1.674	Major	3 (2/1)	The serum concentration of Digoxin can be increased when it is combined with Amiodarone.	#F5B4B4	0.455949225494249	1.82571052036962e-06
Digoxin	Carvedilol	0.574	-2.151	Moderate	14 (5/9)	Digoxin may increase the bradycardic activities of Carvedilol.	#A8C8E1	2.12776305230649	1.26383510367198e-36
Digoxin	Spironolactone	0.577	1.465	Minor	11 (7/4)	The serum concentration of Digoxin can be increased when it is combined with Spironolactone.	#F7B7B7	1.67181382681225	4.20773390332511e-25
Digoxin	Furosemide	0.536	-1.195	Moderate	16 (8/8)	The risk or severity of adverse effects can be increased when Furosemide is combined with Digoxin.	#B2D0E5	2.43172920263599	1.83420284317404e-36
Ethinylestradiol	Amoxicillin	0.174	6815.454	Moderate	8145 (8144/1)		#B32020	1237.90214721689	1
Carbamazepine	Levetiracetam	0.485	-1.945	Moderate	134 (51/83)	The risk or severity of adverse effects can be increased when Carbamazepine is combined with Levetiracetam.	#A9C9E1	20.3657320720765	2.99208571846299e-163
Methotrexate	Hydroxychloroquine	0.411	10.879	Minor	28 (26/2)		#C44747	4.25552610461299	1.54336939548482e-37
Fluvoxamine	Clomipramine	0.405	-2.118	Major	61 (22/39)	The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Clomipramine.	#A8C8E1	9.27096758504973	2.9463945720955e-85
Valproic acid	Carbamazepine	0.504	-2.146	Moderate	137 (49/88)	The serum concentration of the active metabolites of Carbamazepine can be increased when Carbamazepine is used in combination with Valproic Acid.	#A8C8E1	20.8216812975707	6.7027907697887e-131
Indomethacin	Methotrexate	0.298	1.023	Major	60 (33/27)	The serum concentration of Methotrexate can be increased when it is combined with Indomethacin.	#F9BCBC	9.11898450988498	1.97738422444379e-69
Pravastatin	Fenofibrate	0.828	2.092	Major	7 (5/2)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Pravastatin.	#F3AFAF	1.06388152615325	2.80290628905323e-10
Omeprazole	Diazepam	0.596	1.443	Moderate	3411 (2159/1252)	The metabolism of Diazepam can be decreased when combined with Omeprazole.	#F7B7B7	518.414269386961	1
Mesalazine	Mercaptopurine	0.346	-1.195	Moderate	18 (9/9)	The metabolism of Mercaptopurine can be decreased when combined with Mesalazine.	#B2D0E5	2.73569535296549	3.92148125254702e-28
Morphine	Cimetidine	1	Inf	Moderate	1 (1/0)	The metabolism of Morphine can be decreased when combined with Cimetidine.	#B32020	0.15198307516475	0.391467445141528
