drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Insulin lispro	Esmolol	0.531	-1.916	Moderate	27 (11/16)		#9FC1DD	142.037982008522	0.0994720266302127
Insulin lispro	Doxycycline	0.692	-1.354	Moderate	73 (36/37)		#ACCCE3	384.028618023042	1
Insulin lispro	Atenolol	0.935	1.096	Moderate	22 (13/9)		#F8BABA	115.734652006944	1
Insulin lispro	Demeclocycline	1	Inf	Moderate	1 (1/0)		#B32020	5.26066600031564	1
Insulin lispro	Acetylsalicylic acid	0.909	-1.264	Moderate	625 (319/306)		#AECDE3	3287.91625019728	1.27837181932596e-101
Insulin lispro	Carvedilol	0.875	-1.28	Moderate	209 (106/103)		#AECDE3	1099.47919406597	1.22803004302971e-47
Insulin glargine	Esmolol	0.46	-2.305	Moderate	11 (4/7)		#96BBD9	57.867326003472	1
Insulin glargine	Doxycycline	0.561	-1.581	Moderate	55 (25/30)		#A6C7E0	289.33663001736	1
Insulin glargine	Metoprolol	0.827	-1.327	Moderate	265 (132/133)		#ACCCE3	1394.07649008364	3.52946069460457e-17
Insulin glargine	Atenolol	0.642	4.555	Moderate	14 (12/2)		#D16363	73.649324004419	1
Insulin glargine	Timolol	1	Inf	Moderate	2 (2/0)		#B32020	10.5213320006313	1
Insulin glargine	Sotalol	0.677	-2.635	Moderate	3 (1/2)		#8CB4D5	15.7819980009469	1
Insulin glargine	Propranolol	0.7	-1.025	Moderate	16 (9/7)		#B4D1E6	84.1706560050502	1
Insulin glargine	Labetalol	0.646	-1.581	Moderate	22 (10/12)		#A6C7E0	115.734652006944	1
Insulin glargine	Acetylsalicylic acid	0.845	-1.167	Moderate	413 (219/194)		#B1CFE5	2172.65505813036	2.4810420195551e-37
Insulin glargine	Carvedilol	0.795	-1.28	Moderate	140 (71/69)		#AECDE3	736.49324004419	4.84228972089634e-22
Insulin glargine	Nadolol	1	Inf	Moderate	1 (1/0)		#B32020	5.26066600031564	1
Cyclosporine	Pravastatin	1	-5.269	Major	5 (1/4)	Possible myopathy and rhabdomyolysis	#4D84B9	26.3033300015782	1
Cyclosporine	Azithromycin	0.809	-5.269	Moderate	5 (1/4)	The macrolide increases the effect of cyclosporine	#4D84B9	26.3033300015782	1
Cyclosporine	Allopurinol	0.516	-1.317	Moderate	2 (1/1)	Allopurinol increases the effect and toxicity of cyclosporine	#ACCCE3	10.5213320006313	1
Cyclosporine	Atorvastatin	0.83	2.277	Major	4 (3/1)	Possible myopathy and rhabdomyolysis	#EB9C9C	21.0426640012626	1
Cyclosporine	Carvedilol	0.758	2.277	Moderate	4 (3/1)	Carvedilol increases the effect and toxicity of cyclosporine	#EB9C9C	21.0426640012626	1
Folic acid	Phenytoin	1	-1.317	Moderate	4 (2/2)	Folic acid decreases the levels of hydantoin	#ACCCE3	21.0426640012626	1
Folic acid	Phenobarbital	0.989	-1.317	Moderate	2 (1/1)	Folic acid decreases the effect of anticonvulsant	#ACCCE3	10.5213320006313	1
Folic acid	Fosphenytoin	1	Inf	Moderate	1 (1/0)	Folic acid decreases the levels of hydantoin	#B32020	5.26066600031564	1
Pravastatin	Fenofibrate	0.676	-2.635	Major	9 (3/6)	Increased risk of myopathy/rhabdomyolysis	#8CB4D5	47.3459940028408	1
Pravastatin	Gemfibrozil	1	-1.317	Major	2 (1/1)	Increased risk of myopathy/rhabdomyolysis	#ACCCE3	10.5213320006313	1
Pravastatin	Colchicine	0.516	Inf	Major	2 (2/0)	Increased risk of rhabdomyolysis with this combination	#B32020	10.5213320006313	1
Fluvoxamine	Imipramine	1	Inf	Major	1 (1/0)	Fluvoxamine increases the effect and toxicity of tricyclics	#B32020	5.26066600031564	1
Fluvoxamine	Duloxetine	0.011	Inf	Major	1 (1/0)	Fluvoxamine increases the effect and toxicity of duloxetine	#B32020	5.26066600031564	1
Fluvoxamine	Oxycodone	1	Inf	Moderate	1 (1/0)	Increased risk of serotonin syndrome	#B32020	5.26066600031564	1
Fluvoxamine	Cilostazol	1	Inf	Major	1 (1/0)	Fluvoxamine increases the effect of cilostazol	#B32020	5.26066600031564	1
Fluvoxamine	Clomipramine	0.536	Inf	Major	1 (1/0)	Fluvoxamine increases the effect and toxicity of tricyclics	#B32020	5.26066600031564	1
Valsartan	Triamterene	0.67	1.518	Major	3 (2/1)	Increased risk of hyperkaliemia	#F3AFAF	15.7819980009469	1
Ramipril	Triamterene	1	1.518	Major	3 (2/1)	Increased risk of hyperkaliemia	#F3AFAF	15.7819980009469	1
Ramipril	Spironolactone	0.835	-6.587	Major	6 (1/5)	Increased risk of hyperkaliemia	#2D6CAB	31.5639960018938	1
Amphetamine	Prochlorperazine	1	Inf	Moderate	1 (1/0)	Decreased anorexic effect, may increase pyschotic symptoms	#B32020	5.26066600031564	1
Amphetamine	Fluoxetine	0.667	3.036	Major	5 (4/1)	Risk of serotoninergic syndrome	#E28989	26.3033300015782	1
Amphetamine	Promethazine	1	Inf	Moderate	2 (2/0)	Decreased anorexic effect, may increase pyschotic symptoms	#B32020	10.5213320006313	1
Lorazepam	Phenytoin	0.883	-1.317	Moderate	6 (3/3)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#ACCCE3	31.5639960018938	1
Lorazepam	Clozapine	1	-1.317	Major	2 (1/1)	Increased risk of toxicity	#ACCCE3	10.5213320006313	1
Lorazepam	Fosphenytoin	0.969	-1.317	Moderate	8 (4/4)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#ACCCE3	42.0853280025251	7.73340961588114e-06
Esmolol	Lidocaine	0.968	-1.55	Moderate	111 (51/60)	The beta-blocker increases the effect and toxicity of lidocaine	#A8C8E1	583.933926035036	4.08548387488953e-30
Esmolol	Clonidine	0.667	1.518	Major	3 (2/1)	Increased hypertension when clonidine stopped	#F3AFAF	15.7819980009469	1
Esmolol	Epinephrine	0.903	-1.844	Moderate	36 (15/21)	Hypertension, then bradycardia	#A0C3DD	189.383976011363	0.0049365206674252
Esmolol	Salmeterol	0.75	-1.317	Moderate	2 (1/1)	Antagonism	#ACCCE3	10.5213320006313	1
Esmolol	Salbutamol	0.589	1.518	Moderate	12 (8/4)	Antagonism	#F3AFAF	63.1279920037877	1
Esmolol	Ibuprofen	0.5	Inf	Moderate	1 (1/0)	Risk of inhibition of renal prostaglandins	#B32020	5.26066600031564	1
Esmolol	Insulin aspart	0.5	Inf	Moderate	1 (1/0)	The beta-blocker decreases the symptoms of hypoglycemia	#B32020	5.26066600031564	1
Esmolol	Insulin detemir	0.174	1.518	Moderate	3 (2/1)	The beta-blocker decreases the symptoms of hypoglycemia	#F3AFAF	15.7819980009469	1
Phentermine	Venlafaxine	0.032	Inf	Major	1 (1/0)	Risk of serotoninergic syndrome	#B32020	5.26066600031564	1
Phentermine	Fluoxetine	0.477	Inf	Major	5 (5/0)	Risk of serotoninergic syndrome	#B32020	26.3033300015782	1
Tramadol	Citalopram	0.832	-1.581	Major	11 (5/6)	Increased risk of serotonin syndrome	#A6C7E0	57.867326003472	1
Tramadol	Fluoxetine	0.447	2.169	Major	27 (20/7)	Increased risk of serotonin syndrome	#EC9F9F	142.037982008522	1
Tramadol	Carbamazepine	0.186	-1.317	Moderate	2 (1/1)	Reduces the efficacy of tramadol	#ACCCE3	10.5213320006313	1
Tramadol	Paroxetine	0.737	3.416	Major	11 (9/2)	Risk of serotoninergic syndrome	#DE8080	57.867326003472	1
Tramadol	Escitalopram	0.698	3.985	Major	25 (21/4)	Increased risk of serotonin syndrome	#D77272	131.516650007891	1
Fluconazole	Ranolazine	1	Inf	Major	1 (1/0)	Increased levels of ranolazine - risk of toxicity	#B32020	5.26066600031564	1
Fluconazole	Amitriptyline	0.661	5.314	Moderate	8 (7/1)	The imidazole increases the effect and toxicity of the tricyclic	#C84F4F	42.0853280025251	1
Fluconazole	Alprazolam	0.41	4.555	Major	7 (6/1)	Increases the effect of the benzodiazepine	#D16363	36.8246620022095	1
Fluconazole	Celecoxib	1	Inf	Moderate	1 (1/0)	Increases the effect of celecoxib	#B32020	5.26066600031564	1
Fluconazole	Cyclophosphamide	0.091	Inf	None	1 (1/0)	Reduces metabolism and clearance of cyclophosphamide	#B32020	5.26066600031564	1
Fluconazole	Simvastatin	0.297	-1.317	Major	4 (2/2)	Increased risk of myopathy/rhabdomyolysis	#ACCCE3	21.0426640012626	1
Fluconazole	Warfarin	1	-1.976	Major	5 (2/3)	Increases the anticoagulant effect	#9DC0DC	26.3033300015782	1
Fluconazole	Midazolam	0.654	-1.796	Major	26 (11/15)	Increases the effect of the benzodiazepine	#A2C4DE	136.777316008207	1
Fluconazole	Fentanyl	0.636	-1.756	Major	42 (18/24)	The imidazole increases levels/toxicity of fentanyl	#A2C4DE	220.947972013257	1
Fluconazole	Diazepam	0.222	3.036	Moderate	5 (4/1)	Increases the effect of the benzodiazepine	#E28989	26.3033300015782	1
Fluconazole	Tacrolimus	0.899	-2.635	Major	3 (1/2)	Increases the effect of the immunosuppressant	#8CB4D5	15.7819980009469	1
Fluconazole	Tolterodine	0.806	-1.317	Moderate	4 (2/2)	Increases the effect and toxicity of tolterodine	#ACCCE3	21.0426640012626	1
Fluconazole	Clonazepam	0.516	2.277	None	8 (6/2)	Increases the effect of the benzodiazepine	#EB9C9C	42.0853280025251	1
Fluconazole	Atorvastatin	0.785	1.404	Major	57 (37/20)	Increased risk of myopathy/rhabdomyolysis	#F5B2B2	299.857962017991	1
Fluconazole	Cilostazol	1	Inf	Major	1 (1/0)	Decreases the effect of cilostazol	#B32020	5.26066600031564	1
Erythromycin	Verapamil	1	Inf	Major	1 (1/0)	Increased risk of cardiotoxicity and arrhythmias	#B32020	5.26066600031564	1
Erythromycin	Midazolam	1	1.518	Moderate	3 (2/1)	The macrolide increases the efect of the benzodiazepine	#F3AFAF	15.7819980009469	1
Erythromycin	Atorvastatin	1	1.518	Major	3 (2/1)	The macrolide possibly increases the statin toxicity	#F3AFAF	15.7819980009469	1
Caffeine	Ciprofloxacin	0.441	1.518	Moderate	3 (2/1)	The quinolone increases the effect and toxicity of caffeine	#F3AFAF	15.7819980009469	1
Succinylcholine	Piperacillin	0.562	-1.916	Moderate	81 (33/48)	The agent increases the effect of the muscle relaxant	#9FC1DD	426.113946025567	9.84415211139644e-10
Succinylcholine	Tobramycin	0.95	1.139	Major	10 (6/4)	The agent increases the effect of the muscle relaxant	#F7B9B9	52.6066600031564	1
Succinylcholine	Gentamicin	0.8	3.036	Major	10 (8/2)	The agent increases the effect of muscle relaxant	#E28989	52.6066600031564	1
Succinylcholine	Clindamycin	0.792	2.06	Moderate	52 (38/14)	The agent increases the effect of muscle relaxant	#EDA3A3	273.554632016413	0.0104982028199629
Succinylcholine	Metoclopramide	0.954	-1.081	Moderate	142 (78/64)	The agent increases the effect of succinylcholine	#B2D0E5	747.014572044821	5.5122053547264e-47
Sildenafil	Ciprofloxacin	0.097	-5.269	Moderate	5 (1/4)	The quinolone increases sildenafil levels	#4D84B9	26.3033300015782	1
Sildenafil	Nitroglycerin	0.652	-5.269	Major	5 (1/4)	Possible significant hypotension with this combination	#4D84B9	26.3033300015782	1
Azithromycin	Warfarin	0.869	-1.317	Moderate	24 (12/12)	Increases the anticoagulant effect	#ACCCE3	126.255984007575	1
Trospium	Quetiapine	1	Inf	Moderate	1 (1/0)	Trospium and Quetiapine, two anticholinergics, may cause additive anticholinergic effects and enhanced adverse/toxic effects. Monitor for enhanced anticholinergic effects.	#B32020	5.26066600031564	1
Midodrine	Norepinephrine	0.933	-1.098	Moderate	11 (6/5)	Increased arterial pressure	#B2D0E5	57.867326003472	8.84026469171192e-08
Midodrine	Phenylephrine	0.5	-2.799	Moderate	25 (8/17)	Increased arterial pressure	#89B1D3	131.516650007891	2.23894854093526e-06
Midodrine	Prednisone	1	-2.141	None	21 (8/13)	Increased arterial pressure	#99BDDA	110.473986006628	1
