drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Insulin lispro	Esmolol	1	Inf	Moderate	1 (1/0)		#B32020	5.98730690935217	1
Insulin lispro	Acetylsalicylic acid	1	Inf	Moderate	1 (1/0)		#B32020	5.98730690935217	1
Insulin glargine	Acetylsalicylic acid	0.143	Inf	Moderate	1 (1/0)		#B32020	5.98730690935217	1
Cyclosporine	Fluconazole	1	Inf	Moderate	1 (1/0)	Fluconazole increases the effect of the immunosuppressant	#B32020	5.98730690935217	1
Cyclosporine	Amphotericin B	1	Inf	Moderate	1 (1/0)	Monitor for nephrotoxicity	#B32020	5.98730690935217	0.132303637000911
Cyclosporine	Sulfamethoxazole	1	1.049	Major	2 (1/1)	The sulfonamide decreases the effect of cyclosporine	#F9BCBC	11.9746138187043	0.361889360244962
Oxytocin	Phenylephrine	1	Inf	Moderate	1 (1/0)	Possible marked increase of arterial pressure	#B32020	5.98730690935217	1
Amphetamine	Fluoxetine	0.561	-1.589	Major	8 (3/5)	Risk of serotoninergic syndrome	#A3C5DF	47.8984552748174	1
Lorazepam	Fosphenytoin	1	3.147	Moderate	4 (3/1)	Possible increased levels of the hydantoin, decrease of benzodiazepine	#DC7D7D	23.9492276374087	2.71649235840373e-05
Esmolol	Lidocaine	1	-1.906	Moderate	3 (1/2)	The beta-blocker increases the effect and toxicity of lidocaine	#9ABEDB	17.9619207280565	1
Esmolol	Clonidine	1	Inf	Major	1 (1/0)	Increased hypertension when clonidine stopped	#B32020	5.98730690935217	1
Esmolol	Ibuprofen	0.238	Inf	Moderate	1 (1/0)	Risk of inhibition of renal prostaglandins	#B32020	5.98730690935217	1
Fluconazole	Cyclophosphamide	0.268	Inf	None	1 (1/0)	Reduces metabolism and clearance of cyclophosphamide	#B32020	5.98730690935217	1
Fluconazole	Vincristine	1	Inf	Moderate	1 (1/0)	Increases the effect and toxicity of anticancer agent	#B32020	5.98730690935217	1
Fluconazole	Midazolam	1	1.574	Major	5 (3/2)	Increases the effect of the benzodiazepine	#F2ACAC	29.9365345467609	1
Fluconazole	Fentanyl	0.98	2.623	Major	7 (5/2)	The imidazole increases levels/toxicity of fentanyl	#E38D8D	41.9111483654652	1
Succinylcholine	Piperacillin	0.694	-1.601	Moderate	67 (25/42)	The agent increases the effect of the muscle relaxant	#A3C5DF	401.149562926596	1.35429855915102e-68
Succinylcholine	Clindamycin	0.573	-1.589	Moderate	8 (3/5)	The agent increases the effect of muscle relaxant	#A3C5DF	47.8984552748174	1
Succinylcholine	Metoclopramide	1	-1.43	Moderate	5 (2/3)	The agent increases the effect of succinylcholine	#A8C8E1	29.9365345467609	0.137920932324855
Citalopram	Sumatriptan	1	Inf	Major	1 (1/0)	Increased risk of CNS adverse effects	#B32020	5.98730690935217	1
Butalbital	Norethisterone	1	Inf	Moderate	1 (1/0)	This product may cause a slight decrease of contraceptive effect	#B32020	5.98730690935217	1
Butalbital	Ethinylestradiol	1	Inf	Moderate	1 (1/0)	This product may cause a slight decrease of contraceptive effect	#B32020	5.98730690935217	1
Doxycycline	Ampicillin	1	Inf	Moderate	1 (1/0)	Possible antagonism of action	#B32020	5.98730690935217	1
Doxycycline	Ethinylestradiol	0.032	Inf	Moderate	1 (1/0)	This anti-infectious agent could decrease the effect  of the oral contraceptive	#B32020	5.98730690935217	1
Topiramate	Ethinylestradiol	1	Inf	Moderate	1 (1/0)	Topiramate decreases the effect of estrogen	#B32020	5.98730690935217	1
Topiramate	Fosphenytoin	1	Inf	Moderate	1 (1/0)	Increased phenytoin/decreased topiramate	#B32020	5.98730690935217	1
Lidocaine	Atenolol	0.583	-1.906	Moderate	3 (1/2)	The beta-blocker increases the effect and toxicity of lidocaine	#9ABEDB	17.9619207280565	1
Lidocaine	Timolol	1	Inf	Moderate	1 (1/0)	The beta-blocker increases the effect and toxicity of lidocaine	#B32020	5.98730690935217	1
Lidocaine	Propranolol	0.75	1.049	Moderate	2 (1/1)	The beta-blocker increases the effect and toxicity of lidocaine	#F9BCBC	11.9746138187043	1
Lidocaine	Labetalol	1	2.098	Moderate	3 (2/1)	The beta-blocker increases the effect and toxicity of lidocaine	#EB9C9C	17.9619207280565	1
Atomoxetine	Fluoxetine	0.903	-1.43	Major	5 (2/3)	The CYP2D6 inhibitor could increase the effect and toxicity of atomoxetine	#A8C8E1	29.9365345467609	1
Valproic acid	Lamotrigine	0.737	1.399	Major	7 (4/3)	Valproic acid increases the effect of lamotrigine	#F4B1B1	41.9111483654652	0.000559379120962776
Valproic acid	Risperidone	1	-1.43	Moderate	5 (2/3)	Risperidone increases the effect and toxicity of valproic acid	#A8C8E1	29.9365345467609	0.136131149347139
Valproic acid	Felbamate	0.488	Inf	Moderate	1 (1/0)	Felbamate increases the effect of valproate	#B32020	5.98730690935217	1
Valproic acid	Phenobarbital	0.943	1.049	Moderate	2 (1/1)	Valproic acid increases the effect of barbiturate	#F9BCBC	11.9746138187043	1
Valproic acid	Fosphenytoin	1	Inf	Moderate	1 (1/0)	Valproate increases the effect of hydantoin	#B32020	5.98730690935217	1
Acetaminophen	Warfarin	1	1.049	Minor	2 (1/1)	Acetaminophen increases the anticoagulant effect	#F9BCBC	11.9746138187043	1
Piperacillin	Methotrexate	0.727	Inf	Major	2 (2/0)	The penicillin increases the effect and toxicity of methotrexate	#B32020	11.9746138187043	1
Piperacillin	Rocuronium	0.94	2.623	Moderate	21 (15/6)	The agent increases the effect of the muscle relaxant	#E38D8D	125.733445096396	3.07196893125423e-15
Piperacillin	Mivacurium	1	-2.86	Moderate	4 (1/3)	The agent increases the effect of the muscle relaxant	#7FA9CF	23.9492276374087	0.00106235957364159
Dihydroergotamine	Naratriptan	0.067	Inf	Major	1 (1/0)	Possible severe and prolonged vasoconstriction	#B32020	5.98730690935217	0.158754858122268
Amitriptyline	Fluoxetine	1	1.049	Major	4 (2/2)	Fluoxetine increases the effect and toxicity of tricyclics	#F9BCBC	23.9492276374087	1
Amitriptyline	Clonidine	1	-1.906	Major	3 (1/2)	The tricyclic decreases the effect of clonidine	#9ABEDB	17.9619207280565	1
Amitriptyline	Epinephrine	1	Inf	Major	1 (1/0)	The tricyclic increases the sympathomimetic effect	#B32020	5.98730690935217	1
Amitriptyline	Salbutamol	1	2.098	Moderate	3 (2/1)	The tricyclic increases the sympathomimetic effect	#EB9C9C	17.9619207280565	1
Methadone	Phenobarbital	1	Inf	Major	1 (1/0)	The barbiturate decreases the effect of methadone	#B32020	5.98730690935217	1
Methadone	Fosphenytoin	1	Inf	Major	1 (1/0)	The hydantoin decreases the effect of methadone	#B32020	5.98730690935217	1
Omeprazole	Methotrexate	1	Inf	Major	1 (1/0)	Omeprazole increases the levels of methotrexate	#B32020	5.98730690935217	1
Omeprazole	Midazolam	1	Inf	Moderate	1 (1/0)	Omeprazole increases the effect of benzodiazepine	#B32020	5.98730690935217	1
Sulfadiazine	Fosphenytoin	1	Inf	Moderate	1 (1/0)	The sulfonamide increases the effect of hydantoin	#B32020	5.98730690935217	0.0793916896180258
Mirtazapine	Clonidine	0.744	-3.813	Moderate	5 (1/4)	Possible hypertensive crisis	#6395C3	29.9365345467609	0.228472302678031
Ampicillin	Warfarin	1	Inf	Moderate	1 (1/0)	The IV penicillin increases the anticoagulant effect	#B32020	5.98730690935217	1
Spironolactone	Enalapril	1	Inf	Major	1 (1/0)	Increased risk of hyperkaliemia	#B32020	5.98730690935217	0.528850233619557
Spironolactone	Lisinopril	1	-2.86	Major	4 (1/3)	Increased risk of hyperkaliemia	#7FA9CF	23.9492276374087	4.8300968250722e-05
Spironolactone	Captopril	1	Inf	Major	1 (1/0)	Increased risk of hyperkaliemia	#B32020	5.98730690935217	0.528850233619557
Cyproheptadine	Fluoxetine	0.032	Inf	Moderate	1 (1/0)	Possible antagonism of action	#B32020	5.98730690935217	1
Allopurinol	Azathioprine	1	Inf	Major	1 (1/0)	Allopurinol increases the effect of thiopurine	#B32020	5.98730690935217	0.793014016024764
Allopurinol	Mercaptopurine	0.136	Inf	Major	1 (1/0)	Allopurinol increases the effect of thiopurine	#B32020	5.98730690935217	0.07938693590935
Ceftazidime	Tobramycin	1	1.049	Moderate	2 (1/1)	Increased risk of nephrotoxicity	#F9BCBC	11.9746138187043	0.00448946857084695
Trimethoprim	Methotrexate	0.87	-4.766	Major	6 (1/5)	Trimethoprim may increase the adverse/toxic effects of Methotrexate (e.g. bone marrow suppression). Concomitant use should be avoided or closely monitored for Methotrexate toxicity.	#4880B7	35.923841456113	0.297286969326093
Trimethoprim	Leucovorin	1	Inf	Major	1 (1/0)	The efficacy of Trimethoprim may be reduced by Leucovorin (folinic acid). The antibiotic, Trimethoprim, acts by blocking bacterial folic acid metabolism. Leucovorin may reduce the efficacy of Trimethoprim by providing an alternate source of folic acid. The therapeutic effect of Trimethoprim should be closely monitored.	#B32020	5.98730690935217	1
