drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Alteplase	Nitroglycerin	1	Inf	Moderate	1 (1/0)	IV nitroglycerin decreases the effect	#B32020	28.604118993135	1
Insulin lispro	Esmolol	0.5	1.094	Moderate	3 (2/1)		#F8BABA	85.812356979405	1
Insulin lispro	Doxycycline	0.82	-1.828	Moderate	16 (8/8)		#9CBFDB	457.66590389016	1
Insulin lispro	Atenolol	1	Inf	Moderate	2 (2/0)		#B32020	57.20823798627	1
Insulin lispro	Demeclocycline	1	Inf	Moderate	1 (1/0)		#B32020	28.604118993135	1
Insulin lispro	Acetylsalicylic acid	0.963	1.014	Moderate	157 (102/55)		#F9BCBC	4490.8466819222	1.33651309152646e-08
Insulin lispro	Carvedilol	0.867	1.55	Moderate	46 (34/12)		#F2ACAC	1315.78947368421	0.0488883431065068
Insulin glargine	Esmolol	0.5	Inf	Moderate	1 (1/0)		#B32020	28.604118993135	1
Insulin glargine	Doxycycline	1	2.188	Moderate	5 (4/1)		#E89898	143.020594965675	1
Insulin glargine	Metoprolol	0.866	1.367	Moderate	49 (35/14)		#F4B1B1	1401.60183066362	1
Insulin glargine	Atenolol	1	Inf	Moderate	1 (1/0)		#B32020	28.604118993135	1
Insulin glargine	Labetalol	1	Inf	Moderate	1 (1/0)		#B32020	28.604118993135	1
Insulin glargine	Acetylsalicylic acid	0.892	-1.107	Moderate	61 (38/23)		#B1CFE5	1744.85125858124	1
Insulin glargine	Carvedilol	0.821	1.367	Moderate	21 (15/6)		#F4B1B1	600.686498855835	1
Pravastatin	Fenofibrate	1	1.094	Major	3 (2/1)	Increased risk of myopathy/rhabdomyolysis	#F8BABA	85.812356979405	1
Pravastatin	Gemfibrozil	0.505	Inf	Major	1 (1/0)	Increased risk of myopathy/rhabdomyolysis	#B32020	28.604118993135	1
Pravastatin	Colchicine	1	Inf	Major	1 (1/0)	Increased risk of rhabdomyolysis with this combination	#B32020	28.604118993135	1
Valsartan	Triamterene	1	Inf	Major	1 (1/0)	Increased risk of hyperkaliemia	#B32020	28.604118993135	1
Ramipril	Spironolactone	1	Inf	Major	1 (1/0)	Increased risk of hyperkaliemia	#B32020	28.604118993135	1
Esmolol	Lidocaine	0.939	-1.076	Moderate	27 (17/10)	The beta-blocker increases the effect and toxicity of lidocaine	#B2D0E5	772.311212814645	0.000136204389264871
Esmolol	Epinephrine	0.854	-1.097	Moderate	8 (5/3)	Hypertension, then bradycardia	#B2D0E5	228.83295194508	1
Esmolol	Salbutamol	0.5	Inf	Moderate	1 (1/0)	Antagonism	#B32020	28.604118993135	1
Tramadol	Citalopram	0.964	1.641	Major	4 (3/1)	Increased risk of serotonin syndrome	#F0A9A9	114.41647597254	1
Tramadol	Fluoxetine	0.792	3.828	Major	8 (7/1)	Increased risk of serotonin syndrome	#D16363	228.83295194508	1
Tramadol	Carbamazepine	0.266	Inf	Moderate	1 (1/0)	Reduces the efficacy of tramadol	#B32020	28.604118993135	1
Tramadol	Paroxetine	0.53	1.641	Major	4 (3/1)	Risk of serotoninergic syndrome	#F0A9A9	114.41647597254	1
Tramadol	Escitalopram	0.742	5.469	Major	11 (10/1)	Increased risk of serotonin syndrome	#BA2F2F	314.645308924485	1
Fluconazole	Alprazolam	0.2	Inf	Major	1 (1/0)	Increases the effect of the benzodiazepine	#B32020	28.604118993135	1
Fluconazole	Warfarin	0.75	Inf	Major	3 (3/0)	Increases the anticoagulant effect	#B32020	85.812356979405	1
Fluconazole	Midazolam	0.375	-3.657	Major	3 (1/2)	Increases the effect of the benzodiazepine	#6596C4	85.812356979405	1
Fluconazole	Eplerenone	1	Inf	Moderate	1 (1/0)	This CYP3A4 inhibitor increases the effect and toxicity of eplerenone	#B32020	28.604118993135	1
Fluconazole	Fentanyl	0.482	-10.971	Major	7 (1/6)	The imidazole increases levels/toxicity of fentanyl	#1E61A5	200.228832951945	1
Fluconazole	Diazepam	0.857	-1.828	Moderate	2 (1/1)	Increases the effect of the benzodiazepine	#9CBFDB	57.20823798627	1
Fluconazole	Tolterodine	1	Inf	Moderate	1 (1/0)	Increases the effect and toxicity of tolterodine	#B32020	28.604118993135	1
Fluconazole	Clonazepam	0.049	Inf	None	1 (1/0)	Increases the effect of the benzodiazepine	#B32020	28.604118993135	1
Fluconazole	Atorvastatin	0.795	-1.463	Major	9 (5/4)	Increased risk of myopathy/rhabdomyolysis	#A6C7E0	257.437070938215	1
Succinylcholine	Piperacillin	0.588	-2.057	Moderate	17 (8/9)	The agent increases the effect of the muscle relaxant	#94B9D8	486.270022883295	1
Succinylcholine	Tobramycin	1	Inf	Major	1 (1/0)	The agent increases the effect of the muscle relaxant	#B32020	28.604118993135	1
Succinylcholine	Clindamycin	0.721	-1.097	Moderate	8 (5/3)	The agent increases the effect of muscle relaxant	#B2D0E5	228.83295194508	1
Succinylcholine	Metoclopramide	0.9	-4.266	Moderate	10 (3/7)	The agent increases the effect of succinylcholine	#5187BB	286.04118993135	0.0754537077124034
Azithromycin	Lovastatin	1	Inf	Moderate	2 (2/0)	Azithromycin can possibly increase the statin toxicity	#B32020	57.20823798627	1
Azithromycin	Warfarin	0.816	-1.625	Moderate	17 (9/8)	Increases the anticoagulant effect	#A2C4DE	486.270022883295	1
Midodrine	Phenylephrine	0.5	-1.828	Moderate	2 (1/1)	Increased arterial pressure	#9CBFDB	57.20823798627	1
Midodrine	Prednisone	1	-2.743	None	5 (2/3)	Increased arterial pressure	#80ABCF	143.020594965675	1
Midodrine	Epinephrine	1	-3.657	Moderate	3 (1/2)	Increased arterial pressure	#6596C4	85.812356979405	1
Midodrine	Fludrocortisone	0.876	-1.219	Moderate	5 (3/2)	Increased arterial pressure	#AECDE3	143.020594965675	3.69053346479139e-05
Midodrine	Hydrocortisone	0.75	1.094	None	3 (2/1)	Increased arterial pressure	#F8BABA	85.812356979405	1
Midodrine	Methylprednisolone	0.677	-3.657	None	3 (1/2)	Increased arterial pressure	#6596C4	85.812356979405	1
Midodrine	Salbutamol	0.712	-1.828	Moderate	2 (1/1)	Increased arterial pressure	#9CBFDB	57.20823798627	1
Torasemide	Indomethacin	1	Inf	Moderate	1 (1/0)	The NSAID decreases the diuretic and antihypertensive effects of the loop diuretic	#B32020	28.604118993135	1
Torasemide	Tobramycin	0.5	Inf	Major	1 (1/0)	Increased ototoxicity	#B32020	28.604118993135	1
Torasemide	Gentamicin	1	Inf	Major	2 (2/0)	Increased ototoxicity	#B32020	57.20823798627	1
Citalopram	Metoprolol	0.839	1.231	Moderate	26 (18/8)	The SSRI increases the effect of the beta-blocker	#F6B6B6	743.70709382151	1
Citalopram	Warfarin	0.89	-1.828	Moderate	6 (3/3)	The SSRI increases the effect of anticoagulant	#9CBFDB	171.62471395881	1
Citalopram	Carvedilol	1	2.735	Moderate	6 (5/1)	The SSRI increases the effect of the beta-blocker	#E18686	171.62471395881	1
Moxifloxacin	Warfarin	1	Inf	Major	2 (2/0)	Moxifloxacin increases the anticoagulant effect	#B32020	57.20823798627	1
Moxifloxacin	Calcium	0.757	2.188	Moderate	5 (4/1)	Formation of non-absorbable complexes	#E89898	143.020594965675	1
Moxifloxacin	Magnesium oxide	0.4	Inf	Moderate	1 (1/0)	Formation of non-absorbable complexes	#B32020	28.604118993135	1
Moxifloxacin	Iron	0.667	-1.828	Moderate	2 (1/1)	Formation of non-absorbable complexes	#9CBFDB	57.20823798627	1
Lovastatin	Diltiazem	1	Inf	Major	1 (1/0)	Diltiazem increases the effect and toxicity of the statin	#B32020	28.604118993135	1
Lovastatin	Verapamil	0.011	Inf	Major	1 (1/0)	Verapamil increases the effect and toxicity of statin	#B32020	28.604118993135	1
Lovastatin	Warfarin	1	Inf	Moderate	1 (1/0)	The statin increases the anticoagulant effect	#B32020	28.604118993135	1
Butalbital	Metoprolol	1	Inf	Moderate	3 (3/0)	The barbiturate decreases the effect of metabolized beta-blocker	#B32020	85.812356979405	1
Ranolazine	Diltiazem	1	-1.828	Major	2 (1/1)	Increased levels of ranolazine - risk of toxicity	#9CBFDB	57.20823798627	1
Ranolazine	Sotalol	1	Inf	Major	1 (1/0)	Possible additive effect on QT prolongation	#B32020	28.604118993135	1
Ranolazine	Simvastatin	0.341	-3.657	Major	3 (1/2)	Ranolazine increases the statin level	#6596C4	85.812356979405	1
Mesalazine	Azathioprine	1	-1.828	Moderate	2 (1/1)	The 5-ASA derivative increases the toxicity of thiopurine	#9CBFDB	57.20823798627	0.0664530467542408
Phenytoin	Topiramate	1	Inf	Moderate	1 (1/0)	Increased phenytoin/decreased topiramate	#B32020	28.604118993135	1
Phenytoin	Omeprazole	1	-1.828	Moderate	2 (1/1)	Omeprazole increases the effect of hydantoin	#9CBFDB	57.20823798627	1
Phenytoin	Prednisone	1	-1.828	Moderate	2 (1/1)	The enzyme inducer decreases the effect of the corticosteroid	#9CBFDB	57.20823798627	1
Phenytoin	Warfarin	0.714	1.094	Moderate	3 (2/1)	Increased hydantoin levels and risk of bleeding	#F8BABA	85.812356979405	1
Phenytoin	Furosemide	1	-1.828	Minor	2 (1/1)	The hydantoin decreases the effect of furosemide	#9CBFDB	57.20823798627	1
Phenytoin	Sertraline	1	Inf	Moderate	1 (1/0)	Sertraline increases the effect of hydantoin	#B32020	28.604118993135	1
Doxycycline	Piperacillin	0.769	1.033	Moderate	26 (17/9)	Possible antagonism of action	#F9BCBC	743.70709382151	1
Doxycycline	Aztreonam	1	Inf	None	1 (1/0)	Possible antagonism of action	#B32020	28.604118993135	1
Doxycycline	Digoxin	0.877	1.641	Moderate	8 (6/2)	The tetracycline increases the effect of digoxin in 10% of patients	#F0A9A9	228.83295194508	1
Doxycycline	Ampicillin	0.908	-1.219	Moderate	5 (3/2)	Possible antagonism of action	#AECDE3	143.020594965675	1
Doxycycline	Warfarin	0.599	-1.28	Moderate	17 (10/7)	The tetracycline increases the anticoagulant effect	#ACCCE3	486.270022883295	1
