drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Insulin lispro	Doxycycline	0.43	Inf	Moderate	3 (3/0)		#B32020	17.061934823409	1
Insulin lispro	Acetylsalicylic acid	1	4.138	Moderate	7 (6/1)		#B32020	39.8111812546209	0.728527584301537
Insulin glargine	Doxycycline	0.582	Inf	Moderate	2 (2/0)		#B32020	11.374623215606	1
Insulin glargine	Propranolol	1	Inf	Moderate	1 (1/0)		#B32020	5.68731160780299	1
Insulin glargine	Labetalol	0.508	Inf	Moderate	2 (2/0)		#B32020	11.374623215606	1
Insulin glargine	Acetylsalicylic acid	0.838	2.069	Moderate	4 (3/1)		#E18686	22.749246431212	1
Cyclosporine	Ethinylestradiol	1	Inf	Moderate	1 (1/0)	The contraceptive increases the effect and toxicity of cyclosporine	#B32020	5.68731160780299	1
Cyclosporine	Sulfamethoxazole	1	-2.9	Major	3 (1/2)	The sulfonamide decreases the effect of cyclosporine	#598DBE	17.061934823409	0.00903033419549971
Cyclosporine	Atorvastatin	1	Inf	Major	1 (1/0)	Possible myopathy and rhabdomyolysis	#B32020	5.68731160780299	0.4527882795838
Oxytocin	Phenylephrine	1	Inf	Moderate	45 (45/0)	Possible marked increase of arterial pressure	#B32020	255.929022351135	1.60783101102122e-21
Oxytocin	Epinephrine	0.889	Inf	Moderate	12 (12/0)	Possible marked increase of arterial pressure	#B32020	68.2477392936359	1
Folic acid	Butalbital	1	Inf	None	1 (1/0)	Folic acid decreases the effect of anticonvulsant	#B32020	5.68731160780299	1
Folic acid	Phenobarbital	1	Inf	Moderate	1 (1/0)	Folic acid decreases the effect of anticonvulsant	#B32020	5.68731160780299	1
Fluvoxamine	Mirtazapine	1	Inf	Major	1 (1/0)	Increases the effect adn toxicity of mirtazapine	#B32020	5.68731160780299	1
Amphetamine	Fluoxetine	0.672	-3.625	Major	14 (4/10)	Risk of serotoninergic syndrome	#3673AF	79.6223625092419	1
Esmolol	Lidocaine	1	-1.45	Moderate	16 (8/8)	The beta-blocker increases the effect and toxicity of lidocaine	#9FC1DD	90.9969857248479	4.77503325317803e-08
Esmolol	Epinephrine	1	-2.175	Moderate	10 (4/6)	Hypertension, then bradycardia	#7CA7CD	56.8731160780299	0.00013553745939807
Tramadol	Fluoxetine	0.818	2.759	Major	5 (4/1)	Increased risk of serotonin syndrome	#D16363	28.436558039015	1
Tramadol	Escitalopram	1	-1.45	Major	2 (1/1)	Increased risk of serotonin syndrome	#9FC1DD	11.374623215606	1
Fluconazole	Vincristine	0.516	Inf	Moderate	2 (2/0)	Increases the effect and toxicity of anticancer agent	#B32020	11.374623215606	1
Fluconazole	Midazolam	0.82	-2.175	Major	10 (4/6)	Increases the effect of the benzodiazepine	#7CA7CD	56.8731160780299	1
Fluconazole	Fentanyl	0.873	1.241	Major	14 (9/5)	The imidazole increases levels/toxicity of fentanyl	#F4B1B1	79.6223625092419	1
Fluconazole	Diazepam	0.904	-2.9	Moderate	3 (1/2)	Increases the effect of the benzodiazepine	#598DBE	17.061934823409	1
Fluconazole	Tolterodine	1	Inf	Moderate	1 (1/0)	Increases the effect and toxicity of tolterodine	#B32020	5.68731160780299	1
Erythromycin	Valproic acid	1	Inf	Moderate	3 (3/0)	Erythromycin increases the effect of valproic acid	#B32020	17.061934823409	1
Erythromycin	Midazolam	1	-1.45	Moderate	2 (1/1)	The macrolide increases the efect of the benzodiazepine	#9FC1DD	11.374623215606	1
Erythromycin	Diazepam	0.654	-1.45	Moderate	4 (2/2)	The macrolide increases the effect of the benzodiazepine	#9FC1DD	22.749246431212	1
Erythromycin	Sertraline	0.032	Inf	Moderate	1 (1/0)	Possible serotoninergic syndrome with this combination	#B32020	5.68731160780299	1
Succinylcholine	Piperacillin	0.647	-2.356	Moderate	21 (8/13)	The agent increases the effect of the muscle relaxant	#73A0C9	119.433543763863	2.42991498666198e-11
Succinylcholine	Tobramycin	1	-1.45	Major	2 (1/1)	The agent increases the effect of the muscle relaxant	#9FC1DD	11.374623215606	1
Succinylcholine	Gentamicin	0.5	Inf	Major	1 (1/0)	The agent increases the effect of muscle relaxant	#B32020	5.68731160780299	1
Succinylcholine	Clindamycin	0.576	-1.269	Moderate	15 (8/7)	The agent increases the effect of muscle relaxant	#A8C8E1	85.3096741170449	1
Succinylcholine	Metoclopramide	0.936	1.478	Moderate	22 (15/7)	The agent increases the effect of succinylcholine	#EEA4A4	125.120855371666	2.37917342555524e-07
Midodrine	Fludrocortisone	0.677	Inf	Moderate	3 (3/0)	Increased arterial pressure	#B32020	17.061934823409	0.000485078457888779
Citalopram	Oxycodone	0.516	Inf	Moderate	2 (2/0)	Increased risk of serotonin syndrome	#B32020	11.374623215606	1
Citalopram	Propranolol	1	-1.45	Moderate	2 (1/1)	This SSRI increases the effect of the beta-blocker	#9FC1DD	11.374623215606	1
Moxifloxacin	Magnesium oxide	0.4	Inf	Moderate	1 (1/0)	Formation of non-absorbable complexes	#B32020	5.68731160780299	1
Butalbital	Methadone	1	Inf	Major	1 (1/0)	The barbiturate decreases the effect of methadone	#B32020	5.68731160780299	1
Butalbital	Betamethasone	0.7	Inf	Moderate	3 (3/0)	The barbiturate decreases the effect of the corticosteroid	#B32020	17.061934823409	1
Butalbital	Propranolol	1	-1.45	Moderate	2 (1/1)	The barbiturate decreases the effect of metabolized beta-blocker	#9FC1DD	11.374623215606	1
Butalbital	Medroxyprogesterone acetate	0.094	Inf	Moderate	2 (2/0)	The enzyme inducer decreases the effect of hormones	#B32020	11.374623215606	1
Butalbital	Prednisone	0.25	Inf	Moderate	1 (1/0)	The barbiturate decreases the effect of the corticosteroid	#B32020	5.68731160780299	1
Butalbital	Fludrocortisone	1	Inf	Moderate	1 (1/0)	The barbiturate decreases the effect of the corticosteroid	#B32020	5.68731160780299	1
Butalbital	Norethisterone	1	Inf	Moderate	1 (1/0)	This product may cause a slight decrease of contraceptive effect	#B32020	5.68731160780299	1
