drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Haloperidol	Biperiden	0.53	-1.804	Moderate	106 (39/67)		#A6C7E0	18.1279628958224	1.91463874732488e-226
Mesalazine	Azathioprine	0.399	-1.371	Moderate	166 (72/94)	The metabolism of Azathioprine can be decreased when combined with Mesalazine.	#AECDE3	28.3890739689294	0
Digoxin	Furosemide	0.57	1.587	Moderate	16 (10/6)	The risk or severity of adverse effects can be increased when Furosemide is combined with Digoxin.	#F5B2B2	2.73629628616187	2.48909989748709e-41
Carbamazepine	Levetiracetam	0.431	-1.142	Moderate	167 (80/87)	The risk or severity of adverse effects can be increased when Carbamazepine is combined with Levetiracetam.	#B2D0E5	28.5600924868145	6.2170134827509e-235
Digoxin	Carvedilol	0.484	-1.575	Moderate	10 (4/6)	Digoxin may increase the bradycardic activities of Carvedilol.	#ABCBE2	1.71018517885117	2.08290834966558e-25
Digoxin	Spironolactone	0.482	1.429	Minor	10 (6/4)	The serum concentration of Digoxin can be increased when it is combined with Spironolactone.	#F5B4B4	1.71018517885117	2.11648446944811e-23
Clozapine	Flunitrazepam	0.333	Inf	None	1 (1/0)	The risk or severity of adverse effects can be increased when Flunitrazepam is combined with Clozapine.	#B32020	0.171018517885117	0.264751188063924
Digoxin	Amiodarone	0.729	-3.15	Major	4 (1/3)	The serum concentration of Digoxin can be increased when it is combined with Amiodarone.	#8EB5D5	0.684074071540466	2.85551759358307e-11
Spironolactone	Captopril	0.585	-1.05	Major	16 (8/8)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Captopril.	#B4D1E6	2.73629628616187	7.42533151063647e-32
Lamotrigine	Carbamazepine	0.409	1.905	Moderate	48 (32/16)	The risk or severity of adverse effects can be increased when Lamotrigine is combined with Carbamazepine.	#F2ACAC	8.2088888584856	3.24994482674765e-55
Ethinylestradiol	Amoxicillin	0.182	2487.175	Moderate	5225 (5223/2)		#B32020	893.571755949734	1
Valproic acid	Carbamazepine	0.415	-1.859	Moderate	133 (48/85)	The serum concentration of the active metabolites of Carbamazepine can be increased when Carbamazepine is used in combination with Valproic Acid.	#A5C6DF	22.7454628787205	3.78658878407873e-130
Methotrexate	Hydroxychloroquine	0.303	3.095	Minor	17 (13/4)		#E89696	2.90731480404698	8.58696779709667e-25
Fluoxetine	Risperidone	0.42	-1.525	Moderate	233 (95/138)	The metabolism of Risperidone can be decreased when combined with Fluoxetine.	#ABCBE2	39.8473146672322	4.07610030750859e-107
Ramipril	Spironolactone	0.776	3.81	Major	5 (4/1)	The risk or severity of adverse effects can be increased when Ramipril is combined with Spironolactone.	#E18888	0.855092589425583	2.94248887632844e-06
Pravastatin	Fenofibrate	1	1.905	Major	3 (2/1)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Pravastatin.	#F2ACAC	0.51305555365535	0.000557243770817671
Cyclosporine	Sulfamethoxazole	0.405	-1.33	Major	34 (15/19)	Sulfamethoxazole may increase the nephrotoxic activities of Cyclosporine.	#AFCEE4	5.81462960809396	2.78216980650472e-40
Amiodarone	Acenocoumarol	0.75	-6.3	None	7 (1/6)	The therapeutic efficacy of Acenocoumarol can be increased when used in combination with Amiodarone.	#568BBD	1.19712962519582	2.71312756004231e-17
