drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Amiodarone	Acenocoumarol	0.331	-1.662	None	4372 (1794/2578)	The therapeutic efficacy of Acenocoumarol can be increased when used in combination with Amiodarone.	#B1CFE5	599.063312715982	0
Omeprazole	Alprazolam	0.292	2.24	Moderate	23505 (16959/6546)	The metabolism of Alprazolam can be decreased when combined with Omeprazole.	#F7B7B7	3220.71893078435	1
Omeprazole	Diazepam	0.234	1.797	Moderate	26342 (17784/8558)	The metabolism of Diazepam can be decreased when combined with Omeprazole.	#F7B9B9	3609.45237501473	1
Digoxin	Furosemide	0.339	-1.084	Moderate	4283 (2211/2072)	The risk or severity of adverse effects can be increased when Furosemide is combined with Digoxin.	#B4D1E6	586.868291025286	0
Digoxin	Spironolactone	0.365	-1.023	Minor	1468 (779/689)	The serum concentration of Digoxin can be increased when it is combined with Spironolactone.	#B4D1E6	201.149346538669	0
Acetaminophen	Acenocoumarol	0.226	-1.237	None	16868 (8151/8717)	Acetaminophen may increase the anticoagulant activities of Acenocoumarol.	#B4D1E6	2311.29916717593	1
Alendronic acid	Ibuprofen	0.163	11.306	Moderate	8459 (7858/601)	The risk or severity of adverse effects can be increased when Ibuprofen is combined with Alendronic acid.	#E38B8B	1159.07515147861	1
Acetylsalicylic acid	Ibuprofen	0.127	-1.393	Major	22862 (10371/12491)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Ibuprofen.	#B2D0E5	3132.61332463696	1
Rivastigmine	Quetiapine	0.312	-1.133	Moderate	677 (342/335)		#B4D1E6	92.7643784786642	0
Haloperidol	Biperiden	0.467	-1.148	Moderate	279 (140/139)		#B4D1E6	38.2293376595972	3.57118396893126e-309
Acetylsalicylic acid	Gliclazide	0.371	-2.179	None	8772 (3041/5731)	Acetylsalicylic acid may increase the hypoglycemic activities of Gliclazide.	#AFCEE4	1201.96326146949	3.23620492918104e-39
Omeprazole	Clonazepam	0.244	1.55	Moderate	6187 (3971/2216)		#F8BABA	847.759541576803	1
Donepezil	Quetiapine	0.343	1.088	Moderate	560 (312/248)		#F9BCBC	76.732720750446	0
Risperidone	Donepezil	0.298	1.275	Moderate	428 (255/173)		#F9BCBC	58.6457222878409	3.9896463882946e-310
Acetylsalicylic acid	Insulin aspart	0.314	-1.54	Moderate	3868 (1659/2209)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Aspart.	#B2D0E5	530.003864040581	5.69614721290844e-160
Acetylsalicylic acid	Glyburide	0.34	-2.095	Moderate	5238 (1863/3375)	Acetylsalicylic acid may increase the hypoglycemic activities of Glyburide.	#AFCEE4	717.724984447922	2.73555885884148e-80
Indomethacin	Methotrexate	0.29	1.394	Major	491 (303/188)	The serum concentration of Methotrexate can be increased when it is combined with Indomethacin.	#F8BABA	67.2781533722661	1.29669966135909e-234
Omeprazole	Methotrexate	0.304	1.394	Major	3276 (2022/1254)	The serum concentration of Methotrexate can be increased when it is combined with Omeprazole.	#F8BABA	448.886416390109	5.98258004626052e-12
Trimethoprim	Leucovorin	0.564	-2.107	Major	364 (129/235)		#AFCEE4	49.8762684877899	0
Digoxin	Carvedilol	0.322	-1.99	Moderate	1110 (408/702)	Digoxin may increase the bradycardic activities of Carvedilol.	#B1CFE5	152.095214344634	0
Entacapone	Apomorphine	0.151	-1.156	Moderate	10 (5/5)		#B4D1E6	1.37022715625796	9.00747644712814e-18
Diclofenac	Alendronic acid	0.149	9.326	Moderate	3076 (2815/261)	The risk or severity of adverse effects can be increased when Diclofenac is combined with Alendronic acid.	#E79494	421.48187326495	1
Warfarin	Amiodarone	0.323	-1.778	Major	477 (188/289)	The therapeutic efficacy of Warfarin can be increased when used in combination with Amiodarone.	#B1CFE5	65.3598353535049	4.74972073271625e-219
Acetylsalicylic acid	Insulin detemir	0.323	-1.463	Moderate	2016 (890/1126)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Detemir.	#B2D0E5	276.237794701606	2.73005951755987e-65
Galantamine	Risperidone	0.283	-1.053	Moderate	193 (101/92)		#B4D1E6	26.4453841157787	1.02863586397761e-146
Bisoprolol	Ibuprofen	0.128	-1.052	Moderate	7189 (3765/3424)	Ibuprofen may decrease the antihypertensive activities of Bisoprolol.	#B4D1E6	985.056302633851	1
Mesalazine	Azathioprine	0.353	-2.176	Moderate	170 (59/111)	The metabolism of Azathioprine can be decreased when combined with Mesalazine.	#AFCEE4	23.2938616563854	3.82522239880131e-181
Trazodone	Rivastigmine	0.281	1.051	Moderate	390 (214/176)		#F9BCBC	53.4388590940606	2.91038490018885e-195
Allopurinol	Acenocoumarol	0.319	-4.958	None	3897 (737/3160)	Allopurinol may increase the anticoagulant activities of Acenocoumarol.	#A3C5DF	533.977522793729	2.32590112421452e-98
Levothyroxine	Acenocoumarol	0.287	2.085	None	2282 (1613/669)	Levothyroxine may increase the anticoagulant activities of Acenocoumarol.	#F7B7B7	312.685837058067	1
Atenolol	Ibuprofen	0.149	1.319	Moderate	4598 (2777/1821)	Ibuprofen may decrease the antihypertensive activities of Atenolol.	#F9BCBC	630.030446447412	1
Prednisone	Acetylsalicylic acid	0.152	-2.104	Moderate	7024 (2491/4533)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Prednisone.	#AFCEE4	962.447554555594	1
Propafenone	Acenocoumarol	0.343	1.392	None	428 (264/164)	The serum concentration of Acenocoumarol can be increased when it is combined with Propafenone.	#F8BABA	58.6457222878409	3.31215662524585e-104
Galantamine	Quetiapine	0.314	-1.257	Moderate	217 (104/113)	Galantamine may increase the QTc-prolonging activities of Quetiapine.	#B4D1E6	29.7339292907978	5.14946755588321e-147
Methotrexate	Hydroxychloroquine	0.287	2.1	Minor	144 (102/42)		#F7B7B7	19.7312710501147	2.47642316186611e-103
Digoxin	Amiodarone	0.333	-1.636	Major	652 (270/382)	The serum concentration of Digoxin can be increased when it is combined with Amiodarone.	#B2D0E5	89.3388105880193	4.92374394843394e-142
Alendronic acid	Naproxen	0.135	12.208	Moderate	2298 (2146/152)	The risk or severity of adverse effects can be increased when Naproxen is combined with Alendronic acid.	#E18888	314.87820050808	1
Tramadol	Citalopram	0.214	4.042	Major	2525 (2080/445)	Citalopram may increase the neuroexcitatory activities of Tramadol.	#F2AEAE	345.982356955136	1
Trazodone	Donepezil	0.309	1.059	Moderate	367 (202/165)		#F9BCBC	50.2873366346673	6.11837947522992e-168
Bisoprolol	Gliclazide	0.34	-1.886	None	2802 (1065/1737)	Bisoprolol may increase the hypoglycemic activities of Gliclazide.	#B1CFE5	383.937649183482	1
Simvastatin	Clarithromycin	0.062	1.193	Major	3237 (1877/1360)	The serum concentration of Simvastatin can be increased when it is combined with Clarithromycin.	#F9BCBC	443.542530480703	1
Omeprazole	Ketazolam	0.281	2.412	None	1459 (1074/385)		#F6B6B6	199.916142098037	1
Furosemide	Ibuprofen	0.196	1.098	Moderate	5118 (2863/2255)	The therapeutic efficacy of Furosemide can be decreased when used in combination with Ibuprofen.	#F9BCBC	701.282258572826	1
Torasemide	Ibuprofen	0.166	1.499	Moderate	3283 (2082/1201)	The therapeutic efficacy of Torasemide can be decreased when used in combination with Ibuprofen.	#F8BABA	449.84557539949	1
Diltiazem	Atorvastatin	0.468	-2.089	Moderate	2099 (748/1351)	The serum concentration of Diltiazem can be increased when it is combined with Atorvastatin.	#AFCEE4	287.610680098547	2.47936152671598e-09
Tramadol	Paroxetine	0.2	5.603	Major	2012 (1743/269)	Paroxetine may increase the neuroexcitatory activities of Tramadol.	#F0A7A7	275.689703839102	1
Ceftazidime	Tobramycin	1	Inf	Moderate	1 (1/0)		#B32020	0.137022715625796	1
Warfarin	Propafenone	0.28	1.455	Moderate	110 (69/41)	The serum concentration of Warfarin can be increased when it is combined with Propafenone.	#F8BABA	15.0724987188376	7.3307677313653e-58
Digoxin	Verapamil	0.398	-1.144	Moderate	364 (183/181)	The metabolism of Digoxin can be decreased when combined with Verapamil.	#B4D1E6	49.8762684877899	1.00452501940818e-99
Diltiazem	Simvastatin	0.442	-1.637	Major	2845 (1178/1667)	The serum concentration of Simvastatin can be increased when it is combined with Diltiazem.	#B2D0E5	389.829625955391	1
Pravastatin	Fenofibrate	0.752	-1.789	Major	866 (340/526)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Pravastatin.	#B1CFE5	118.66167173194	3.78760950418577e-88
Bisoprolol	Salbutamol	0.165	-1.621	Moderate	3057 (1273/1784)	Bisoprolol may decrease the bronchodilatory activities of Salbutamol.	#B2D0E5	418.87844166806	1
Acetaminophen	Warfarin	0.225	-1.325	Minor	1807 (842/965)	Acetaminophen may increase the anticoagulant activities of Warfarin.	#B4D1E6	247.600047135814	1
Spironolactone	Enalapril	0.341	-1.822	Major	2382 (925/1457)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Enalapril.	#B1CFE5	326.388108620647	1
Propranolol	Primidone	0.232	-1.569	Moderate	132 (56/76)	The metabolism of Propranolol can be increased when combined with Primidone.	#B2D0E5	18.0869984626051	6.67792351866383e-89
Citalopram	Acenocoumarol	0.308	1.339	None	1328 (807/521)	The metabolism of Acenocoumarol can be decreased when combined with Citalopram.	#F8BABA	181.966166351058	1
Prednisone	Acenocoumarol	0.158	-1.62	None	2170 (904/1266)		#B2D0E5	297.339292907978	1
Omeprazole	Itraconazole	0.106	1.396	Moderate	1587 (980/607)	The serum concentration of Itraconazole can be decreased when it is combined with Omeprazole.	#F8BABA	217.455049698139	1
Bisoprolol	Formoterol	0.218	-1.834	Moderate	2206 (853/1353)	Bisoprolol may decrease the bronchodilatory activities of Formoterol.	#B1CFE5	302.272110670507	1
