drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Folic acid	Phenytoin	0.387	Inf	Moderate	1 (1/0)	Folic acid decreases the levels of hydantoin	#B32020	9.63669654042594	1
Folic acid	Phenobarbital	0.26	Inf	Moderate	1 (1/0)	Folic acid decreases the effect of anticonvulsant	#B32020	9.63669654042594	1
Tramadol	Fluoxetine	0.239	6.443	Major	58 (53/5)	Increased risk of serotonin syndrome	#B32020	558.928399344705	1
Tramadol	Carbamazepine	0.273	2.431	Moderate	10 (8/2)	Reduces the efficacy of tramadol	#DF8383	96.3669654042594	1
Fluconazole	Phenytoin	0.342	-1.645	Moderate	2 (1/1)	Increases the effect of hydantoin	#9CBFDB	19.2733930808519	1
Fluconazole	Amitriptyline	0.253	4.863	Moderate	18 (16/2)	The imidazole increases the effect and toxicity of the tricyclic	#B32121	173.460537727667	1
Fluconazole	Imipramine	0.193	2.431	Moderate	5 (4/1)	The imidazole increases the effect and toxicity of the tricyclic	#DF8383	48.1834827021297	1
Fluconazole	Nortriptyline	0.389	Inf	Moderate	5 (5/0)	The imidazole increases the effect and toxicity of the tricyclic	#B32020	48.1834827021297	1
Fluconazole	Carbamazepine	0.276	-1.645	Moderate	10 (5/5)	Increases the effect of carbamazepine	#9CBFDB	96.3669654042594	1
Fluconazole	Simvastatin	0.285	1.713	Major	42 (31/11)	Increased risk of myopathy/rhabdomyolysis	#EC9F9F	404.74125469789	1
Fluconazole	Warfarin	0.476	Inf	Major	1 (1/0)	Increases the anticoagulant effect	#B32020	9.63669654042594	1
Fluconazole	Diazepam	0.585	Inf	Moderate	2 (2/0)	Increases the effect of the benzodiazepine	#B32020	19.2733930808519	1
Fluconazole	Clonazepam	0.262	4.515	None	59 (52/7)	Increases the effect of the benzodiazepine	#BA2F2F	568.565095885131	1
Erythromycin	Diazepam	0.095	Inf	Moderate	1 (1/0)	The macrolide increases the effect of the benzodiazepine	#B32020	9.63669654042594	1
Azithromycin	Warfarin	0.258	Inf	Moderate	1 (1/0)	Increases the anticoagulant effect	#B32020	9.63669654042594	1
Phenytoin	Valproic acid	0.457	-1.645	Moderate	6 (3/3)	Valproate increases the effect of hydantoin	#9CBFDB	57.8201792425557	0.0186832456328686
Phenytoin	Omeprazole	0.431	1.114	Moderate	17 (11/6)	Omeprazole increases the effect of hydantoin	#F7B9B9	163.823841187241	1
Phenytoin	Fluoxetine	0.488	1.013	Moderate	8 (5/3)	Fluoxetine increases the effect of phenytoin	#F9BCBC	77.0935723234075	1
Phenytoin	Ciprofloxacin	0.15	-1.645	Moderate	4 (2/2)	Ciprofloxacin decreases the hydantoin effect	#9CBFDB	38.5467861617038	1
Phenytoin	Medroxyprogesterone acetate	0.602	Inf	Moderate	1 (1/0)	The enzyme inducer decreases the effect of the hormones	#B32020	9.63669654042594	1
Phenytoin	Prednisone	0.349	1.216	Moderate	3 (2/1)	The enzyme inducer decreases the effect of the corticosteroid	#F5B4B4	28.9100896212778	1
Phenytoin	Warfarin	0.426	Inf	Moderate	2 (2/0)	Increased hydantoin levels and risk of bleeding	#B32020	19.2733930808519	1
