drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Mesalazine	Azathioprine	0.383	-1.356	Moderate	369 (174/195)	The metabolism of Azathioprine can be decreased when combined with Mesalazine.	#B1CFE5	44.8837401657171	0
Haloperidol	Biperiden	0.488	-3.86	Moderate	176 (42/134)		#91B7D7	21.4079627890683	1.1522721326916e-313
Digoxin	Spironolactone	0.574	-1.109	Minor	23 (12/11)	The serum concentration of Digoxin can be increased when it is combined with Spironolactone.	#B4D1E6	2.79763150084416	9.83426645611571e-53
Digoxin	Amiodarone	0.619	1.102	Major	7 (4/3)	The serum concentration of Digoxin can be increased when it is combined with Amiodarone.	#F9BCBC	0.851453065474308	1.22553767954245e-15
Digoxin	Carvedilol	0.565	-1.383	Moderate	15 (7/8)	Digoxin may increase the bradycardic activities of Carvedilol.	#AFCEE4	1.82454228315923	2.95717704856508e-33
Digoxin	Furosemide	0.622	-1.774	Moderate	37 (15/22)	The risk or severity of adverse effects can be increased when Furosemide is combined with Digoxin.	#ABCBE2	4.50053763179277	6.13180808212121e-81
Carbamazepine	Levetiracetam	0.48	-1.589	Moderate	192 (83/109)	The risk or severity of adverse effects can be increased when Carbamazepine is combined with Levetiracetam.	#AECDE3	23.3541412244382	1.0975101907356e-241
Methotrexate	Hydroxychloroquine	0.325	7.085	Minor	67 (60/7)		#D66F6F	8.14962219811123	3.41675008668498e-90
Amiodarone	Acenocoumarol	0.432	-1.936	None	26 (10/16)	The therapeutic efficacy of Acenocoumarol can be increased when used in combination with Amiodarone.	#A9C9E1	3.162539957476	3.58697160587855e-53
Indomethacin	Methotrexate	0.396	1.555	Major	121 (79/42)	The serum concentration of Methotrexate can be increased when it is combined with Indomethacin.	#F6B6B6	14.7179744174845	3.05172113777823e-128
Omeprazole	Diazepam	0.534	1.359	Moderate	6904 (4293/2611)	The metabolism of Diazepam can be decreased when combined with Omeprazole.	#F7B9B9	839.775994862089	1
Valproic acid	Carbamazepine	0.479	-1.776	Moderate	190 (77/113)	The serum concentration of the active metabolites of Carbamazepine can be increased when Carbamazepine is used in combination with Valproic Acid.	#ABCBE2	23.1108689200169	5.98447998485651e-178
Lamotrigine	Carbamazepine	0.457	1.653	Moderate	87 (58/29)	The risk or severity of adverse effects can be increased when Lamotrigine is combined with Carbamazepine.	#F5B4B4	10.5823452423235	2.6773527222009e-87
Ethinylestradiol	Amoxicillin	0.186	1717.818	Moderate	6238 (6235/3)		#B32020	758.766317489819	1
Fluvoxamine	Clomipramine	0.412	-1.781	Major	89 (36/53)	The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Clomipramine.	#ABCBE2	10.8256175467448	4.50578331353429e-114
Trimethoprim	Leucovorin	0.594	-2.35	Major	153 (52/101)		#A5C6DF	18.6103312882242	1.11196295605278e-209
Propranolol	Rizatriptan	0.464	4.546	Moderate	195 (165/30)	The serum concentration of Rizatriptan can be increased when it is combined with Propranolol.	#E59090	23.71904968107	2.3676301775446e-106
Omeprazole	Alprazolam	0.369	1.581	Moderate	3230 (2121/1109)	The metabolism of Alprazolam can be decreased when combined with Omeprazole.	#F6B6B6	392.884771640288	1
Diltiazem	Buspirone	0.2	Inf	Moderate	1 (1/0)	The metabolism of Buspirone can be decreased when combined with Diltiazem.	#B32020	0.121636152210615	1
Mesalazine	Mercaptopurine	0.255	-1.21	Moderate	20 (10/10)	The metabolism of Mercaptopurine can be decreased when combined with Mesalazine.	#B2D0E5	2.43272304421231	7.62177289467608e-28
Atomoxetine	Propafenone	1	Inf	Moderate	1 (1/0)	The serum concentration of Atomoxetine can be increased when it is combined with Propafenone.	#B32020	0.121636152210615	1
Disopyramide	Bisoprolol	0.053	Inf	Major	1 (1/0)	Disopyramide may increase the bradycardic activities of Bisoprolol.	#B32020	0.121636152210615	1
Spironolactone	Enalapril	0.467	1.056	Major	41 (23/18)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Enalapril.	#F9BCBC	4.98708224063523	1.35573909335262e-38
Pravastatin	Fenofibrate	0.823	-3.831	Major	25 (6/19)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Pravastatin.	#91B7D7	3.04090380526539	8.66935913813339e-38
Galantamine	Methotrimeprazine	0.1	Inf	Moderate	1 (1/0)	The metabolism of Galantamine can be decreased when combined with Methotrimeprazine.	#B32020	0.121636152210615	1
Omeprazole	Methotrexate	0.314	1.647	Major	377 (251/126)	The serum concentration of Methotrexate can be increased when it is combined with Omeprazole.	#F5B4B4	45.856829383402	2.02020824018736e-23
Trospium	Oxybutynin	1	Inf	Moderate	2 (2/0)	The risk or severity of adverse effects can be increased when Trospium is combined with Oxybutynin.	#B32020	0.243272304421231	0.0556408749477658
Fluoxetine	Clomipramine	0.359	1.189	Major	139 (82/57)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Clomipramine.	#F8BABA	16.9074251572755	2.42825231173451e-58
Omeprazole	Clonazepam	0.341	-1.088	Moderate	940 (495/445)		#B4D1E6	114.337983077979	1
Carbamazepine	Risperidone	0.4	-3.769	Moderate	107 (26/81)	The serum concentration of Risperidone can be decreased when it is combined with Carbamazepine.	#93B8D7	13.0150682865359	3.64868609182797e-86
Spironolactone	Tolevamer	0.327	Inf	Moderate	2 (2/0)		#B32020	0.243272304421231	0.0244656264013234
Topiramate	Carbamazepine	0.45	-1.407	Moderate	106 (49/57)	The serum concentration of Topiramate can be decreased when it is combined with Carbamazepine.	#AFCEE4	12.8934321343252	5.20883020991176e-62
Fluvoxamine	Olanzapine	0.331	-2.64	Moderate	70 (22/48)	The metabolism of Olanzapine can be decreased when combined with Fluvoxamine.	#A0C3DD	8.51453065474308	9.31080428574941e-53
Haloperidol	Lithium cation	0.455	-3.495	Major	35 (9/26)	Lithium may increase the neurotoxic activities of Haloperidol.	#96BBD9	4.25726532737154	1.08857232781327e-41
Phenytoin	Lamotrigine	0.357	-2.117	Moderate	22 (8/14)	The serum concentration of Lamotrigine can be decreased when it is combined with Phenytoin.	#A6C7E0	2.67599534863354	1.67373975606768e-25
Fluoxetine	Risperidone	0.382	-1.823	Moderate	178 (71/107)	The metabolism of Risperidone can be decreased when combined with Fluoxetine.	#ABCBE2	21.6512350934895	1.33391072329671e-51
Levothyroxine	Iron	0.265	68.437	Moderate	419 (414/5)	The serum concentration of Levothyroxine can be decreased when it is combined with Iron.	#B32020	50.9655477762479	1
Spironolactone	Captopril	0.601	1.653	Major	6 (4/2)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Captopril.	#F5B4B4	0.729816913263693	3.43267788409588e-07
Verapamil	Triazolam	1	Inf	Moderate	1 (1/0)	The metabolism of Triazolam can be decreased when combined with Verapamil.	#B32020	0.121636152210615	1
Raloxifene	Estriol	1	Inf	None	1 (1/0)		#B32020	0.121636152210615	1
Clozapine	Clonazepam	0.314	-4.083	Moderate	35 (8/27)	The risk or severity of adverse effects can be increased when Clonazepam is combined with Clozapine.	#8EB5D5	4.25726532737154	1.4930234751445e-36
Topiramate	Lithium cation	0.407	-1.377	Moderate	62 (29/33)	The serum concentration of Lithium can be increased when it is combined with Topiramate.	#AFCEE4	7.54144143705816	1.11718382611747e-35
Pyridostigmine	Prednisone	0.464	5.786	Moderate	32 (28/4)	The risk or severity of adverse effects can be increased when Prednisone is combined with Pyridostigmine.	#DE8080	3.89235687073969	8.7955670079572e-16
Warfarin	Amiodarone	0.8	-1.21	Major	2 (1/1)	The therapeutic efficacy of Warfarin can be increased when used in combination with Amiodarone.	#B2D0E5	0.243272304421231	0.0785740381209023
Phenytoin	Vigabatrin	0.25	Inf	Minor	1 (1/0)	The serum concentration of Phenytoin can be decreased when it is combined with Vigabatrin.	#B32020	0.121636152210615	1
Sulfasalazine	Azathioprine	0.315	1.929	Moderate	10 (7/3)		#F4B1B1	1.21636152210615	3.55451059796174e-07
Prednisone	Ethinylestradiol	0.204	Inf	Moderate	632 (632/0)	The serum concentration of Prednisone can be increased when it is combined with Ethinyl Estradiol.	#B32020	76.8740481971089	1
Diltiazem	Amiodarone	0.908	-3.63	Major	4 (1/3)	The risk or severity of bradycardia can be increased when Diltiazem is combined with Amiodarone.	#94B9D8	0.486544608842462	1.66292054294077e-06
Tacrolimus	Atorvastatin	0.359	-1.783	Moderate	47 (19/28)	The risk or severity of adverse effects can be increased when Tacrolimus is combined with Atorvastatin.	#ABCBE2	5.71689915389893	5.36931961597943e-29
Colestipol	Ursodeoxycholic acid	0.25	Inf	None	1 (1/0)	The serum concentration of Ursodeoxycholic acid can be decreased when it is combined with Colestipol.	#B32020	0.121636152210615	1
Galantamine	Risperidone	0.333	Inf	Moderate	1 (1/0)		#B32020	0.121636152210615	1
Sucralfate	Lansoprazole	0.468	1.653	Moderate	33 (22/11)		#F5B4B4	4.01399302295031	2.48174589109873e-14
Fluvoxamine	Moclobemide	0.1	Inf	None	1 (1/0)	The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Moclobemide.	#B32020	0.121636152210615	1
Fluvoxamine	Lithium cation	0.339	-1.664	Major	19 (8/11)	Lithium may increase the serotonergic activities of Fluvoxamine.	#ACCCE3	2.31108689200169	2.97598626621265e-15
Simvastatin	Fenofibrate	0.468	-2.178	Major	28 (10/18)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Simvastatin.	#A6C7E0	3.40581226189723	5.94770772540884e-16
Repaglinide	Glyburide	0.364	Inf	None	1 (1/0)	Repaglinide may increase the hypoglycemic activities of Glyburide.	#B32020	0.121636152210615	1
Ramipril	Spironolactone	0.527	1.102	Major	7 (4/3)	The risk or severity of adverse effects can be increased when Ramipril is combined with Spironolactone.	#F9BCBC	0.851453065474308	1.6531228303152e-05
Amitriptyline	Duloxetine	0.389	4.629	Major	66 (56/10)	Duloxetine may increase the serotonergic activities of Amitriptyline.	#E48E8E	8.02798604590062	5.03118741504231e-08
Methotrexate	Naproxen	0.326	2.279	Major	139 (102/37)	The serum concentration of Methotrexate can be increased when it is combined with Naproxen.	#F2ACAC	16.9074251572755	1
Fenofibrate	Atorvastatin	0.492	-5.243	Major	32 (6/26)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Atorvastatin.	#80ABCF	3.89235687073969	7.70999776213475e-31
Acetaminophen	Acenocoumarol	0.266	-1.33	None	296 (141/155)	Acetaminophen may increase the anticoagulant activities of Acenocoumarol.	#B1CFE5	36.0043010543422	1
Propranolol	Ibuprofen	0.337	2.492	Moderate	526 (395/131)	Ibuprofen may decrease the antihypertensive activities of Propranolol.	#F0A9A9	63.9806160627837	1
Cyclosporine	Sirolimus	0.031	Inf	Moderate	1 (1/0)	The risk or severity of adverse effects can be increased when Sirolimus is combined with Cyclosporine.	#B32020	0.121636152210615	1
Propranolol	Sertraline	0.39	1.446	Moderate	99 (63/36)	The metabolism of Propranolol can be decreased when combined with Sertraline.	#F7B7B7	12.0419790688509	1.9980301304612e-07
Digoxin	Hydrochlorothiazide	0.365	-1.613	Moderate	7 (3/4)	The risk or severity of adverse effects can be increased when Hydrochlorothiazide is combined with Digoxin.	#AECDE3	0.851453065474308	1.65736940834932e-06
Paroxetine	Risperidone	0.374	-2.773	Moderate	158 (48/110)	The metabolism of Risperidone can be decreased when combined with Paroxetine.	#9FC1DD	19.2185120492772	8.72635693415882e-16
Haloperidol	Carbamazepine	0.385	-4.436	Moderate	28 (6/22)	The metabolism of Haloperidol can be increased when combined with Carbamazepine.	#8BB3D4	3.40581226189723	5.19528937779171e-24
Cyclosporine	Methotrexate	0.183	-1.815	Moderate	15 (6/9)	The serum concentration of Methotrexate can be increased when it is combined with Cyclosporine.	#ABCBE2	1.82454228315923	2.65722391381958e-12
Propranolol	Paroxetine	0.32	2.089	Moderate	127 (91/36)	The metabolism of Propranolol can be decreased when combined with Paroxetine.	#F3AFAF	15.4477913307482	1
Cyclosporine	Sulfamethoxazole	0.465	-1.882	Major	23 (9/14)	Sulfamethoxazole may increase the nephrotoxic activities of Cyclosporine.	#A9C9E1	2.79763150084416	7.6006782559289e-16
Trospium	Risperidone	0.341	-1.21	Moderate	4 (2/2)		#B2D0E5	0.486544608842462	0.00523773506748524
Sumatriptan	Ergotamine	0.687	2.112	Major	32 (23/9)	Ergotamine may increase the vasoconstricting activities of Sumatriptan.	#F2AEAE	3.89235687073969	2.67589413740311e-11
Trihexyphenidyl	Haloperidol	0.661	-13.309	Moderate	12 (1/11)		#1E61A5	1.45963382652739	8.81013512566453e-22
Atenolol	Diltiazem	0.285	1.24	Major	5 (3/2)	Diltiazem may increase the hypotensive activities of Atenolol.	#F8BABA	0.608180761053077	0.00319518126667538
Propranolol	Escitalopram	0.36	1.053	None	116 (65/51)		#F9BCBC	14.1097936564314	2.72702730979425e-06
Amitriptyline	Fluoxetine	0.335	3.494	Major	115 (93/22)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Amitriptyline.	#EB9C9C	13.9881575042208	1
Prednisone	Acetylsalicylic acid	0.447	2.263	Moderate	157 (115/42)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Prednisone.	#F2ACAC	19.0968758970666	1
Carbamazepine	Midazolam	0.26	-2.662	Moderate	16 (5/11)	The metabolism of Midazolam can be increased when combined with Carbamazepine.	#A0C3DD	1.94617843536985	1.79053057106345e-13
Moclobemide	Clomipramine	0.085	-1.21	None	2 (1/1)	Moclobemide may increase the serotonergic activities of Clomipramine.	#B2D0E5	0.243272304421231	0.511421439743157
Cyclosporine	Carvedilol	0.4	-1.21	Moderate	4 (2/2)	The serum concentration of Cyclosporine can be increased when it is combined with Carvedilol.	#B2D0E5	0.486544608842462	0.0158607059134966
Acetylsalicylic acid	Ibuprofen	0.415	1.279	Major	558 (339/219)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Ibuprofen.	#F7B9B9	67.8729729335234	1
Ziprasidone	Pimozide	0.603	-1.21	Major	2 (1/1)	The serum concentration of Pimozide can be increased when it is combined with Ziprasidone.	#B2D0E5	0.243272304421231	1
Phenobarbital	Estriol	0.037	Inf	None	1 (1/0)		#B32020	0.121636152210615	1
Ziprasidone	Chlorpromazine	0.377	-3.63	Major	4 (1/3)	Chlorpromazine may increase the QTc-prolonging activities of Ziprasidone.	#94B9D8	0.486544608842462	0.000902400364308389
Cyclosporine	Atorvastatin	0.321	1.033	Major	9 (5/4)	The serum concentration of Atorvastatin can be increased when it is combined with Cyclosporine.	#F9BCBC	1.09472536989554	0.000254219519404063
Cyclosporine	Omeprazole	0.331	-1.233	Moderate	105 (52/53)	The serum concentration of Cyclosporine can be increased when it is combined with Omeprazole.	#B2D0E5	12.7717959821146	1
Atenolol	Clonidine	0.818	Inf	Major	1 (1/0)	Clonidine may increase the atrioventricular blocking (AV block) activities of Atenolol.	#B32020	0.121636152210615	1
Fluvastatin	Colchicine	0.1	Inf	Major	1 (1/0)	Colchicine may increase the myopathic rhabdomyolysis activities of Fluvastatin.	#B32020	0.121636152210615	1
Phenytoin	Conjugated estrogens	0.188	Inf	Moderate	1 (1/0)	The therapeutic efficacy of Conjugated estrogens can be decreased when used in combination with Phenytoin.	#B32020	0.121636152210615	1
Methadone	Carbamazepine	0.5	Inf	Major	1 (1/0)	The metabolism of Methadone can be increased when combined with Carbamazepine.	#B32020	0.121636152210615	1
Doxycycline	Ethinylestradiol	0.289	Inf	Moderate	212 (212/0)	The metabolism of Ethinyl Estradiol can be decreased when combined with Doxycycline.	#B32020	25.7868642686505	1
