drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Haloperidol	Biperiden	0.513	-2.144	Moderate	577 (193/384)		#A9C9E1	56.5510522710099	0
Omeprazole	Diazepam	0.368	1.566	Moderate	30336 (19047/11289)	The metabolism of Diazepam can be decreased when combined with Omeprazole.	#F7B7B7	2973.19362511847	1
Mesalazine	Azathioprine	0.405	-1.53	Moderate	530 (219/311)	The metabolism of Azathioprine can be decreased when combined with Mesalazine.	#AFCEE4	51.9446407342032	0
Amiodarone	Acenocoumarol	0.395	-3.922	None	413 (89/324)	The therapeutic efficacy of Acenocoumarol can be increased when used in combination with Amiodarone.	#97BCD9	40.4776162702376	0
Omeprazole	Alprazolam	0.275	1.875	Moderate	17027 (11389/5638)	The metabolism of Alprazolam can be decreased when combined with Omeprazole.	#F5B4B4	1668.79509015335	1
Trimethoprim	Leucovorin	0.544	-2.31	Major	635 (202/433)		#A8C8E1	62.2355601249416	0
Indomethacin	Methotrexate	0.314	1.428	Major	660 (400/260)	The serum concentration of Methotrexate can be increased when it is combined with Indomethacin.	#F7B9B9	64.6857790274983	0
Digoxin	Furosemide	0.417	-2.223	Moderate	337 (110/227)	The risk or severity of adverse effects can be increased when Furosemide is combined with Digoxin.	#A8C8E1	33.028950806465	0
Methotrexate	Hydroxychloroquine	0.292	3.954	Minor	263 (213/50)		#EB9E9E	25.7763028548971	4.53262501710948e-250
Pravastatin	Fenofibrate	0.833	-4.31	Major	855 (171/684)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Pravastatin.	#93B8D7	83.797486467441	0
Carbamazepine	Levetiracetam	0.543	-1.653	Moderate	332 (131/201)	The risk or severity of adverse effects can be increased when Carbamazepine is combined with Levetiracetam.	#AECDE3	32.5389070259537	0
Omeprazole	Clonazepam	0.287	1.371	Moderate	5041 (3006/2035)		#F7B9B9	494.062139511544	1
Digoxin	Spironolactone	0.479	-2.532	Minor	134 (40/94)	The serum concentration of Digoxin can be increased when it is combined with Spironolactone.	#A5C6DF	13.1331733177042	1.4853478248189e-177
Omeprazole	Methotrexate	0.308	1.827	Major	2286 (1516/770)	The serum concentration of Methotrexate can be increased when it is combined with Omeprazole.	#F5B4B4	224.04801644979	6.80577820214309e-117
Digoxin	Amiodarone	0.346	-4.242	Major	79 (16/63)	The serum concentration of Digoxin can be increased when it is combined with Amiodarone.	#94B9D8	7.74269173207934	8.84179705977805e-124
Acetylsalicylic acid	Insulin aspart	0.326	-2.717	Moderate	986 (280/706)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Aspart.	#A3C5DF	96.6366335168384	0
Digoxin	Carvedilol	0.349	-6.106	Moderate	180 (27/153)	Digoxin may increase the bradycardic activities of Carvedilol.	#80ABCF	17.6415760984086	4.12900242858977e-265
Propranolol	Rizatriptan	0.3	4.498	Moderate	380 (315/65)	The serum concentration of Rizatriptan can be increased when it is combined with Propranolol.	#E89898	37.2433273188627	2.84871153757239e-144
Ranolazine	Diltiazem	0.471	1.671	Major	14 (9/5)	The serum concentration of Ranolazine can be increased when it is combined with Diltiazem.	#F6B6B6	1.37212258543178	4.65463263324957e-18
Levothyroxine	Iron	0.206	42.59	Moderate	1266 (1239/27)	The serum concentration of Levothyroxine can be decreased when it is combined with Iron.	#B32020	124.079085225474	1.7732998192953e-51
Amitriptyline	Duloxetine	0.344	6.456	Major	732 (640/92)	Duloxetine may increase the serotonergic activities of Amitriptyline.	#DF8383	71.7424094668618	1.4198045727214e-96
Valproic acid	Carbamazepine	0.587	-1.805	Moderate	305 (114/191)	The serum concentration of the active metabolites of Carbamazepine can be increased when Carbamazepine is used in combination with Valproic Acid.	#ACCCE3	29.8926706111924	9.39420167544289e-215
Lamotrigine	Carbamazepine	0.538	-1.065	Moderate	177 (89/88)	The risk or severity of adverse effects can be increased when Lamotrigine is combined with Carbamazepine.	#B4D1E6	17.3475498301018	1.34160500944957e-130
Galantamine	Periciazine	0.028	Inf	None	1 (1/0)		#B32020	0.0980087561022702	1
Trihexyphenidyl	Haloperidol	0.547	-1.658	Moderate	33 (13/20)		#AECDE3	3.23428895137492	9.13710930561702e-45
Fenofibrate	Atorvastatin	0.446	-5.75	Major	1128 (178/950)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Atorvastatin.	#85AED1	110.553876883361	0
Acetylsalicylic acid	Glyburide	0.365	-2.635	Moderate	503 (146/357)	Acetylsalicylic acid may increase the hypoglycemic activities of Glyburide.	#A5C6DF	49.2984043194419	3.75991243594105e-166
Acetylsalicylic acid	Ibuprofen	0.189	-1.472	Major	4872 (2059/2813)	The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Ibuprofen.	#AFCEE4	477.49865973026	1
Tacrolimus	Atorvastatin	0.429	-1.824	Moderate	474 (176/298)	The risk or severity of adverse effects can be increased when Tacrolimus is combined with Atorvastatin.	#ACCCE3	46.4561503924761	6.71669635359839e-110
Acetylsalicylic acid	Gliclazide	0.375	-3.572	None	889 (206/683)	Acetylsalicylic acid may increase the hypoglycemic activities of Gliclazide.	#9ABEDB	87.1297841749182	4.53171670652412e-224
Acetaminophen	Acenocoumarol	0.225	-1.48	None	1728 (728/1000)	Acetaminophen may increase the anticoagulant activities of Acenocoumarol.	#AFCEE4	169.359130544723	1
Cholestyramine	Ursodeoxycholic acid	0.288	2.285	None	45 (32/13)	The serum concentration of Ursodeoxycholic acid can be decreased when it is combined with Cholestyramine.	#F3AFAF	4.41039402460216	1.30511123220899e-38
Fluvoxamine	Clomipramine	0.441	-1.704	Major	142 (55/87)	The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Clomipramine.	#AECDE3	13.9172433665224	2.16823917151179e-122
Tramadol	Fluoxetine	0.216	5.459	Major	1280 (1094/186)	Fluoxetine may increase the neuroexcitatory activities of Tramadol.	#E48E8E	125.451207810906	1
Atenolol	Ibuprofen	0.18	1.053	Moderate	2688 (1429/1259)	Ibuprofen may decrease the antihypertensive activities of Atenolol.	#F9BCBC	263.447536402902	1
Digoxin	Propafenone	0.406	1.624	Moderate	11 (7/4)	The serum concentration of Digoxin can be increased when it is combined with Propafenone.	#F6B6B6	1.07809631712497	4.88416550105305e-12
Warfarin	Amiodarone	0.362	-4.956	Major	56 (10/46)	The therapeutic efficacy of Warfarin can be increased when used in combination with Amiodarone.	#8CB4D5	5.48849034172713	9.23142285244163e-78
Tramadol	Citalopram	0.223	3.378	Major	1573 (1234/339)	Citalopram may increase the neuroexcitatory activities of Tramadol.	#EEA4A4	154.167773348871	1
Omeprazole	Ketazolam	0.301	2.444	None	970 (703/267)		#F2AEAE	95.0684934192021	1
Haloperidol	Lithium cation	0.408	-1.508	Major	96 (40/56)	Lithium may increase the neurotoxic activities of Haloperidol.	#AFCEE4	9.40884058581794	3.97290718699367e-74
Amitriptyline	Fluoxetine	0.305	6.549	Major	717 (628/89)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Amitriptyline.	#DF8181	70.2722781253277	1
Bisoprolol	Ibuprofen	0.149	-1.246	Moderate	2840 (1317/1523)	Ibuprofen may decrease the antihypertensive activities of Bisoprolol.	#B2D0E5	278.344867330447	1
Mesalazine	Mercaptopurine	0.3	-1.231	Moderate	30 (14/16)	The metabolism of Mercaptopurine can be decreased when combined with Mesalazine.	#B2D0E5	2.94026268306811	7.62776210537814e-36
Diltiazem	Atorvastatin	0.474	-3.038	Moderate	275 (72/203)	The serum concentration of Diltiazem can be increased when it is combined with Atorvastatin.	#A0C3DD	26.9524079281243	1.7745848784547e-122
Carbamazepine	Risperidone	0.399	-2.074	Moderate	196 (67/129)	The serum concentration of Risperidone can be decreased when it is combined with Carbamazepine.	#A9C9E1	19.209716196045	1.71372218595267e-110
Methotrexate	Naproxen	0.259	2.024	Major	722 (495/227)	The serum concentration of Methotrexate can be increased when it is combined with Naproxen.	#F5B2B2	70.7623219058391	1
Topiramate	Lithium cation	0.381	1.786	Moderate	155 (102/53)	The serum concentration of Lithium can be increased when it is combined with Topiramate.	#F5B4B4	15.1913571958519	1.03059983806943e-54
Tramadol	Paroxetine	0.206	3.482	Major	1321 (1043/278)	Paroxetine may increase the neuroexcitatory activities of Tramadol.	#EDA3A3	129.469566811099	1
Phenytoin	Lamotrigine	0.514	-1.876	Moderate	74 (27/47)	The serum concentration of Lamotrigine can be decreased when it is combined with Phenytoin.	#ACCCE3	7.25264795156799	3.11761670139017e-62
Propranolol	Ibuprofen	0.219	2.509	Moderate	1574 (1149/425)	Ibuprofen may decrease the antihypertensive activities of Propranolol.	#F2ACAC	154.265782104973	1
Repaglinide	Gliclazide	0.29	-2.07	None	111 (38/73)	Repaglinide may increase the hypoglycemic activities of Gliclazide.	#A9C9E1	10.878971927352	1.65960812223089e-53
Simvastatin	Fenofibrate	0.423	-4.757	Major	1175 (217/958)	The risk or severity of myopathy and rhabdomyolysis can be increased when Fenofibrate is combined with Simvastatin.	#8EB5D5	115.160288420167	9.82199309913609e-71
Haloperidol	Carbamazepine	0.407	-1.616	Moderate	90 (36/54)	The metabolism of Haloperidol can be increased when combined with Carbamazepine.	#AECDE3	8.82078804920432	2.32901753222804e-58
Fluvoxamine	Olanzapine	0.438	-2.204	Moderate	134 (44/90)	The metabolism of Olanzapine can be decreased when combined with Fluvoxamine.	#A8C8E1	13.1331733177042	1.17829383418213e-84
Fluoxetine	Clomipramine	0.361	1.606	Major	314 (199/115)	The risk or severity of adverse effects can be increased when Fluoxetine is combined with Clomipramine.	#F6B6B6	30.7747494161128	1.73067169284293e-34
Acetylsalicylic acid	Insulin detemir	0.32	-3.263	Moderate	286 (71/215)	Acetylsalicylic acid may increase the hypoglycemic activities of Insulin Detemir.	#9DC0DC	28.0305042452493	3.85109080068792e-116
Tramadol	Escitalopram	0.223	2.857	Major	881 (665/216)	Escitalopram may increase the neuroexcitatory activities of Tramadol.	#F0A9A9	86.3457141261	1
Sulfasalazine	Azathioprine	0.348	1.356	Moderate	32 (19/13)		#F7B9B9	3.13628019527265	4.73275653536908e-25
Spironolactone	Enalapril	0.427	-2.694	Major	518 (148/370)	The risk or severity of adverse effects can be increased when Spironolactone is combined with Enalapril.	#A3C5DF	50.7685356609759	8.78231257980592e-52
Acetylsalicylic acid	Acenocoumarol	0.338	-2.526	None	388 (116/272)	Acetylsalicylic acid may increase the anticoagulant activities of Acenocoumarol.	#A5C6DF	38.0273973676808	1.64276947780141e-44
