drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Insulin lispro	Esmolol	0.5	Inf	Moderate	1 (1/0)		#B32020	4.71009373086524	1
Insulin lispro	Doxycycline	0.51	1.314	Moderate	10 (7/3)		#F7B9B9	47.1009373086524	1
Insulin lispro	Atenolol	1	Inf	Moderate	1 (1/0)		#B32020	4.71009373086524	1
Insulin lispro	Acetylsalicylic acid	0.83	1.046	Moderate	40 (26/14)		#F9BCBC	188.40374923461	6.02907903693e-11
Insulin lispro	Carvedilol	0.882	1.408	Moderate	14 (10/4)		#F7B7B7	65.9413122321134	2.54069565077495e-07
Insulin glargine	Doxycycline	0.825	2.252	Moderate	5 (4/1)		#F2AEAE	23.5504686543262	1
Insulin glargine	Metoprolol	0.931	-1.776	Moderate	14 (7/7)		#ACCCE3	65.9413122321134	0.0310404239566699
Insulin glargine	Atenolol	1	Inf	Moderate	1 (1/0)		#B32020	4.71009373086524	1
Insulin glargine	Propranolol	0.67	1.126	Moderate	3 (2/1)		#F9BCBC	14.1302811925957	1
Insulin glargine	Labetalol	0.713	1.971	Moderate	9 (7/2)		#F4B1B1	42.3908435777872	1
Insulin glargine	Acetylsalicylic acid	0.813	1.619	Moderate	31 (23/8)		#F6B6B6	146.012905656823	4.85815357272873e-09
Insulin glargine	Carvedilol	0.795	1.971	Moderate	9 (7/2)		#F4B1B1	42.3908435777872	0.000914029734863539
Cyclosporine	Tacrolimus	1	Inf	Major	1 (1/0)	Additive toxicities for these agents	#B32020	4.71009373086524	1
Cyclosporine	Sulfamethoxazole	1	-1.776	Major	2 (1/1)	The sulfonamide decreases the effect of cyclosporine	#ACCCE3	9.42018746173049	1
Cyclosporine	Atorvastatin	0.507	Inf	Major	1 (1/0)	Possible myopathy and rhabdomyolysis	#B32020	4.71009373086524	1
Cyclosporine	Colchicine	0.245	Inf	Major	1 (1/0)	Increased toxicity of both drugs	#B32020	4.71009373086524	1
Cyclosporine	Ursodeoxycholic acid	1	Inf	Minor	1 (1/0)	Ursodiol increases the levels of cyclosporine	#B32020	4.71009373086524	1
Oxytocin	Phenylephrine	0.944	Inf	Moderate	250 (250/0)	Possible marked increase of arterial pressure	#B32020	1177.52343271631	2.05946958911451e-75
Oxytocin	Epinephrine	0.816	Inf	Moderate	43 (43/0)	Possible marked increase of arterial pressure	#B32020	202.534030427205	1
Fluvoxamine	Amphetamine	0.516	-1.776	Major	2 (1/1)	Risk of serotoninergic syndrome	#ACCCE3	9.42018746173049	1
Fluvoxamine	Olanzapine	0.661	-1.776	Moderate	2 (1/1)	Fluvoxamine increases the effect and toxicity of olanzapine	#ACCCE3	9.42018746173049	1
Fluvoxamine	Dextroamphetamine	0.516	-1.776	Major	2 (1/1)	Risk of serotoninergic syndrome	#ACCCE3	9.42018746173049	1
