drug1	drug2	strength	RR	severity	patients.fem.mal	description	color	onethousand	fdr
Alteplase	Nitroglycerin	1	-1.421	Moderate	2 (1/1)	IV nitroglycerin decreases the effect	#A9C9E1	25.8698745311085	1
Insulin lispro	Esmolol	0.502	-1.777	Moderate	18 (8/10)		#A0C3DD	232.828870779977	1
Insulin lispro	Doxycycline	0.752	1.449	Moderate	52 (35/17)		#F4B1B1	672.616737808822	1
Insulin lispro	Atenolol	0.904	-1.421	Moderate	10 (5/5)		#A9C9E1	129.349372655543	1
Insulin lispro	Acetylsalicylic acid	0.945	-1.188	Moderate	380 (207/173)		#AFCEE4	4915.27616091062	1.89380912205326e-44
Insulin lispro	Carvedilol	0.923	-1.335	Moderate	159 (82/77)		#ACCCE3	2056.65502522313	3.43476085678445e-30
Insulin lispro	Bismuth subsalicylate	1	1.407	Moderate	3 (2/1)	The salicylate increase the effect of insulin	#F5B2B2	38.8048117966628	1
Insulin glargine	Esmolol	0.404	1.055	Moderate	5 (3/2)		#F9BCBC	64.6746863277713	1
Insulin glargine	Doxycycline	0.713	1.349	Moderate	35 (23/12)		#F5B4B4	452.722804294399	1
Insulin glargine	Metoprolol	0.884	-1.366	Moderate	151 (77/74)		#ABCBE2	1953.17552709869	0.00257095826410201
Insulin glargine	Atenolol	0.758	-1.421	Moderate	4 (2/2)		#A9C9E1	51.7397490622171	1
Insulin glargine	Timolol	1	-1.421	Moderate	6 (3/3)		#A9C9E1	77.6096235933256	1
Insulin glargine	Propranolol	0.877	1.407	Moderate	3 (2/1)		#F5B2B2	38.8048117966628	1
Insulin glargine	Labetalol	0.778	1.935	Moderate	15 (11/4)		#EEA4A4	194.024058983314	1
Insulin glargine	Acetylsalicylic acid	0.938	-1.278	Moderate	207 (109/98)		#AECDE3	2677.53201396973	3.16383200108184e-07
Insulin glargine	Carvedilol	0.876	-1.194	Moderate	92 (50/42)		#AFCEE4	1190.01422843099	2.05271873424619e-10
Folic acid	Phenytoin	1	Inf	Moderate	1 (1/0)	Folic acid decreases the levels of hydantoin	#B32020	12.9349372655543	1
Folic acid	Primidone	1	-1.421	Moderate	4 (2/2)	Folic acid decreases the effect of anticonvulsant	#A9C9E1	51.7397490622171	1
